TargetKey,DateKey,VendorKey,TargetRevenue,TargetUnits,BudgetCost
3243,20241001,93,75291.92,1741,47662.76
3244,20241001,94,102166.07,4978,67166.81
3245,20241001,95,86417.97,4883,58730.32
3246,20241001,96,102196.24,2709,60985.46
3247,20241001,97,75323.73,2755,45959.05
3248,20241001,98,79978.48,2257,45964.19
3249,20241001,99,43585.12,1279,28996.41
3250,20241001,100,166223.17,4197,97301.07
3251,20241001,101,41020.26,2067,24032.54
3252,20241001,102,93035.6,5578,54561.8
3253,20241001,103,94518.02,5478,60811.36
3254,20241001,104,83013.43,1976,50263.96
3255,20241001,105,251979.41,6283,151648.37
3256,20241001,106,66414.29,2124,44066.11
3257,20241001,107,217375.12,9667,142455.4
3258,20241001,108,36045.27,1095,23835.76
3259,20241001,109,99254.91,2493,63757.57
3260,20241001,110,54410.65,1616,38051.1
3261,20241001,111,33408.57,837,22121.98
3262,20241001,112,45695.87,1807,29380.4
3263,20241001,113,107169.19,5632,74505.95
3264,20241001,114,40180.88,991,28029.58
3265,20241001,115,104785.7,2827,60519.37
3266,20241001,116,148419.26,4100,97449.46
3267,20241001,117,161369.83,4855,108704.26
3268,20241001,118,36260.9,1289,19995.92
3269,20241001,119,36017.47,1279,20756.33
3270,20241001,120,80179.28,1943,55970.15
3271,20241001,121,56046.79,1580,38103.64
3272,20241001,122,34239.01,1874,19570.72
3273,20241001,123,32395.03,778,22674.59
3274,20241001,124,86268.9,5574,57937.11
3275,20241001,125,95485.21,2187,60794.11
3276,20241001,126,88631.99,2987,57105.4
3277,20241001,127,75746.89,1988,52535.05
3278,20241001,128,26220.57,941,16203.57
3279,20241001,129,75826.67,2224,45028.86
3280,20241001,130,172984.75,6530,97497.36
3281,20241001,131,37083.71,938,24022.5
3282,20241001,132,49424.83,1809,27589.63
3283,20241001,133,44413.37,2886,24891.96
3284,20241001,134,80194.55,3106,46477.16
3285,20241001,135,67780.86,2283,38353.07
3286,20241001,136,108492.41,6784,73709.87
3287,20241001,137,196978.2,9925,115629.85
3288,20241001,138,186662.8,4859,127798.37
3289,20241001,139,158738.55,6364,108718.88
3290,20241001,140,70719.69,2394,49388.92
3291,20241001,141,30187.54,1202,18006.42
3292,20241001,142,82856.3,2042,50969.22
3293,20241001,143,84678.27,4560,51669.83
3294,20241001,144,30165.24,947,20225.58
3295,20241001,145,109998.04,4839,72142.41
3296,20241001,146,193870.26,12528,135569.28
3297,20241001,147,112712.75,3118,68377.35
3298,20241001,148,89465.0,3110,54545.13
3299,20241001,149,89618.23,3598,55576.69
3300,20241001,150,104991.68,4948,59566.71
3301,20241101,1,70650.94,2564,45046.09
3302,20241101,2,93135.04,4957,57402.96
3303,20241101,3,95408.14,2301,66453.6
3304,20241101,4,87298.15,4361,57271.77
3305,20241101,5,93203.73,3811,57047.01
3306,20241101,6,69642.78,2901,44005.55
3307,20241101,7,185375.07,6869,124677.32
3308,20241101,8,103208.43,2941,58629.75
3309,20241101,9,8360.13,212,4737.16
3310,20241101,10,118579.36,2918,65482.82
3311,20241101,11,39022.1,1682,25644.46
3312,20241101,12,109071.81,4450,75591.61
3313,20241101,13,24929.21,912,15083.31
3314,20241101,14,104791.89,4528,70470.81
3315,20241101,15,48728.99,1168,30679.4
3316,20241101,16,52448.05,1307,35038.87
3317,20241101,17,60909.27,2363,38673.83
3318,20241101,18,97669.66,2896,60795.55
3319,20241101,19,166130.87,8699,100189.94
3320,20241101,20,203208.03,8089,138855.36
3321,20241101,21,39203.04,871,24004.11
3322,20241101,22,27613.27,1036,17095.78
3323,20241101,23,68923.52,2089,42530.83
3324,20241101,24,20825.66,669,12457.33
3325,20241101,25,103290.95,5356,59001.87
3326,20241101,26,84222.53,2774,50793.21
3327,20241101,27,29582.16,702,18357.95
3328,20241101,28,99192.06,3438,67315.7
3329,20241101,29,52822.89,1617,30182.11
3330,20241101,30,47153.89,2211,29304.4
3331,20241101,31,84907.66,2112,53165.96
3332,20241101,32,19881.29,1032,12463.59
3333,20241101,33,64674.59,2211,42085.93
3334,20241101,34,174647.76,5735,115520.28
3335,20241101,35,27415.39,1478,18845.97
3336,20241101,36,98550.22,3193,63778.66
3337,20241101,37,21986.76,599,13529.02
3338,20241101,38,60786.13,2320,42529.84
3339,20241101,39,187201.12,6894,129790.11
3340,20241101,40,70668.71,2301,45666.08
3341,20241101,41,54959.03,1555,32175.58
3342,20241101,42,87473.92,2561,60630.11
3343,20241101,43,12342.75,413,7412.68
3344,20241101,44,66701.49,1960,46225.78
3345,20241101,45,103344.72,2696,62747.05
3346,20241101,46,83478.57,4518,47022.99
3347,20241101,47,80994.61,3647,54041.12
3348,20241101,48,97158.46,2807,63824.16
3349,20241101,49,26958.16,1207,16899.83
3350,20241101,50,175828.97,4094,115916.55
3351,20241101,51,30442.42,741,18238.43
3352,20241101,52,10532.82,279,6922.15
3353,20241101,53,40057.37,1110,22052.9
3354,20241101,54,82331.45,2689,52576.77
3355,20241101,55,14969.61,354,9694.53
3356,20241101,56,107272.73,4025,62429.13
3357,20241101,57,33827.03,1048,22129.58
3358,20241101,58,104726.26,3282,68519.37
3359,20241101,59,59886.59,2329,36731.56
3360,20241101,60,185611.91,7046,112000.37
3361,20241101,61,108835.54,2597,71456.88
3362,20241101,62,20631.46,931,12163.94
3363,20241101,63,102507.49,3583,57418.5
3364,20241101,64,70767.12,2259,44655.71
3365,20241101,65,67808.01,3718,39364.06
3366,20241101,66,46411.44,1164,29404.2
3367,20241101,67,99341.25,3521,55462.66
3368,20241101,68,93926.65,3418,53186.23
3369,20241101,69,44573.44,1406,26541.97
3370,20241101,70,109883.02,4295,68648.54
3371,20241101,71,39646.32,1175,24121.97
3372,20241101,72,41545.02,2486,28351.44
3373,20241101,73,96948.56,2629,66573.27
3374,20241101,74,72789.35,3953,42078.82
3375,20241101,75,190710.94,11228,123439.98
3376,20241101,76,41926.87,1234,26217.55
3377,20241101,77,127033.03,4323,71596.57
3378,20241101,78,144738.18,7347,93734.59
3379,20241101,79,98230.25,5099,55965.14
3380,20241101,80,31448.76,1020,20614.19
3381,20241101,81,90669.85,4149,61507.57
3382,20241101,82,56069.17,2812,33702.71
3383,20241101,83,80391.33,3731,51194.37
3384,20241101,84,127008.18,2822,84720.96
3385,20241101,85,79950.78,1925,45138.79
3386,20241101,86,60875.13,2899,42532.9
3387,20241101,87,21391.6,764,11912.57
3388,20241101,88,193740.44,12137,125816.9
3389,20241101,89,86802.76,5543,59827.56
3390,20241101,90,100454.93,4611,65043.09
3391,20241101,91,102577.27,5111,57939.59
3392,20241101,92,20455.64,1166,11967.16
3393,20241101,93,89019.12,4623,57235.2
3394,20241101,94,38848.9,1106,23733.28
3395,20241101,95,51689.61,2897,31947.85
3396,20241101,96,33660.4,1349,20242.27
3397,20241101,97,183573.41,5356,121004.89
3398,20241101,98,80052.64,2867,54796.27
3399,20241101,99,52481.33,3288,30144.01
3400,20241101,100,215829.03,12310,142842.6
3401,20241101,101,58674.0,2548,38056.62
3402,20241101,102,118316.73,5569,66611.08
3403,20241101,103,265719.83,6678,166832.25
3404,20241101,104,85320.47,3308,51254.37
3405,20241101,105,137653.54,5060,89484.57
3406,20241101,106,50542.76,1816,28137.63
3407,20241101,107,124787.68,2974,80713.37
3408,20241101,108,94829.32,2983,56410.6
3409,20241101,109,92391.32,5459,52272.28
3410,20241101,110,63144.03,1563,36745.91
3411,20241101,111,111132.91,2550,65954.77
3412,20241101,112,166297.83,9848,95359.49
3413,20241101,113,47734.81,1289,30011.99
3414,20241101,114,22532.3,1165,15266.78
3415,20241101,115,29340.4,1142,16710.69
3416,20241101,116,82986.16,2772,53506.27
3417,20241101,117,58800.23,1918,34752.89
3418,20241101,118,116666.81,3534,77959.95
3419,20241101,119,13552.16,304,8263.7
3420,20241101,120,23730.5,905,15633.63
3421,20241101,121,32436.92,1943,18785.34
3422,20241101,122,42880.6,2436,28954.73
3423,20241101,123,91285.94,2088,63444.8
3424,20241101,124,100903.6,5094,68289.57
3425,20241101,125,31479.7,893,18753.94
3426,20241101,126,121650.77,3221,81767.92
3427,20241101,127,8024.46,362,5452.57
3428,20241101,128,109114.24,3057,73075.65
3429,20241101,129,42878.3,1210,24937.29
3430,20241101,130,58753.89,3001,37457.3
3431,20241101,131,83452.25,2464,50576.32
3432,20241101,132,8922.37,212,5059.6
3433,20241101,133,228595.42,10110,134692.14
3434,20241101,134,43938.47,1955,28671.01
3435,20241101,135,95615.88,2416,62498.05
3436,20241101,136,68924.64,1594,39633.68
3437,20241101,137,184889.91,5076,118114.12
3438,20241101,138,211374.54,5954,127029.11
3439,20241101,139,215987.08,6070,139331.61
3440,20241101,140,60122.83,1812,35099.66
3441,20241101,141,29531.84,969,20014.4
3442,20241101,142,171639.97,5261,114754.55
3443,20241101,143,90490.58,2264,58761.15
3444,20241101,144,86510.11,4510,60442.61
3445,20241101,145,141810.09,4562,90051.27
3446,20241101,146,46793.76,1670,26521.6
3447,20241101,147,42965.44,1263,28257.93
3448,20241101,148,88237.64,3835,59740.38
3449,20241101,149,32487.64,827,19590.75
3450,20241101,150,99036.37,2455,55702.56
3451,20241201,1,73742.61,2433,48399.49
3452,20241201,2,101886.95,3227,69865.22
3453,20241201,3,38306.38,1267,25588.42
3454,20241201,4,24198.62,740,14485.91
3455,20241201,5,67529.15,2045,39821.01
3456,20241201,6,10064.2,244,6167.07
3457,20241201,7,179193.98,5032,99792.74
3458,20241201,8,106393.97,3671,60073.15
3459,20241201,9,41290.8,947,24658.99
3460,20241201,10,169767.12,5463,115485.48
3461,20241201,11,20224.01,450,12298.75
3462,20241201,12,97055.33,3043,59565.84
3463,20241201,13,84600.94,4424,52109.03
3464,20241201,14,147945.27,4051,87941.84
3465,20241201,15,89551.54,4364,61421.34
3466,20241201,16,35259.31,951,21721.44
3467,20241201,17,21030.49,807,12807.48
3468,20241201,18,59978.1,1532,35024.98
3469,20241201,19,90972.7,5145,50962.33
3470,20241201,20,96887.02,3855,57532.39
3471,20241201,21,35514.75,907,20924.54
3472,20241201,22,82274.32,5310,51793.76
3473,20241201,23,11603.38,412,6707.16
3474,20241201,24,15246.67,660,10254.07
3475,20241201,25,8942.55,311,5894.57
3476,20241201,26,109494.63,2792,74364.54
3477,20241201,27,25301.71,1205,15270.52
3478,20241201,28,16300.04,583,9049.64
3479,20241201,29,21292.95,1202,12164.41
3480,20241201,30,30972.39,1192,17558.69
3481,20241201,31,62569.68,2461,39446.99
3482,20241201,32,74649.45,4807,43030.19
3483,20241201,33,94870.56,2419,57091.11
3484,20241201,34,149410.76,4806,100051.41
3485,20241201,35,175824.86,4006,110157.8
3486,20241201,36,84530.44,3205,52448.01
3487,20241201,37,89249.13,2708,58404.56
3488,20241201,38,18354.26,509,12670.84
3489,20241201,39,110638.13,6776,71641.71
3490,20241201,40,30472.46,1595,17929.75
3491,20241201,41,76694.19,1785,43881.65
3492,20241201,42,65454.47,3296,44829.28
3493,20241201,43,46141.43,1526,27138.18
3494,20241201,44,101765.02,4364,70743.24
3495,20241201,45,43881.84,994,24632.87
3496,20241201,46,160253.06,6442,102974.63
3497,20241201,47,11869.04,630,7885.83
3498,20241201,48,99666.44,3046,62678.26
3499,20241201,49,99756.92,3181,55860.42
3500,20241201,50,134584.8,4581,88721.09
3501,20241201,51,109214.8,2498,73051.18
3502,20241201,52,11314.79,287,7765.55
3503,20241201,53,68036.82,1557,40317.59
3504,20241201,54,49268.96,2727,28436.36
3505,20241201,55,93928.58,2886,52902.0
3506,20241201,56,92227.28,2899,59026.52
3507,20241201,57,107859.07,3258,75036.67
3508,20241201,58,21648.04,646,14384.23
3509,20241201,59,77283.0,2691,47122.47
3510,20241201,60,23894.34,1019,13313.14
3511,20241201,61,35273.85,1025,19510.96
3512,20241201,62,63409.93,2087,43418.34
3513,20241201,63,87471.86,3663,59508.97
3514,20241201,64,46705.82,2086,31898.43
3515,20241201,65,30750.89,1236,16990.92
3516,20241201,66,51602.86,2503,33466.93
3517,20241201,67,19532.96,552,12231.78
3518,20241201,68,47929.37,1368,28309.17
3519,20241201,69,102379.54,6231,64727.29
3520,20241201,70,83572.36,4738,58033.47
3521,20241201,71,183237.86,4733,123546.47
3522,20241201,72,22347.4,894,15329.31
3523,20241201,73,50016.79,1185,34770.26
3524,20241201,74,13804.92,670,9248.03
3525,20241201,75,125973.78,5999,75440.43
3526,20241201,76,118678.65,4212,81034.42
3527,20241201,77,209194.04,5316,124947.16
3528,20241201,78,77807.05,3458,53365.1
3529,20241201,79,47507.95,1968,29035.33
3530,20241201,80,93056.34,3114,64864.16
3531,20241201,81,97524.19,4328,59705.99
3532,20241201,82,64176.46,2137,41564.56
3533,20241201,83,38531.44,1137,26337.16
3534,20241201,84,180974.53,5705,106222.15
3535,20241201,85,159987.27,4046,109282.74
3536,20241201,86,26306.0,1449,16874.98
3537,20241201,87,97059.05,2245,59989.55
3538,20241201,88,147955.19,6258,88623.62
3539,20241201,89,190137.53,4543,125252.71
3540,20241201,90,115061.67,2691,69786.47
3541,20241201,91,57710.42,1771,33293.27
3542,20241201,92,167519.69,6698,101287.68
3543,20241201,93,78587.76,3685,46343.73
3544,20241201,94,78487.82,3172,49740.88
3545,20241201,95,24736.04,1103,16478.46
3546,20241201,96,50956.55,1246,34035.84
3547,20241201,97,29830.37,945,16488.38
3548,20241201,98,46983.85,1649,28344.38
3549,20241201,99,211659.08,4798,127673.91
3550,20241201,100,128831.01,5663,85081.44
3551,20241201,101,93612.03,3682,63924.11
3552,20241201,102,213822.55,11920,149258.89
3553,20241201,103,204330.06,4960,116201.92
3554,20241201,104,26131.26,1493,17407.91
3555,20241201,105,212534.17,7398,139609.68
3556,20241201,106,77535.87,2448,44528.76
3557,20241201,107,182022.7,4563,121528.15
3558,20241201,108,104629.27,2747,64739.17
3559,20241201,109,43196.65,2189,28221.41
3560,20241201,110,102802.8,6352,64089.98
3561,20241201,111,44200.7,1713,24510.86
3562,20241201,112,205618.34,9871,128704.11
3563,20241201,113,56702.07,1471,33482.44
3564,20241201,114,64532.82,3885,35842.5
3565,20241201,115,36568.85,1232,23010.54
3566,20241201,116,46529.22,1649,30681.83
3567,20241201,117,216771.08,10654,144725.39
3568,20241201,118,95138.31,3801,55961.84
3569,20241201,119,11965.36,598,6803.52
3570,20241201,120,131628.7,5538,76489.69
3571,20241201,121,96121.26,3471,56912.47
3572,20241201,122,207405.03,8790,132540.4
3573,20241201,123,50578.79,1604,30155.39
3574,20241201,124,9165.65,509,6088.13
3575,20241201,125,90762.46,3111,61408.0
3576,20241201,126,112659.85,3526,77953.15
3577,20241201,127,66907.81,1562,40010.03
3578,20241201,128,70065.52,2559,42568.18
3579,20241201,129,186871.5,11569,120873.6
3580,20241201,130,134291.21,5205,85850.25
3581,20241201,131,7753.7,387,5052.0
3582,20241201,132,96639.02,3083,66487.34
3583,20241201,133,120864.7,4644,78643.48
3584,20241201,134,32315.62,2081,21073.59
3585,20241201,135,21556.48,596,12002.01
3586,20241201,136,87492.82,3039,60798.35
3587,20241201,137,49346.76,1266,27325.72
3588,20241201,138,160914.87,4005,99793.11
3589,20241201,139,51445.64,1787,30644.1
3590,20241201,140,80927.79,4997,54672.99
3591,20241201,141,60601.23,1518,35234.05
3592,20241201,142,172514.16,3938,112519.88
3593,20241201,143,45109.31,1117,28297.9
3594,20241201,144,82340.44,2742,49339.54
3595,20241201,145,181018.55,11643,120874.44
3596,20241201,146,122570.07,2978,72374.38
3597,20241201,147,104886.44,3555,62370.37
3598,20241201,148,63053.58,1999,42579.38
3599,20241201,149,20691.07,801,11540.46
3600,20241201,150,30602.22,1660,20612.38
3601,20250101,1,73560.77,3158,49366.26
3602,20250101,2,106691.95,2665,62628.42
3603,20250101,3,105389.86,2374,68899.77
3604,20250101,4,50639.66,1861,28526.9
3605,20250101,5,57572.47,2979,37838.01
3606,20250101,6,97369.15,5716,55320.8
3607,20250101,7,131016.89,3628,76157.74
3608,20250101,8,81935.41,3503,49058.07
3609,20250101,9,22368.48,663,13629.8
3610,20250101,10,179867.61,4332,108907.49
3611,20250101,11,156506.52,5557,104907.47
3612,20250101,12,49762.88,1560,31968.34
3613,20250101,13,11156.13,425,7187.28
3614,20250101,14,185856.55,5135,125301.05
3615,20250101,15,38933.44,931,21816.15
3616,20250101,16,93548.87,4057,54811.0
3617,20250101,17,87782.79,2168,60640.09
3618,20250101,18,81963.35,3358,54859.35
3619,20250101,19,69987.52,3680,44607.56
3620,20250101,20,17196.47,401,10125.74
3621,20250101,21,61674.9,3460,36867.52
3622,20250101,22,15854.15,647,10090.62
3623,20250101,23,61021.75,2228,36019.81
3624,20250101,24,44752.79,1759,25295.21
3625,20250101,25,27852.61,619,18940.52
3626,20250101,26,84245.74,4136,51594.46
3627,20250101,27,66666.36,1991,42869.95
3628,20250101,28,10565.45,410,7213.59
3629,20250101,29,31373.59,1569,17466.67
3630,20250101,30,93247.26,2391,54678.8
3631,20250101,31,99553.55,2319,61140.88
3632,20250101,32,86444.11,2377,60293.04
3633,20250101,33,79122.24,2287,44898.6
3634,20250101,34,61580.75,1884,39649.41
3635,20250101,35,100508.79,4266,69177.82
3636,20250101,36,26274.25,614,16502.88
3637,20250101,37,74217.1,2005,48291.9
3638,20250101,38,55207.75,3038,35051.18
3639,20250101,39,146469.46,4606,93986.14
3640,20250101,40,220239.3,5373,136176.62
3641,20250101,41,98611.9,5657,54271.9
3642,20250101,42,209190.48,12782,120386.77
3643,20250101,43,24793.64,580,14388.05
3644,20250101,44,10308.12,494,5690.37
3645,20250101,45,53979.73,1422,37042.63
3646,20250101,46,16125.94,475,9109.05
3647,20250101,47,52518.75,1465,33513.24
3648,20250101,48,64344.15,4147,38546.09
3649,20250101,49,73424.34,2130,45925.15
3650,20250101,50,17293.63,417,11799.47
3651,20250101,51,59959.01,2596,33494.82
3652,20250101,52,94482.19,2148,63685.18
3653,20250101,53,74204.5,1715,44313.93
3654,20250101,54,58305.58,1572,32712.19
3655,20250101,55,18325.84,649,10317.99
3656,20250101,56,92029.54,2274,56673.42
3657,20250101,57,16105.89,364,11099.52
3658,20250101,58,50098.85,1732,34311.87
3659,20250101,59,83267.7,3918,54730.38
3660,20250101,60,135105.1,3536,90242.59
3661,20250101,61,8778.35,296,5456.26
3662,20250101,62,87315.8,2787,59921.71
3663,20250101,63,40849.7,2515,25581.41
3664,20250101,64,178564.58,9463,105517.13
3665,20250101,65,19561.13,436,11179.18
3666,20250101,66,70221.5,1660,41486.02
3667,20250101,67,187209.97,4527,107326.31
3668,20250101,68,89127.75,2057,57623.97
3669,20250101,69,30667.69,1897,17706.02
3670,20250101,70,51478.17,1487,32826.78
3671,20250101,71,77990.07,1749,50839.35
3672,20250101,72,73055.24,3466,46641.55
3673,20250101,73,14357.2,477,9356.65
3674,20250101,74,95249.66,4456,65831.94
3675,20250101,75,293489.6,7997,192571.29
3676,20250101,76,132236.33,5773,90703.52
3677,20250101,77,72482.89,3195,45488.43
3678,20250101,78,135507.85,5219,76872.5
3679,20250101,79,101287.4,2423,62973.41
3680,20250101,80,92844.31,2999,58060.29
3681,20250101,81,100903.19,5046,59457.03
3682,20250101,82,66947.6,1546,41751.66
3683,20250101,83,29413.75,1146,17016.25
3684,20250101,84,251121.22,6198,154158.38
3685,20250101,85,76456.48,1726,52247.32
3686,20250101,86,47661.12,1334,32204.14
3687,20250101,87,39579.01,2147,26055.24
3688,20250101,88,140924.14,6552,91416.38
3689,20250101,89,207131.04,5704,126843.88
3690,20250101,90,133266.45,5766,76340.73
3691,20250101,91,83943.77,3018,51635.47
3692,20250101,92,62854.6,1618,41449.4
3693,20250101,93,21924.33,1339,15010.54
3694,20250101,94,86898.48,3639,50899.22
3695,20250101,95,124200.56,4887,79776.58
3696,20250101,96,36630.05,1909,22462.15
3697,20250101,97,72729.69,1668,45820.25
3698,20250101,98,9969.57,400,5886.71
3699,20250101,99,21978.5,659,15029.36
3700,20250101,100,198161.13,7293,115133.11
3701,20250101,101,77188.12,2129,53148.54
3702,20250101,102,180286.38,8933,108072.69
3703,20250101,103,54571.5,3215,32132.11
3704,20250101,104,54352.4,1453,33184.79
3705,20250101,105,68535.55,2446,38657.55
3706,20250101,106,91046.47,2526,53345.55
3707,20250101,107,227986.74,14846,129925.88
3708,20250101,108,102152.67,3546,66242.52
3709,20250101,109,55299.18,1709,34037.45
3710,20250101,110,71376.81,2631,47090.16
3711,20250101,111,106209.61,2446,64445.32
3712,20250101,112,32335.62,1310,22569.93
3713,20250101,113,59866.05,2703,40542.17
3714,20250101,114,10390.87,282,7256.12
3715,20250101,115,35954.34,1142,23925.97
3716,20250101,116,213142.6,5147,122349.15
3717,20250101,117,140475.34,4320,77583.74
3718,20250101,118,59402.75,1323,41015.84
3719,20250101,119,17108.81,402,9651.33
3720,20250101,120,193724.79,4395,133844.34
3721,20250101,121,82758.04,4644,55882.45
3722,20250101,122,215254.25,9312,150602.25
3723,20250101,123,34398.69,783,21995.89
3724,20250101,124,13120.24,659,9074.05
3725,20250101,125,90980.57,2212,58844.23
3726,20250101,126,179733.54,9778,102107.38
3727,20250101,127,40988.89,1055,28388.91
3728,20250101,128,46712.79,1627,31531.48
3729,20250101,129,197914.52,10319,123536.7
3730,20250101,130,91691.44,3188,55298.01
3731,20250101,131,30119.92,1154,19372.23
3732,20250101,132,80129.12,2177,44168.08
3733,20250101,133,213447.49,6197,146127.75
3734,20250101,134,60763.33,2984,36490.17
3735,20250101,135,11708.45,350,7935.37
3736,20250101,136,22257.81,579,13709.1
3737,20250101,137,99325.34,2982,66914.09
3738,20250101,138,83517.74,2949,57994.87
3739,20250101,139,195005.48,4489,127905.49
3740,20250101,140,60470.69,1967,34970.52
3741,20250101,141,31456.41,1647,18816.97
3742,20250101,142,127120.7,4473,71235.42
3743,20250101,143,43753.39,1053,24585.15
3744,20250101,144,97400.58,2740,56369.56
3745,20250101,145,24520.3,618,15541.35
3746,20250101,146,55040.53,2154,38124.55
3747,20250101,147,108913.17,3569,60238.79
3748,20250101,148,98444.11,4864,56519.22
3749,20250101,149,37330.81,1006,23588.73
3750,20250101,150,58751.76,1372,35386.33
3751,20250201,1,79175.48,1994,47627.15
3752,20250201,2,15568.59,346,9876.4
3753,20250201,3,98994.27,3882,68149.53
3754,20250201,4,49544.95,1225,32823.15
3755,20250201,5,46433.2,2505,27371.0
3756,20250201,6,46765.23,2854,30312.22
3757,20250201,7,136966.97,6940,75345.82
3758,20250201,8,66430.85,3307,43811.84
3759,20250201,9,89991.82,2586,57279.91
3760,20250201,10,93807.75,3929,60199.16
3761,20250201,11,138018.34,6512,95609.11
3762,20250201,12,39373.58,1044,24326.93
3763,20250201,13,71299.87,3157,46746.58
3764,20250201,14,79573.28,3194,51179.06
3765,20250201,15,29016.4,799,18870.11
3766,20250201,16,9745.9,417,6023.24
3767,20250201,17,19924.87,651,11907.88
3768,20250201,18,56748.94,3021,38876.24
3769,20250201,19,168973.01,3805,108567.3
3770,20250201,20,216746.41,7220,143454.83
3771,20250201,21,34983.05,1280,22090.14
3772,20250201,22,50492.42,2450,31108.18
3773,20250201,23,25464.81,1143,16696.87
3774,20250201,24,15717.17,467,9588.38
3775,20250201,25,108717.17,5730,74698.5
3776,20250201,26,7982.43,485,4413.45
3777,20250201,27,90665.04,2182,58900.06
3778,20250201,28,14530.94,361,8288.05
3779,20250201,29,54412.25,2316,33880.78
3780,20250201,30,101206.73,4291,66286.81
3781,20250201,31,69143.73,2123,38724.67
3782,20250201,32,70555.48,2261,42292.11
3783,20250201,33,33042.02,1177,21231.49
3784,20250201,34,132878.97,4375,75407.28
3785,20250201,35,181427.79,4318,103134.13
3786,20250201,36,60399.2,1877,38814.24
3787,20250201,37,104166.74,2986,60097.61
3788,20250201,38,91079.49,4991,55338.87
3789,20250201,39,54830.89,1617,30563.38
3790,20250201,40,134569.71,7190,79265.65
3791,20250201,41,75969.64,2803,44339.83
3792,20250201,42,73480.06,2214,50159.64
3793,20250201,43,20458.9,675,13152.58
3794,20250201,44,83001.26,2547,52409.44
3795,20250201,45,99328.58,2697,66829.69
3796,20250201,46,15216.08,776,9640.95
3797,20250201,47,58394.55,1720,36455.13
3798,20250201,48,38277.36,1360,22522.48
3799,20250201,49,91890.06,3571,52074.06
3800,20250201,50,174224.9,10081,110001.93
3801,20250201,51,11185.12,251,7431.29
3802,20250201,52,69289.23,2541,41684.81
3803,20250201,53,29327.08,1251,18733.87
3804,20250201,54,87298.42,2418,56187.55
3805,20250201,55,50661.56,1282,33370.8
3806,20250201,56,58285.32,1775,32942.38
3807,20250201,57,79175.11,2501,51358.22
3808,20250201,58,15737.62,520,10033.58
3809,20250201,59,68015.62,2963,40211.22
3810,20250201,60,128277.1,4708,78612.11
3811,20250201,61,51028.56,1187,28131.04
3812,20250201,62,24925.63,1211,13849.39
3813,20250201,63,95707.5,4558,59173.72
3814,20250201,64,243179.62,13206,157970.99
3815,20250201,65,17380.47,402,9639.29
3816,20250201,66,98492.2,3274,56813.5
3817,20250201,67,197288.06,7670,112250.25
3818,20250201,68,63025.6,2990,38753.17
3819,20250201,69,63439.58,1934,37690.13
3820,20250201,70,69722.75,2124,42447.26
3821,20250201,71,21107.68,561,13837.65
3822,20250201,72,17579.0,997,10313.02
3823,20250201,73,57181.0,1490,34045.25
3824,20250201,74,44022.86,1037,25228.18
3825,20250201,75,108061.65,2411,69511.6
3826,20250201,76,26861.86,783,16314.81
3827,20250201,77,103516.52,2369,66708.22
3828,20250201,78,16513.11,663,11054.64
3829,20250201,79,78770.87,2756,47238.95
3830,20250201,80,43705.95,1404,29856.7
3831,20250201,81,31600.57,756,19826.13
3832,20250201,82,82732.7,3501,53833.97
3833,20250201,83,52898.62,1196,29444.19
3834,20250201,84,57502.35,3212,38241.91
3835,20250201,85,186232.71,4736,125316.8
3836,20250201,86,17387.2,1102,11025.45
3837,20250201,87,103807.45,2577,59209.37
3838,20250201,88,179443.54,5093,119912.0
3839,20250201,89,87532.36,3307,50708.47
3840,20250201,90,182948.67,4829,110439.44
3841,20250201,91,85655.1,2071,57131.27
3842,20250201,92,113650.74,5880,76216.18
3843,20250201,93,108948.97,7237,75685.46
3844,20250201,94,26684.32,698,15039.06
3845,20250201,95,117003.34,3382,66995.46
3846,20250201,96,11949.03,658,7108.68
3847,20250201,97,105554.08,2440,61615.88
3848,20250201,98,89232.24,3354,49299.42
3849,20250201,99,74679.47,3082,48622.16
3850,20250201,100,187916.34,8497,115341.54
3851,20250201,101,85120.7,2513,54717.31
3852,20250201,102,41906.32,2369,24695.96
3853,20250201,103,215026.21,10355,146198.57
3854,20250201,104,38514.87,1424,25454.24
3855,20250201,105,156055.24,5051,98488.18
3856,20250201,106,16741.63,608,9871.97
3857,20250201,107,73928.49,1880,42313.12
3858,20250201,108,59708.57,2270,35419.98
3859,20250201,109,105115.06,2620,64185.07
3860,20250201,110,57619.66,1460,34990.61
3861,20250201,111,92976.74,3916,55645.51
3862,20250201,112,204996.83,13437,121281.62
3863,20250201,113,79441.26,2615,50742.28
3864,20250201,114,56644.66,2006,32249.19
3865,20250201,115,26936.37,1277,15284.83
3866,20250201,116,213625.98,6186,146072.02
3867,20250201,117,227780.1,7864,135046.0
3868,20250201,118,16249.19,780,11231.5
3869,20250201,119,107616.86,2616,69166.34
3870,20250201,120,70321.78,2060,44083.74
3871,20250201,121,50319.69,1181,32003.1
3872,20250201,122,180781.44,10767,107222.02
3873,20250201,123,93667.29,2390,63514.67
3874,20250201,124,40594.55,1119,28335.82
3875,20250201,125,55910.56,3239,31831.26
3876,20250201,126,88541.93,5115,55563.91
3877,20250201,127,82470.95,1840,48727.53
3878,20250201,128,12332.05,619,8466.11
3879,20250201,129,131437.63,8339,74380.46
3880,20250201,130,161384.95,5145,94951.52
3881,20250201,131,21668.9,997,14565.88
