PromotionFactKey,DateKey,ProductKey,PromotionKey,PromoUnits,PromoRevenue
3389,20260513,227,56,23,4408.32
3390,20230124,86,41,25,212.22
3391,20260622,52,25,21,368.91
3392,20240118,269,25,29,377.39
3393,20250406,337,3,22,3589.94
3394,20250422,24,5,31,3006.24
3395,20260626,331,47,29,6580.5
3396,20240109,421,58,20,1381.72
3397,20230605,795,60,24,4556.9
3398,20231103,423,28,28,585.19
3399,20250210,84,31,34,2358.73
3400,20230426,551,49,22,505.46
3401,20230930,658,33,28,5576.05
3402,20241116,629,24,34,6081.76
3403,20250318,716,2,19,1609.95
3404,20240302,242,57,28,3633.91
3405,20230826,642,44,18,1301.08
3406,20230527,123,19,27,2440.54
3407,20230520,526,41,28,350.69
3408,20240816,745,58,28,5045.77
3409,20240406,161,6,24,2877.4
3410,20230329,155,47,22,2945.89
3411,20231206,446,36,27,942.81
3412,20241201,64,36,23,4048.58
3413,20250527,738,40,19,3104.8
3414,20250615,439,44,20,5416.97
3415,20230112,94,37,16,160.53
3416,20240125,177,11,37,2236.99
3417,20250908,420,14,29,3325.62
3418,20260424,387,56,25,1082.06
3419,20230926,597,9,21,146.75
3420,20240115,594,3,20,1068.19
3421,20241030,372,30,24,175.66
3422,20240724,715,37,21,3045.04
3423,20250406,278,33,21,3859.52
3424,20230316,376,4,25,5416.99
3425,20240208,46,57,24,6141.38
3426,20231108,776,16,23,1966.56
3427,20230811,602,50,30,1519.57
3428,20230330,120,47,28,4182.46
3429,20240413,122,24,24,3813.82
3430,20260623,584,9,20,3817.4
3431,20251024,654,59,35,5926.14
3432,20241022,635,18,25,865.2
3433,20250126,377,13,28,5504.78
3434,20230104,396,12,30,3705.57
3435,20251219,714,12,22,485.94
3436,20251019,239,56,24,2793.29
3437,20241119,800,22,32,2761.88
3438,20240130,545,4,26,514.27
3439,20260207,470,6,23,2535.71
3440,20240709,537,43,26,2733.08
3441,20250104,284,34,27,268.2
3442,20251222,583,11,28,4262.23
3443,20230804,412,24,23,1093.71
3444,20250626,291,18,25,2882.06
3445,20251105,22,43,29,2556.77
3446,20250828,630,20,30,9082.59
3447,20250103,427,57,28,8807.16
3448,20251003,279,60,30,7190.13
3449,20230623,398,11,17,1002.88
3450,20260318,484,41,26,283.67
3451,20250607,472,7,30,723.28
3452,20260504,719,55,21,1428.29
3453,20240803,363,16,29,3001.96
3454,20240403,628,46,32,2817.27
3455,20230619,279,42,28,5845.95
3456,20241016,440,36,33,2768.95
3457,20240608,296,32,34,2499.71
3458,20260512,727,22,23,428.18
3459,20231104,523,38,27,2894.85
3460,20251124,513,30,29,4537.22
3461,20241027,519,2,25,1174.84
3462,20250725,660,25,26,246.74
3463,20250330,613,60,31,1154.53
3464,20240917,382,50,24,727.14
3465,20260629,139,51,23,5160.59
3466,20231208,651,50,26,1056.29
3467,20251013,705,51,22,3090.08
3468,20251125,415,32,19,1361.36
3469,20230606,527,4,17,1121.39
3470,20250211,340,23,27,5779.51
3471,20241002,698,59,22,1721.02
3472,20260110,231,49,23,2531.04
3473,20230726,332,26,30,2860.27
3474,20241018,670,48,31,6349.59
3475,20250622,587,15,20,3672.79
3476,20260504,240,22,20,604.09
3477,20250418,92,38,20,3431.35
3478,20260323,338,32,27,4943.17
3479,20240227,526,32,18,271.93
3480,20260403,102,26,24,4868.08
3481,20230602,756,54,23,6356.49
3482,20230529,564,2,15,1860.3
3483,20260518,352,18,29,5108.79
3484,20250527,493,27,19,1363.83
3485,20230820,318,11,21,718.79
3486,20230902,605,11,28,3766.83
3487,20231109,236,59,23,6621.93
3488,20231215,535,39,30,3020.69
3489,20250223,793,42,22,2118.69
3490,20260221,418,55,25,5466.98
3491,20250807,800,37,32,3778.71
3492,20240504,486,57,24,3706.27
3493,20230515,385,53,29,2209.26
3494,20250923,740,38,25,4229.63
3495,20230716,443,24,32,9896.35
3496,20230902,397,9,27,2540.66
3497,20231118,675,22,42,8117.25
3498,20250413,589,13,22,1671.62
3499,20250417,57,14,33,637.71
3500,20260515,364,25,24,1157.15
3501,20240718,364,50,24,828.53
3502,20230720,592,44,22,3035.21
3503,20251222,583,35,36,4065.6
3504,20241105,494,58,23,7325.01
3505,20250407,263,1,33,1852.29
3506,20251206,83,8,27,219.78
3507,20251229,521,12,37,7126.32
3508,20251031,550,54,26,3702.98
3509,20230119,601,36,20,257.8
3510,20230623,719,46,20,1097.62
3511,20231112,197,52,17,1989.03
3512,20231228,480,50,19,4812.31
3513,20250410,227,14,28,7652.6
3514,20250318,228,17,23,3689.5
3515,20260429,73,42,23,3548.61
3516,20230624,410,18,28,1708.7
3517,20240721,363,20,28,2828.6
3518,20250725,187,2,24,5346.74
3519,20250328,790,23,28,2734.04
3520,20250316,2,11,21,1903.06
3521,20260514,97,14,31,8737.74
3522,20230704,291,50,23,2438.39
3523,20260329,341,53,26,1242.6
3524,20230216,438,12,33,998.27
3525,20240216,190,1,24,709.38
3526,20250424,194,19,31,7167.25
3527,20251123,316,34,25,3794.2
3528,20240917,324,51,31,3819.4
3529,20230913,22,29,26,2048.24
3530,20230811,575,25,32,5219.48
3531,20250202,284,36,19,223.63
3532,20230328,71,6,30,1446.55
3533,20260530,555,28,27,2439.44
3534,20230514,518,4,30,935.23
3535,20250811,12,17,29,5795.86
3536,20230108,159,47,20,2205.14
3537,20240831,580,3,27,4370.71
3538,20230415,197,39,22,1956.27
3539,20230828,497,14,24,6985.5
3540,20250202,110,9,32,5735.47
3541,20250926,323,11,24,4421.83
3542,20260513,250,27,29,5090.71
3543,20250209,749,57,29,4444.65
3544,20230622,487,47,33,940.79
3545,20240809,684,1,16,1491.49
3546,20250402,633,15,29,1122.01
3547,20241127,148,20,24,563.9
3548,20260119,208,48,25,4355.23
3549,20240204,418,31,20,4425.48
3550,20231102,135,57,32,999.37
3551,20260205,154,18,23,3830.52
3552,20250418,575,36,27,3905.78
3553,20231105,53,16,26,6512.05
3554,20250822,780,55,27,1953.26
3555,20241021,301,30,26,3853.81
3556,20241222,739,23,25,5179.59
3557,20230129,484,16,29,408.01
3558,20241212,84,1,25,1187.06
3559,20251030,146,5,16,2304.5
3560,20241119,47,27,32,5675.61
3561,20260409,798,29,25,2439.52
3562,20250902,718,23,26,4678.56
3563,20241121,433,12,33,1484.86
3564,20230210,433,32,28,1457.91
3565,20260617,441,47,22,5868.98
3566,20260606,251,45,34,7219.04
3567,20240524,652,26,20,2583.28
3568,20241016,491,52,27,3520.21
3569,20240831,518,46,24,693.49
3570,20250520,428,20,20,6939.82
3571,20230818,301,17,27,4961.74
3572,20230625,47,54,28,4434.75
3573,20260507,332,6,21,1511.86
3574,20260320,110,60,26,5978.82
3575,20230603,673,58,33,11711.03
3576,20250609,189,10,26,4189.73
3577,20231112,103,55,19,2983.64
3578,20260126,411,8,25,1045.06
3579,20240415,266,16,17,4034.99
3580,20241003,613,11,19,730.42
3581,20230516,175,45,22,4040.52
3582,20260606,177,16,25,1656.64
3583,20230605,287,8,26,4163.99
3584,20260515,573,8,31,2921.67
3585,20231115,91,51,22,2469.33
3586,20240705,490,1,29,1565.03
3587,20250316,68,34,28,310.7
3588,20250519,400,43,26,3910.96
3589,20260121,724,49,26,3135.44
3590,20251016,395,51,28,6241.44
3591,20231024,405,20,33,6908.53
3592,20240127,26,29,21,5634.93
3593,20260511,549,26,22,2017.84
3594,20230516,509,50,21,1126.92
3595,20250914,196,60,17,1092.86
3596,20230414,555,2,17,1670.67
3597,20241010,181,22,20,4253.48
3598,20230127,457,27,33,1566.48
3599,20260225,37,13,26,9191.26
3600,20250716,454,8,32,6679.1
3601,20260521,402,39,27,344.46
3602,20230505,42,7,26,4993.65
3603,20250811,778,43,23,4781.62
3604,20240913,411,53,27,1553.88
3605,20230427,474,22,31,5507.13
3606,20230626,651,5,20,1046.05
3607,20260304,275,34,30,652.54
3608,20240313,300,43,29,2283.78
3609,20230107,521,42,22,4036.32
3610,20251203,273,20,33,5184.04
3611,20250424,762,29,28,5821.97
3612,20240714,584,30,23,4278.34
3613,20230310,462,37,31,5820.18
3614,20230208,721,8,27,4339.12
3615,20240919,253,17,20,6639.66
3616,20230521,610,35,34,671.12
3617,20230608,391,50,23,877.62
3618,20250405,188,59,28,5860.69
3619,20230519,426,28,26,1712.95
3620,20251025,164,22,25,6413.75
3621,20240829,633,19,25,1059.5
3622,20250510,305,17,34,4736.99
3623,20250506,415,24,28,1931.04
3624,20240826,492,42,23,1637.6
3625,20230326,218,26,18,2733.35
3626,20231216,251,30,27,5808.57
3627,20250306,658,25,38,8758.47
3628,20251126,462,16,29,5841.36
3629,20240209,15,17,22,3009.27
3630,20250111,740,26,31,5815.95
3631,20231205,551,18,26,668.67
3632,20230330,200,39,23,3322.13
3633,20231210,634,10,26,2692.73
3634,20250919,780,9,26,1276.27
3635,20240107,613,9,28,812.79
3636,20260429,678,42,27,2530.36
3637,20250116,556,48,25,7623.62
3638,20230124,59,54,18,903.57
3639,20230221,236,12,34,9543.24
3640,20260421,60,45,27,1137.08
3641,20250606,724,28,29,4828.35
3642,20240607,35,28,26,336.53
3643,20231006,178,17,23,4219.15
3644,20230118,603,39,29,3900.28
3645,20230601,284,54,30,335.85
3646,20240331,774,36,26,1922.72
3647,20240126,651,19,25,1254.64
3648,20250628,516,14,17,1206.73
3649,20230927,241,21,27,7174.85
3650,20230317,602,30,26,1356.8
3651,20250503,97,4,28,6819.02
3652,20250614,193,47,32,4378.53
3653,20250324,118,18,33,8762.02
3654,20240521,759,23,24,4559.78
3655,20230602,101,57,21,5105.88
3656,20250921,488,14,33,7333.79
3657,20231019,113,17,14,1267.22
3658,20250514,724,39,22,2703.56
3659,20230116,266,40,23,4364.9
3660,20250926,522,55,25,2413.44
3661,20250702,539,28,22,5054.55
3662,20230527,430,3,28,1554.98
3663,20260618,195,43,22,4142.43
3664,20250928,624,60,32,559.61
3665,20241207,206,53,30,964.9
3666,20250128,306,6,28,4432.59
3667,20250914,250,15,18,2700.88
3668,20250320,208,13,23,3872.66
3669,20251222,398,59,24,1286.66
3670,20240720,711,46,28,1871.35
3671,20250417,603,13,13,2570.65
3672,20260116,304,22,26,1164.38
3673,20251114,512,1,25,1050.31
3674,20230824,556,6,29,5842.96
3675,20230910,696,26,26,3693.38
3676,20240903,344,17,25,2049.91
3677,20230923,697,53,34,6143.17
3678,20230813,162,24,31,1111.27
3679,20230215,799,32,26,3826.86
3680,20241201,635,1,26,892.86
3681,20230310,139,11,16,5103.16
3682,20250423,743,58,28,8059.64
3683,20250217,539,2,23,5747.84
3684,20231231,652,41,21,2449.5
3685,20260119,656,57,35,6998.93
3686,20231001,325,38,30,4747.43
3687,20230607,431,10,30,639.51
3688,20260504,631,22,24,3983.09
3689,20260331,694,44,17,864.22
3690,20230628,385,39,28,1414.85
3691,20230618,235,42,34,8408.72
3692,20250429,440,16,27,2806.52
3693,20240216,364,12,34,1455.84
3694,20250228,241,6,28,5163.92
3695,20240610,385,5,29,1905.74
3696,20241118,410,33,23,1557.6
3697,20241108,370,53,21,4907.78
3698,20251101,215,14,27,4529.91
3699,20230427,416,51,26,1960.57
3700,20240831,275,48,32,1002.66
3701,20240613,277,49,29,5163.37
3702,20230805,762,36,16,3282.3
3703,20241108,614,57,38,311.41
3704,20231031,405,33,34,5735.84
3705,20250105,272,39,25,973.18
3706,20251012,122,25,24,3855.57
3707,20250521,172,36,25,1093.34
3708,20240123,746,5,24,7240.91
3709,20240930,691,55,28,4165.68
3710,20250217,444,1,28,4879.94
3711,20230609,271,49,24,2522.21
3712,20240613,353,14,24,5155.68
3713,20240929,406,57,23,3071.42
3714,20250113,331,4,24,5514.26
3715,20250626,126,56,26,2030.83
3716,20230517,101,13,21,5848.8
3717,20260116,246,35,23,4119.64
3718,20240917,524,5,23,2305.84
3719,20241006,26,19,25,6600.48
3720,20240919,728,54,21,353.16
3721,20230130,45,9,26,4411.33
3722,20260524,387,48,28,1657.82
3723,20240922,58,11,32,846.33
3724,20240806,763,45,32,6744.25
3725,20250626,684,27,14,1595.75
3726,20260524,459,27,32,1049.51
3727,20240604,316,28,29,5646.65
3728,20230529,365,40,29,6301.89
3729,20250820,196,10,26,1623.79
3730,20250506,368,3,24,1684.9
3731,20260611,295,44,32,5367.93
3732,20230429,640,34,21,1974.45
3733,20250313,377,12,26,4356.06
3734,20250216,540,6,20,3903.53
3735,20251218,653,7,29,4757.42
3736,20230127,252,2,25,565.28
3737,20251104,131,26,33,634.9
3738,20230429,735,33,21,1839.67
3739,20240615,611,24,35,3440.89
3740,20250910,777,15,24,1876.28
3741,20230304,585,50,22,2137.07
3742,20231226,492,23,25,2109.16
3743,20230815,427,20,20,7414.19
3744,20240809,397,3,30,2571.62
3745,20241006,571,11,28,7456.92
3746,20240615,311,38,31,7901.08
3747,20260429,754,18,27,7137.48
3748,20230610,380,50,27,3849.5
3749,20251011,477,52,32,6285.31
3750,20240514,101,2,31,8653.88
3751,20240825,353,34,27,3862.62
3752,20260111,110,40,29,6032.39
3753,20230903,47,60,22,4011.34
3754,20250923,528,19,26,6985.85
3755,20250316,545,38,23,398.56
3756,20250204,616,24,28,6399.37
3757,20240120,392,10,29,3384.48
3758,20260511,500,51,26,6012.43
3759,20241202,455,16,23,733.29
3760,20240924,141,7,23,4025.33
3761,20230307,278,19,27,5079.72
3762,20251205,176,52,30,3607.94
3763,20250929,543,26,29,3732.34
3764,20240808,82,51,31,5442.17
3765,20240602,750,29,28,473.12
3766,20230803,472,60,29,722.45
3767,20240207,726,58,35,8051.73
3768,20250210,318,32,26,912.36
3769,20240701,44,47,26,3874.6
3770,20250803,79,12,22,4110.63
3771,20260205,735,39,26,1868.46
3772,20240903,410,49,21,1144.86
3773,20240124,665,27,35,11159.8
3774,20231014,108,26,23,441.6
3775,20260209,53,24,22,4960.98
3776,20241212,778,2,35,7554.9
3777,20241008,87,31,34,6510.75
3778,20230917,714,11,23,573.43
3779,20230930,64,9,27,4056.22
3780,20230821,604,52,27,2196.71
3781,20250928,264,53,24,217.81
3782,20230921,795,57,33,5869.77
3783,20230531,699,31,26,1607.41
3784,20241011,532,31,18,5543.02
3785,20241225,659,30,28,2841.67
3786,20241025,224,38,40,5800.79
3787,20250910,208,28,31,4809.81
3788,20240926,167,26,37,6847.34
3789,20251025,636,20,26,3244.17
3790,20251130,83,41,18,160.83
3791,20230901,162,34,31,840.89
3792,20250620,665,32,29,10059.45
3793,20240402,118,5,18,5658.32
3794,20260525,776,30,23,1320.37
3795,20241220,438,36,31,936.5
3796,20240505,472,35,29,553.25
3797,20230202,546,50,24,933.34
3798,20260507,759,29,23,3918.64
3799,20241207,439,4,16,4530.05
3800,20240115,766,54,28,4125.22
3801,20250517,170,32,22,6325.17
3802,20240704,294,12,29,7797.6
3803,20231113,122,43,16,2585.85
3804,20250817,314,55,24,5361.77
3805,20240709,47,55,28,5864.5
3806,20250920,696,54,32,4064.45
3807,20250823,504,45,27,400.7
3808,20250320,184,33,24,5271.79
3809,20240330,253,9,22,6044.72
3810,20260130,787,17,24,4060.04
3811,20250502,155,56,27,2971.26
3812,20230807,359,56,28,2874.98
3813,20240529,74,17,22,2343.81
3814,20230725,268,26,25,1479.41
3815,20251105,438,10,15,482.04
3816,20250808,756,60,24,7635.83
3817,20250926,443,27,19,5611.47
3818,20231114,106,44,32,1979.78
3819,20260123,235,55,28,9131.32
3820,20230310,267,5,32,3487.57
3821,20260111,531,16,31,529.83
3822,20230101,431,31,16,408.07
3823,20230412,767,42,19,400.44
3824,20240809,572,30,32,1884.71
3825,20250126,578,58,20,5528.38
3826,20230423,400,22,28,3133.66
3827,20250528,635,34,25,831.77
3828,20250102,182,33,31,3593.11
3829,20230304,192,44,23,2526.32
3830,20231220,418,48,28,5918.26
3831,20250923,698,49,26,1552.99
3832,20250209,529,31,20,1387.49
3833,20230709,29,10,28,3742.38
3834,20250608,700,30,23,2244.84
3835,20240920,515,27,26,2610.64
3836,20231127,426,8,27,1437.78
3837,20240514,21,49,26,4197.77
3838,20230903,52,7,25,412.76
3839,20240712,290,12,34,8106.47
3840,20230808,91,29,32,4578.57
3841,20250222,663,21,19,4940.38
3842,20240726,406,31,25,4142.21
3843,20230701,386,26,30,4331.68
3844,20230302,435,42,31,4955.73
3845,20241112,539,28,24,5514.05
3846,20260404,51,57,24,1458.78
3847,20251103,249,16,23,778.43
3848,20260503,172,4,22,1053.52
3849,20260109,754,50,29,7050.05
3850,20260128,568,22,38,651.41
3851,20250714,453,53,31,4378.05
3852,20250613,107,11,17,1308.9
3853,20240417,414,45,23,2734.85
3854,20231119,589,29,26,1704.09
3855,20230713,155,16,26,3988.22
3856,20240204,723,12,12,3479.52
3857,20251017,200,14,16,3664.72
3858,20251121,233,42,34,3509.29
3859,20231015,563,32,34,1194.54
3860,20250904,213,33,24,4308.17
3861,20260520,42,46,32,5886.34
3862,20230725,68,13,29,448.03
3863,20230221,13,28,31,2420.61
3864,20250907,316,30,28,4188.02
3865,20230105,724,21,21,3737.37
3866,20230726,430,37,31,2556.85
3867,20230219,224,58,32,5493.93
3868,20260215,549,20,22,2293.24
3869,20231130,53,17,25,5212.27
3870,20260628,127,53,25,5867.02
3871,20250612,191,46,27,6674.98
3872,20230417,420,57,26,2413.36
3873,20240227,492,13,26,2280.42
3874,20260430,662,34,33,2933.78
3875,20251110,244,22,24,5338.4
3876,20240223,558,58,28,5657.45
3877,20251125,707,41,24,3835.43
3878,20260617,291,31,29,4846.85
3879,20230620,144,39,32,4708.04
3880,20230122,447,16,24,1309.46
3881,20250227,485,30,30,2302.43
3882,20231028,773,37,26,1081.74
3883,20230318,485,14,28,3274.23
3884,20230419,712,3,28,1893.03
3885,20241004,717,56,25,613.9
3886,20240808,179,26,24,759.98
3887,20251121,33,33,33,3499.13
3888,20250827,685,41,25,2507.2
3889,20250203,741,11,21,3715.34
3890,20230129,438,57,33,1022.62
3891,20240525,437,52,27,1993.73
3892,20231118,537,27,27,2665.06
3893,20250326,466,18,17,3460.95
3894,20250106,633,21,21,1032.86
3895,20260624,476,21,23,4614.0
3896,20250415,223,45,24,4201.36
3897,20250629,332,50,28,2026.02
3898,20260625,530,44,18,3321.42
3899,20240419,666,60,30,5363.73
3900,20250207,167,18,26,3970.83
3901,20230225,139,36,27,7619.13
3902,20250307,9,32,29,5652.84
3903,20240424,327,59,30,716.05
3904,20230829,311,3,20,4131.33
3905,20260218,563,11,28,959.55
3906,20251002,659,31,28,4348.27
3907,20251205,413,30,24,1455.61
3908,20240402,798,21,22,2451.4
3909,20250810,380,8,25,3863.87
3910,20250223,697,21,27,4686.12
3911,20240109,800,12,28,2867.34
3912,20250912,556,30,22,4589.83
3913,20231107,607,23,31,4696.69
3914,20240713,533,45,25,2565.35
3915,20240522,652,59,28,3492.04
3916,20250723,598,58,25,2337.32
3917,20241125,382,38,31,1116.01
3918,20260430,610,40,34,792.75
3919,20250117,565,16,22,815.89
3920,20250731,769,16,20,1701.65
3921,20231221,254,12,24,1611.97
3922,20230829,556,7,35,9303.19
3923,20230108,635,27,25,1049.74
3924,20241211,468,54,35,8692.51
3925,20240309,250,42,20,3144.1
3926,20251210,117,52,32,1649.45
3927,20240428,106,7,28,1752.5
3928,20231013,37,21,25,8705.08
3929,20251229,31,39,24,3975.04
3930,20230520,644,46,19,6263.09
3931,20231108,417,9,31,4745.08
3932,20241005,575,14,23,4216.49
3933,20230708,491,36,32,3967.54
3934,20240206,157,58,27,386.67
3935,20230311,291,28,19,2701.57
3936,20240811,759,40,29,4828.45
3937,20250602,738,28,26,4644.44
3938,20250615,798,41,27,2497.12
3939,20251213,337,13,28,6905.35
3940,20240507,349,20,25,6700.77
3941,20240625,502,2,28,8716.39
3942,20250606,57,26,19,308.2
3943,20231006,118,32,30,10513.94
3944,20240921,89,31,29,2282.52
3945,20260105,443,56,22,5421.47
3946,20240826,254,25,21,1588.22
3947,20241004,302,4,16,1228.71
3948,20241212,666,41,36,5646.87
3949,20240126,419,9,31,3885.37
3950,20230130,11,22,26,880.08
3951,20250412,214,42,32,6960.04
3952,20230222,369,47,29,2267.62
3953,20240709,350,30,28,3351.79
3954,20260313,438,24,23,774.96
3955,20241010,194,30,30,5784.76
3956,20230627,680,7,26,5531.96
3957,20250606,43,40,28,2793.13
3958,20240101,606,36,31,1239.22
3959,20230118,12,46,38,7474.66
3960,20241126,552,20,26,4906.33
3961,20260329,655,36,22,1150.22
3962,20231025,305,52,14,1989.02
3963,20240422,469,19,25,2965.17
3964,20231101,443,52,30,8747.35
3965,20240901,439,47,22,6151.63
3966,20230616,458,26,21,1915.92
3967,20230907,657,10,25,4076.02
3968,20260403,389,8,25,225.59
3969,20240227,479,33,21,3818.81
3970,20251029,204,23,25,2859.48
3971,20240523,675,13,26,6996.17
3972,20260107,785,9,26,4451.56
3973,20251211,610,11,23,611.94
3974,20231219,370,38,25,4651.71
3975,20240806,565,27,23,733.39
3976,20260530,459,18,26,702.82
3977,20231222,370,47,30,6292.63
3978,20260225,320,22,25,3186.2
3979,20230429,441,59,23,5827.81
3980,20250722,86,50,30,214.02
3981,20260101,482,38,18,945.16
3982,20240820,121,18,20,3866.73
3983,20240403,625,3,18,4212.55
3984,20250216,27,37,32,3022.21
3985,20241218,605,56,22,2327.22
3986,20260430,330,23,27,6481.01
3987,20240507,603,49,26,3431.49
3988,20240105,380,35,31,4590.64
3989,20251129,338,5,29,4762.24
3990,20260414,35,28,26,336.53
3991,20240607,653,35,29,3764.52
3992,20250214,219,11,23,413.07
3993,20230909,536,21,35,6930.84
3994,20241214,111,18,18,3617.13
3995,20250718,573,5,31,3469.77
3996,20240530,254,7,25,1776.97
3997,20240327,318,12,17,515.52
3998,20241214,252,14,28,681.26
3999,20250121,477,2,25,5499.65
4000,20240824,10,14,23,1131.46
4001,20240405,177,24,26,1551.18
4002,20251119,151,16,24,9922.19
4003,20230628,167,49,26,3547.36
4004,20260206,772,11,22,5000.98
4005,20251224,571,28,26,6633.34
4006,20230522,447,41,20,846.2
4007,20260608,610,20,27,768.38
4008,20260515,759,56,30,4481.77
4009,20230529,287,46,18,3343.11
4010,20250107,416,30,24,1893.14
4011,20250113,337,58,33,7865.91
4012,20250927,180,9,26,409.83
4013,20241019,538,47,27,1860.53
4014,20230206,552,9,21,2797.53
4015,20230228,154,24,19,4020.23
4016,20230319,484,25,27,345.75
4017,20231202,218,30,16,1899.71
4018,20230319,242,42,29,3499.84
4019,20260125,381,58,30,6917.55
4020,20241025,401,3,23,2490.44
4021,20241211,57,34,24,308.86
4022,20230106,506,5,21,794.33
4023,20260308,462,17,31,5197.81
4024,20240122,630,15,25,5699.98
4025,20251028,702,45,28,4413.55
4026,20230603,644,50,30,7866.32
4027,20250929,196,56,20,1043.55
4028,20260302,354,31,21,4648.53
4029,20240709,754,4,25,8243.1
4030,20230520,574,30,26,4665.21
4031,20260317,264,15,25,171.44
4032,20230120,672,19,18,1409.52
4033,20251208,248,21,25,4900.06
4034,20250522,165,60,30,5399.8
4035,20240118,648,52,28,735.41
4036,20230920,359,35,20,1937.55
4037,20230427,409,2,28,5342.51
4038,20230528,151,50,26,7005.13
4039,20230127,450,48,21,6799.54
4040,20260623,75,21,22,2205.57
4041,20241225,583,15,29,3555.94
4042,20240202,716,25,21,1703.57
4043,20260119,800,25,26,2998.05
4044,20230428,278,10,39,7826.54
4045,20250831,462,4,28,4985.13
4046,20240521,652,46,20,2464.66
4047,20250626,470,6,16,1763.97
4048,20250918,126,4,29,2790.81
4049,20240923,716,47,28,2178.49
4050,20230607,791,15,31,4750.32
4051,20240216,179,40,26,766.6
4052,20240612,404,10,36,7047.53
4053,20250125,791,46,27,4612.16
4054,20241106,13,53,31,2693.61
4055,20241009,640,49,29,2533.74
4056,20240422,321,6,22,4960.45
4057,20240805,306,8,42,7244.14
4058,20240420,346,5,22,4715.86
4059,20260127,793,59,30,3111.04
4060,20230729,258,57,19,432.79
4061,20240917,278,14,27,6455.05
4062,20251123,625,2,28,9926.48
4063,20240515,686,55,24,4309.66
4064,20231118,142,31,28,6800.8
4065,20240730,474,2,20,4958.19
4066,20250206,691,43,23,3085.9
4067,20251116,99,6,20,4307.51
4068,20230802,347,12,20,865.82
4069,20250311,24,4,21,2145.49
4070,20260430,545,49,23,325.84
4071,20230306,615,35,28,1866.58
4072,20230608,258,48,23,620.92
4073,20260411,39,55,33,2602.07
4074,20250214,583,38,24,3100.73
4075,20260417,462,55,37,7567.05
4076,20240927,545,3,33,463.46
4077,20250330,564,12,23,2425.25
4078,20250210,477,48,39,8856.21
4079,20230610,695,3,21,2641.72
4080,20251111,45,19,28,5551.25
4081,20230308,614,38,27,206.92
4082,20230105,384,36,29,1121.87
4083,20231014,709,45,23,496.49
4084,20230417,762,22,29,5020.88
4085,20250917,172,36,17,743.47
4086,20260305,716,7,20,1524.82
4087,20251021,20,19,23,929.44
4088,20250127,555,48,27,2739.02
4089,20260224,74,38,29,2874.11
4090,20251211,552,31,25,4966.48
4091,20231004,202,17,26,5738.3
4092,20240328,203,36,29,7650.25
4093,20250208,646,50,27,3253.48
4094,20260225,766,6,27,3359.36
4095,20250806,104,40,38,4397.07
4096,20251019,268,37,24,1541.6
4097,20240925,785,18,26,4578.95
4098,20250913,246,33,26,5410.55
4099,20251022,127,23,27,5943.92
4100,20241228,616,60,19,4263.19
4101,20240412,257,4,18,2228.72
4102,20260507,398,17,24,1291.76
4103,20250713,172,56,30,1166.03
4104,20260205,120,22,17,1981.78
4105,20240205,127,41,29,5426.2
4106,20230407,207,21,30,9911.52
4107,20260203,129,38,30,6061.18
4108,20240828,665,34,26,6568.74
4109,20250530,315,3,31,5261.58
4110,20230529,24,40,20,1848.36
4111,20250902,763,38,28,6896.13
4112,20250314,699,35,25,1018.31
4113,20250401,625,34,34,8637.48
4114,20240712,115,20,29,6674.73
4115,20260120,269,2,32,434.97
4116,20230627,130,1,32,2227.79
4117,20250705,566,20,22,1652.45
4118,20230722,46,57,25,6397.27
4119,20230301,774,1,26,1674.88
4120,20230223,382,38,29,1044.01
4121,20251224,285,29,23,3520.22
4122,20250409,580,23,18,4235.95
4123,20230822,780,28,23,1432.35
4124,20260324,744,51,25,1450.35
4125,20230613,476,34,28,4095.89
4126,20230408,35,47,31,400.75
4127,20240218,46,49,21,4108.47
4128,20240910,453,26,19,2369.06
4129,20240503,185,23,36,4145.54
4130,20251021,178,54,33,5583.61
4131,20250102,204,34,18,1537.32
4132,20250211,177,9,25,1141.32
4133,20260516,351,6,29,5989.74
4134,20250822,202,56,28,5325.94
4135,20230226,733,27,30,5140.96
4136,20230102,180,59,22,417.35
4137,20251206,239,56,21,2444.13
4138,20250721,247,33,28,2334.28
4139,20240316,640,49,25,2184.26
4140,20260201,89,56,18,989.3
4141,20241022,431,2,21,495.62
4142,20230216,235,40,28,7190.79
4143,20250315,742,49,25,3217.44
4144,20240210,317,13,16,3478.13
4145,20260508,8,60,27,4604.45
4146,20250729,212,7,26,357.99
4147,20230506,206,52,26,729.83
4148,20260322,124,3,22,142.2
4149,20231208,376,58,21,4719.42
4150,20230927,729,6,27,5706.77
4151,20260103,515,38,23,2079.94
4152,20230118,59,27,29,1630.2
4153,20260605,134,44,26,6013.77
4154,20250702,554,6,29,1027.16
4155,20240103,779,28,25,2692.65
4156,20251208,399,57,32,1264.52
4157,20240224,100,49,41,1509.8
4158,20250130,98,60,26,6631.36
4159,20240823,600,48,25,1490.5
4160,20250116,11,56,24,855.48
4161,20260521,508,27,35,9862.43
4162,20260304,107,35,30,1713.65
4163,20260526,439,18,37,8398.76
4164,20240513,601,44,24,324.05
4165,20230920,781,45,22,672.69
4166,20251018,272,12,29,1414.46
4167,20230919,273,30,26,2810.03
4168,20251005,421,14,21,1618.94
4169,20260421,408,8,35,1685.68
4170,20230615,4,26,37,8108.9
