AdvertisingKey,DateKey,ProductKey,CampaignType,Impressions,Clicks,AdSpend,AdSales
7497,20250707,180,DSP,5567,33,55.09,272.4
7498,20251104,387,Sponsored Brands,2032,17,18.34,61.83
7499,20250125,789,Sponsored Products,196,1,0.68,1.77
7500,20250223,800,Sponsored Products,367,5,6.73,35.37
7501,20231206,662,Sponsored Brands,1132,9,15.89,88.96
7502,20241208,503,Sponsored Brands,705,13,8.07,22.63
7503,20250714,528,Sponsored Products,900,2,3.2,11.66
7504,20250124,740,Sponsored Display,2178,41,46.81,204.16
7505,20240423,554,Sponsored Products,2030,21,21.65,128.06
7506,20240212,615,Sponsored Products,1526,10,13.13,53.61
7507,20250313,784,Sponsored Products,2088,15,22.47,116.59
7508,20250816,744,Sponsored Products,2035,8,12.59,57.85
7509,20250815,479,DSP,129,0,0.0,0.0
7510,20250425,129,Sponsored Products,739,3,5.39,27.82
7511,20230622,730,Sponsored Products,1768,22,20.77,110.02
7512,20240418,316,Sponsored Products,3028,50,42.37,261.41
7513,20250303,254,Sponsored Brands,674,3,4.63,27.43
7514,20240704,213,Sponsored Brands,1009,4,5.82,33.2
7515,20260629,468,Sponsored Products,1192,15,24.86,118.24
7516,20260514,271,Sponsored Products,910,15,13.42,50.62
7517,20250604,42,Sponsored Products,1053,11,16.56,97.9
7518,20230916,144,Sponsored Brands,674,7,8.07,13.83
7519,20251007,403,Sponsored Display,783,11,19.48,63.07
7520,20260607,115,Sponsored Products,444,3,1.29,6.02
7521,20251231,53,Sponsored Brands,374,7,5.2,30.89
7522,20230205,421,Sponsored Products,2163,22,30.19,111.23
7523,20230327,318,Sponsored Products,2099,37,53.41,231.35
7524,20230510,435,Sponsored Brands,529,8,7.37,14.09
7525,20240121,237,Sponsored Display,120,1,0.96,3.98
7526,20240605,723,Sponsored Products,1403,5,2.69,7.81
7527,20260508,777,Sponsored Products,3575,60,62.71,127.59
7528,20230318,238,Sponsored Brands,2582,26,35.12,69.91
7529,20260412,735,DSP,1226,14,12.89,57.55
7530,20230926,41,Sponsored Products,1504,5,4.73,19.88
7531,20230630,187,Sponsored Display,993,10,15.09,48.19
7532,20241126,428,Sponsored Products,1520,12,12.63,20.72
7533,20241127,493,Sponsored Products,6034,58,29.37,148.4
7534,20230618,309,Sponsored Display,334,3,5.01,15.86
7535,20231219,574,Sponsored Products,3015,22,37.98,127.75
7536,20240505,323,Sponsored Display,1547,10,9.93,25.81
7537,20240728,675,Sponsored Display,1306,14,19.18,66.62
7538,20230104,606,Sponsored Brands,4023,62,111.16,503.8
7539,20240109,574,Sponsored Products,1229,10,15.81,32.63
7540,20250815,216,Sponsored Products,1097,7,7.05,33.05
7541,20230204,67,Sponsored Products,3288,36,51.51,162.82
7542,20231010,776,Sponsored Products,1975,19,25.72,106.49
7543,20260409,767,Sponsored Brands,385,5,3.84,15.86
7544,20240412,664,DSP,1056,4,3.85,13.45
7545,20260309,275,Sponsored Products,2680,50,63.63,243.84
7546,20241220,519,DSP,3170,23,13.66,75.69
7547,20230205,38,Sponsored Products,4444,80,48.24,302.49
7548,20240507,558,Sponsored Products,1982,39,30.93,156.51
7549,20250920,382,Sponsored Brands,6786,53,51.15,113.8
7550,20231020,533,Sponsored Products,2018,15,18.17,70.16
7551,20251216,789,Sponsored Products,3777,28,33.03,90.62
7552,20250121,151,Sponsored Products,916,12,12.15,22.59
7553,20231004,351,Sponsored Products,993,15,9.82,52.18
7554,20240526,476,Sponsored Brands,2510,38,38.86,166.94
7555,20250906,573,Sponsored Brands,2293,39,45.57,85.75
7556,20231115,256,Sponsored Products,868,7,8.46,15.9
7557,20250722,621,Sponsored Products,576,9,4.73,19.68
7558,20230111,623,Sponsored Brands,579,10,6.45,25.81
7559,20250213,5,Sponsored Products,2927,50,21.83,54.77
7560,20250726,296,Sponsored Brands,831,11,12.3,28.81
7561,20260228,799,Sponsored Display,5756,97,158.62,238.45
7562,20241223,181,Sponsored Brands,1611,18,31.81,147.71
7563,20250827,726,Sponsored Products,96,1,1.11,4.67
7564,20240508,241,Sponsored Display,1507,27,25.16,61.82
7565,20260121,516,Sponsored Products,272,2,3.32,18.14
7566,20240105,96,Sponsored Products,2347,45,25.66,116.98
7567,20240325,464,DSP,1408,10,14.82,90.17
7568,20230804,486,Sponsored Brands,927,13,22.32,82.76
7569,20240326,480,DSP,4507,62,83.42,299.9
7570,20260406,460,Sponsored Display,798,13,5.41,9.8
7571,20230802,605,DSP,1504,21,12.13,65.39
7572,20260504,481,Sponsored Display,242,0,0.0,0.0
7573,20241113,405,Sponsored Display,3240,63,92.47,446.71
7574,20250915,45,Sponsored Brands,1692,17,7.95,18.31
7575,20250210,713,Sponsored Brands,646,12,5.62,35.29
7576,20240602,398,Sponsored Brands,120,1,1.63,2.67
7577,20230829,22,Sponsored Products,1505,13,11.99,56.1
7578,20260110,386,Sponsored Brands,1016,12,12.05,70.51
7579,20240209,364,DSP,4864,68,38.53,180.04
7580,20250616,469,DSP,542,7,4.8,29.94
7581,20240211,717,Sponsored Brands,2932,33,38.38,158.82
7582,20250309,346,Sponsored Display,1424,5,2.47,13.89
7583,20240906,99,Sponsored Products,1753,26,44.07,143.56
7584,20230106,737,Sponsored Brands,1814,24,12.42,42.06
7585,20231028,294,Sponsored Brands,1758,10,8.77,27.72
7586,20260227,740,Sponsored Products,953,5,4.5,26.16
7587,20250902,601,Sponsored Products,628,9,7.41,11.49
7588,20240924,508,Sponsored Products,219,4,3.37,9.69
7589,20230725,695,Sponsored Products,2463,42,63.85,289.76
7590,20240425,177,Sponsored Products,470,9,13.78,42.19
7591,20250825,716,Sponsored Display,2831,31,50.85,293.43
7592,20250517,656,Sponsored Products,2367,40,21.15,114.57
7593,20250119,493,Sponsored Brands,2508,14,18.15,73.67
7594,20241108,344,Sponsored Products,917,9,4.05,8.33
7595,20260525,656,Sponsored Brands,1124,4,2.68,13.37
7596,20260323,375,Sponsored Brands,2098,24,30.33,188.46
7597,20240505,58,Sponsored Products,588,8,6.71,43.0
7598,20240304,167,Sponsored Products,777,12,17.06,73.84
7599,20260311,305,Sponsored Display,2924,43,66.0,152.65
7600,20251213,599,Sponsored Products,647,7,6.04,11.8
7601,20230413,447,Sponsored Brands,2858,37,20.56,110.67
7602,20230913,758,DSP,1409,8,10.95,50.17
7603,20250910,563,Sponsored Products,1465,12,5.26,8.97
7604,20230703,175,Sponsored Products,1670,17,28.3,147.6
7605,20230227,421,Sponsored Products,1590,28,37.23,103.21
7606,20241214,79,Sponsored Products,2008,15,21.94,112.62
7607,20260213,677,Sponsored Brands,1338,26,40.06,228.45
7608,20260417,53,Sponsored Brands,4073,80,34.14,102.22
7609,20250111,707,Sponsored Display,2999,35,34.18,62.87
7610,20240913,649,Sponsored Products,2388,20,33.85,122.1
7611,20230605,574,Sponsored Products,2320,39,63.54,358.25
7612,20230904,74,Sponsored Products,2103,30,51.41,221.48
7613,20240603,6,Sponsored Brands,760,8,13.9,80.74
7614,20250903,90,Sponsored Products,661,5,8.71,37.27
7615,20240113,82,Sponsored Products,2229,14,12.31,49.23
7616,20250426,12,Sponsored Display,4024,28,16.77,106.97
7617,20240818,492,DSP,47,0,0.0,0.0
7618,20240510,746,Sponsored Products,2103,7,8.2,47.09
7619,20230404,516,Sponsored Products,481,7,9.92,47.18
7620,20241012,105,Sponsored Products,2428,28,44.38,93.33
7621,20251113,639,DSP,1033,8,9.89,52.46
7622,20241027,730,Sponsored Products,4199,53,51.47,199.7
7623,20260128,195,Sponsored Brands,3478,64,81.16,367.76
7624,20250816,179,Sponsored Display,5569,69,108.47,262.65
7625,20230822,429,Sponsored Products,2980,47,71.66,454.56
7626,20250523,380,Sponsored Display,893,12,9.36,45.92
7627,20240919,434,Sponsored Products,448,6,8.31,14.73
7628,20250228,235,Sponsored Display,212,3,3.76,16.97
7629,20240907,478,Sponsored Display,2400,35,39.94,254.09
7630,20250424,765,Sponsored Products,1176,5,4.54,11.35
7631,20230214,589,Sponsored Display,40,0,0.0,0.0
7632,20250916,307,Sponsored Products,460,1,1.63,7.71
7633,20230725,632,Sponsored Products,932,10,12.45,30.5
7634,20240924,558,Sponsored Brands,2272,28,33.55,112.01
7635,20230113,369,DSP,139,2,1.48,4.03
7636,20240910,788,Sponsored Brands,3995,70,104.08,274.52
7637,20260112,665,Sponsored Products,1383,19,31.42,176.64
7638,20230827,717,Sponsored Brands,492,7,4.83,22.93
7639,20250131,780,Sponsored Brands,1628,30,13.19,23.84
7640,20260128,741,DSP,2136,16,12.17,40.56
7641,20240820,263,DSP,1487,6,10.23,48.23
7642,20230305,348,Sponsored Products,2160,23,14.58,70.72
7643,20250623,215,Sponsored Brands,1170,13,16.5,84.11
7644,20230509,373,DSP,854,4,4.27,13.31
7645,20250802,760,Sponsored Products,736,6,3.44,8.49
7646,20230927,337,Sponsored Products,919,17,25.98,58.47
7647,20230921,719,Sponsored Display,1113,11,11.23,35.26
7648,20251130,391,Sponsored Display,2374,25,21.25,101.65
7649,20230106,433,Sponsored Products,1515,21,25.95,124.44
7650,20240406,74,Sponsored Products,1235,18,15.75,43.34
7651,20260521,165,Sponsored Products,595,8,3.91,7.92
7652,20230927,409,DSP,774,12,11.97,31.13
7653,20250506,738,Sponsored Brands,787,12,11.4,67.29
7654,20240102,109,Sponsored Products,3762,71,97.3,434.57
7655,20240705,652,Sponsored Products,346,3,2.69,13.01
7656,20230602,257,Sponsored Products,791,8,5.13,28.23
7657,20240407,418,Sponsored Products,2975,40,37.22,75.09
7658,20260427,564,Sponsored Products,327,1,0.49,1.96
7659,20230818,220,Sponsored Products,1690,28,36.28,65.92
7660,20230317,691,DSP,231,4,3.06,15.6
7661,20251201,50,Sponsored Products,2687,44,25.55,73.28
7662,20260504,712,Sponsored Brands,3704,48,64.5,380.79
7663,20260624,236,Sponsored Products,525,10,9.77,63.45
7664,20260426,563,Sponsored Brands,1560,20,27.98,133.52
7665,20250428,115,Sponsored Brands,827,11,12.9,52.32
7666,20250216,659,Sponsored Products,974,3,5.05,11.23
7667,20260517,559,Sponsored Display,187,1,1.25,3.19
7668,20240701,407,Sponsored Brands,2272,8,6.8,17.92
7669,20230726,660,Sponsored Products,1255,15,20.31,47.18
7670,20250820,781,Sponsored Products,194,3,4.39,11.44
7671,20241008,734,Sponsored Products,2191,30,44.13,135.42
7672,20230723,128,Sponsored Display,2276,29,21.54,74.15
7673,20260320,206,Sponsored Brands,2350,44,39.7,134.51
7674,20260621,58,Sponsored Brands,1317,9,14.82,36.71
7675,20230915,243,Sponsored Products,3885,62,106.92,501.19
7676,20240326,216,Sponsored Brands,1427,13,15.87,51.29
7677,20251004,423,Sponsored Products,1681,5,8.51,40.45
7678,20241217,704,Sponsored Products,2339,10,11.06,29.74
7679,20250409,144,Sponsored Brands,1546,18,8.8,24.06
7680,20240318,290,Sponsored Brands,1318,14,16.99,46.76
7681,20251124,458,Sponsored Products,1086,11,15.43,55.47
7682,20251201,93,Sponsored Display,435,2,2.13,13.66
7683,20230602,499,Sponsored Display,298,4,3.34,18.48
7684,20230312,425,DSP,1034,20,23.04,45.21
7685,20250607,615,Sponsored Products,965,4,3.17,7.75
7686,20250803,145,Sponsored Products,3990,67,80.32,263.43
7687,20240410,639,Sponsored Brands,1853,32,40.49,92.92
7688,20250121,507,Sponsored Products,2576,28,42.78,81.12
7689,20250816,141,DSP,1684,20,32.4,191.13
7690,20230619,603,Sponsored Brands,1500,13,8.65,49.04
7691,20260602,22,Sponsored Brands,1802,30,26.74,90.43
7692,20241103,785,Sponsored Products,1730,25,36.43,224.07
7693,20231128,407,Sponsored Products,3179,38,47.24,265.27
7694,20251015,319,Sponsored Brands,1442,22,12.97,27.4
7695,20240618,645,Sponsored Products,1596,14,23.47,84.28
7696,20230306,470,Sponsored Products,646,7,11.72,58.52
7697,20260613,21,Sponsored Products,3666,51,43.65,230.89
7698,20230203,170,Sponsored Brands,1437,19,26.98,109.78
7699,20240105,220,DSP,1864,13,18.74,41.58
7700,20260622,142,Sponsored Brands,1287,21,11.0,56.64
7701,20240117,241,Sponsored Display,1155,22,37.91,149.39
7702,20250729,267,Sponsored Products,1817,28,17.86,94.48
7703,20230321,638,Sponsored Products,2038,19,16.92,104.94
7704,20240316,190,Sponsored Products,6178,53,86.15,356.2
7705,20250319,220,Sponsored Products,2747,9,4.25,17.33
7706,20230330,441,Sponsored Products,1353,18,8.33,27.6
7707,20250425,56,Sponsored Brands,372,6,4.71,29.33
7708,20260111,616,Sponsored Products,1843,15,25.27,114.54
7709,20251209,450,Sponsored Display,715,8,10.16,25.67
7710,20251218,592,Sponsored Products,1397,21,33.87,162.11
7711,20231214,493,Sponsored Display,1284,4,3.0,12.77
7712,20240223,382,Sponsored Products,2743,42,27.71,42.98
7713,20250901,726,Sponsored Display,876,15,11.76,44.1
7714,20230720,262,Sponsored Display,619,10,13.03,34.55
7715,20241028,428,Sponsored Brands,2775,18,22.09,67.86
7716,20240416,627,Sponsored Brands,3295,30,44.12,238.25
7717,20251124,696,Sponsored Products,881,4,5.81,16.84
7718,20230803,521,Sponsored Products,1461,15,20.15,85.61
7719,20241111,418,Sponsored Brands,278,3,2.47,10.54
7720,20240728,609,Sponsored Products,2440,14,19.91,127.99
7721,20241028,61,Sponsored Brands,1520,18,17.52,110.15
7722,20230130,147,Sponsored Brands,3822,45,30.23,62.03
7723,20250529,8,Sponsored Display,673,7,11.89,43.2
7724,20260520,764,Sponsored Products,1191,5,3.58,12.45
7725,20240809,663,Sponsored Products,1267,24,32.19,206.15
7726,20241029,635,Sponsored Products,1151,20,23.83,39.16
7727,20230912,261,Sponsored Display,1010,15,18.38,36.37
7728,20230812,539,Sponsored Products,192,3,2.51,5.22
7729,20250627,364,Sponsored Products,2164,6,9.01,24.99
7730,20240520,359,DSP,856,15,15.65,101.7
7731,20230918,720,Sponsored Display,140,0,0.0,0.0
7732,20241217,704,Sponsored Products,6893,43,25.46,96.38
7733,20230908,143,Sponsored Products,368,1,0.87,4.88
7734,20241109,477,Sponsored Products,1686,30,31.78,54.79
7735,20240428,81,Sponsored Brands,2058,30,44.73,76.03
7736,20230114,464,Sponsored Brands,1764,12,9.65,61.11
7737,20241112,709,Sponsored Products,684,10,15.97,83.4
7738,20241227,455,Sponsored Products,1323,26,15.55,60.3
7739,20231125,634,Sponsored Products,1898,32,53.18,260.56
7740,20250308,699,Sponsored Display,3037,23,33.98,216.2
7741,20240530,730,Sponsored Display,782,5,5.8,20.99
7742,20260313,400,Sponsored Brands,921,13,7.61,46.52
7743,20251021,771,Sponsored Brands,2103,25,25.86,77.08
7744,20260515,548,Sponsored Brands,544,7,10.1,20.28
7745,20250609,551,Sponsored Display,2884,38,32.67,83.09
7746,20251030,549,Sponsored Products,727,4,3.99,19.35
7747,20241017,656,DSP,372,3,3.35,21.67
7748,20260526,182,Sponsored Brands,1396,18,21.15,97.98
7749,20241229,294,Sponsored Display,1825,8,3.93,7.35
7750,20230926,86,Sponsored Display,2673,47,66.73,246.46
7751,20230206,659,Sponsored Brands,1737,27,31.16,118.47
7752,20260426,15,Sponsored Products,2627,23,33.46,166.02
7753,20240202,460,Sponsored Products,1057,11,4.87,27.77
7754,20250618,347,Sponsored Brands,1945,27,24.39,102.52
7755,20240517,336,Sponsored Products,1429,19,23.15,81.83
7756,20230131,184,Sponsored Brands,2115,26,38.14,197.05
7757,20230409,159,Sponsored Display,1213,5,2.5,14.33
7758,20250807,365,Sponsored Brands,1000,10,4.76,16.2
7759,20230711,612,Sponsored Display,1718,14,10.98,60.83
7760,20260531,534,Sponsored Products,2990,51,53.72,135.47
7761,20240920,133,DSP,3627,65,89.17,148.14
7762,20240602,433,Sponsored Brands,2759,17,9.37,28.42
7763,20250209,54,Sponsored Products,6079,33,32.04,49.08
7764,20251205,724,Sponsored Products,1247,19,29.55,134.65
7765,20251223,407,Sponsored Products,7830,122,214.7,1156.46
7766,20250525,130,Sponsored Products,617,9,4.73,13.88
7767,20230808,134,Sponsored Products,2082,39,61.68,182.36
7768,20251017,71,Sponsored Display,708,4,5.22,29.6
7769,20230529,230,Sponsored Brands,831,7,7.26,43.31
7770,20241030,593,Sponsored Products,1477,29,12.14,71.15
7771,20260211,634,Sponsored Display,1226,10,7.23,45.57
7772,20260519,49,Sponsored Products,2520,44,60.96,174.08
7773,20230806,442,Sponsored Products,877,12,7.49,44.27
7774,20230828,83,Sponsored Products,1765,12,8.5,38.2
7775,20230205,262,Sponsored Brands,714,12,9.58,51.17
7776,20250503,480,Sponsored Brands,2022,13,21.61,109.05
7777,20250605,748,Sponsored Brands,694,12,21.51,79.1
7778,20240213,660,Sponsored Brands,1612,21,29.11,95.45
7779,20250814,278,DSP,3176,37,64.31,233.29
7780,20230407,226,Sponsored Products,1008,12,6.86,27.06
7781,20240523,670,Sponsored Products,1719,18,28.13,136.02
7782,20230519,308,Sponsored Products,824,2,0.87,5.03
7783,20230221,524,Sponsored Products,2354,26,18.99,47.93
7784,20240619,637,Sponsored Display,364,5,5.9,18.32
7785,20230515,321,Sponsored Products,884,17,19.76,92.27
7786,20240428,292,Sponsored Products,5200,84,58.42,344.88
7787,20250622,779,DSP,752,3,2.39,8.01
7788,20231106,388,Sponsored Products,373,2,2.5,15.56
7789,20250116,200,Sponsored Products,796,4,1.77,5.39
7790,20231026,364,Sponsored Products,4146,76,122.74,343.8
7791,20241107,229,Sponsored Products,730,14,15.9,89.0
7792,20251213,754,Sponsored Brands,3865,49,62.02,325.49
7793,20260419,222,DSP,2513,38,42.8,78.21
7794,20241205,50,Sponsored Display,543,7,6.26,31.97
7795,20240519,456,Sponsored Products,503,2,2.35,6.37
7796,20241125,280,Sponsored Products,1739,30,48.75,159.21
7797,20250316,184,Sponsored Brands,3713,20,17.4,110.63
7798,20250313,59,Sponsored Products,2785,22,27.31,143.42
7799,20260331,296,Sponsored Products,120,0,0.0,0.0
7800,20240906,523,DSP,111,0,0.0,0.0
7801,20240531,477,Sponsored Display,4689,18,23.43,99.81
7802,20240924,340,Sponsored Products,1570,13,11.35,17.97
7803,20250226,350,Sponsored Products,592,11,16.55,49.63
7804,20230711,538,Sponsored Brands,14508,290,493.22,1645.75
7805,20231007,291,Sponsored Display,2438,11,6.16,21.31
7806,20260506,159,Sponsored Brands,1681,28,22.63,58.71
7807,20250316,751,DSP,453,6,5.29,17.79
7808,20240331,737,Sponsored Display,2924,28,15.76,32.93
7809,20231029,685,Sponsored Products,1240,6,6.72,42.84
7810,20240602,617,Sponsored Brands,981,12,5.21,11.77
7811,20230430,729,Sponsored Products,1885,19,13.29,29.0
7812,20230805,308,Sponsored Brands,1070,17,9.93,16.18
7813,20230908,502,Sponsored Products,878,9,5.38,23.03
7814,20240722,526,Sponsored Display,532,4,6.07,16.89
7815,20260302,534,DSP,686,6,8.63,44.23
7816,20240615,354,Sponsored Brands,6981,79,34.08,197.93
7817,20251230,668,Sponsored Products,499,4,3.95,10.94
7818,20230413,495,Sponsored Products,848,2,1.83,6.08
7819,20231230,190,Sponsored Products,5874,38,55.52,222.19
7820,20250625,63,Sponsored Brands,1477,4,6.94,36.86
7821,20241028,673,Sponsored Brands,1636,30,20.22,66.12
7822,20251201,523,Sponsored Products,2000,10,15.59,65.75
7823,20230429,443,Sponsored Products,3909,15,24.31,70.43
7824,20251227,779,Sponsored Brands,1194,9,6.6,25.93
7825,20250214,781,Sponsored Products,950,3,3.12,7.03
7826,20250210,412,Sponsored Products,3128,17,29.11,142.04
7827,20241117,231,Sponsored Products,1069,3,2.33,9.92
7828,20251101,408,Sponsored Products,3991,67,76.53,127.08
7829,20250509,612,Sponsored Display,1917,23,14.67,25.82
7830,20240205,504,Sponsored Products,734,6,5.65,11.49
7831,20260520,700,Sponsored Display,1048,12,18.93,50.08
7832,20241007,17,DSP,1180,6,3.05,16.41
7833,20260324,512,DSP,3138,24,40.33,256.87
7834,20231229,799,Sponsored Display,224,3,2.37,5.93
7835,20230611,583,Sponsored Products,471,4,4.4,28.14
7836,20231017,564,Sponsored Products,1377,14,16.53,105.63
7837,20230403,10,DSP,1500,28,40.2,244.19
7838,20230108,457,Sponsored Brands,3481,57,100.08,205.8
7839,20240225,59,DSP,908,10,10.82,63.49
7840,20240102,255,Sponsored Products,1471,4,2.57,15.84
7841,20231227,57,Sponsored Products,1306,10,5.27,20.87
7842,20230614,769,Sponsored Products,1111,4,3.44,21.29
7843,20240226,303,Sponsored Products,1818,27,13.19,66.21
7844,20260303,742,Sponsored Products,1210,21,23.82,58.78
7845,20260222,183,Sponsored Brands,3299,35,28.78,88.53
7846,20260217,634,Sponsored Products,1476,17,16.18,80.25
7847,20241220,68,Sponsored Brands,683,4,2.31,7.71
7848,20250403,499,Sponsored Products,2618,35,39.71,186.03
7849,20260307,786,Sponsored Products,2236,10,8.66,20.11
7850,20260514,280,Sponsored Brands,857,2,1.59,5.74
7851,20230705,705,Sponsored Products,2063,9,6.79,32.78
7852,20230120,415,Sponsored Brands,1517,25,18.36,89.21
7853,20231206,260,Sponsored Products,2975,55,58.81,369.85
7854,20230911,393,Sponsored Products,1384,15,13.25,61.48
7855,20250828,582,Sponsored Products,831,4,2.8,8.36
7856,20230224,578,Sponsored Products,1727,15,24.89,76.15
7857,20240120,307,Sponsored Products,1106,16,12.07,75.57
7858,20250420,54,Sponsored Products,868,13,8.37,26.31
7859,20241018,634,Sponsored Brands,2049,28,13.48,56.33
7860,20260304,374,Sponsored Brands,3129,32,56.29,332.36
7861,20250909,372,Sponsored Products,1045,19,21.87,139.45
7862,20240205,269,Sponsored Brands,836,4,3.06,12.83
7863,20250320,584,Sponsored Brands,579,7,8.59,47.6
7864,20260224,100,Sponsored Products,841,8,3.37,8.22
7865,20260501,185,Sponsored Products,769,12,21.53,116.78
7866,20250428,242,Sponsored Products,1482,20,11.76,30.58
7867,20231101,63,Sponsored Brands,698,11,6.75,39.44
7868,20250609,700,Sponsored Products,1206,8,5.97,9.15
7869,20250108,519,Sponsored Display,2006,24,33.02,209.11
7870,20240925,531,Sponsored Products,381,7,8.32,14.25
7871,20250831,714,Sponsored Brands,848,12,9.67,52.29
7872,20230427,25,Sponsored Products,545,7,10.11,38.14
7873,20240507,281,Sponsored Brands,3671,31,50.55,328.33
7874,20250718,345,Sponsored Brands,2078,37,35.16,168.98
7875,20260510,81,Sponsored Products,2353,44,23.57,105.53
7876,20260620,108,Sponsored Brands,2790,23,36.31,131.07
7877,20241201,624,Sponsored Products,2162,6,3.43,7.47
7878,20230902,415,Sponsored Brands,1969,21,14.86,39.4
7879,20240427,12,Sponsored Brands,3438,20,25.59,62.83
7880,20230221,788,Sponsored Brands,3090,34,52.65,124.29
7881,20240621,147,Sponsored Display,923,16,22.68,134.95
7882,20230421,368,Sponsored Products,2944,57,66.79,247.64
7883,20241220,444,Sponsored Products,8283,56,93.09,390.43
7884,20230806,82,Sponsored Brands,1342,25,38.81,195.03
7885,20240727,180,Sponsored Brands,1124,17,23.21,120.92
7886,20240819,275,Sponsored Display,2406,43,50.22,95.99
7887,20240507,91,Sponsored Brands,1278,25,31.84,117.11
7888,20240806,511,Sponsored Products,2154,20,11.66,45.2
7889,20250921,539,Sponsored Products,3763,46,32.89,82.78
7890,20250511,731,Sponsored Products,2519,46,68.62,143.55
7891,20250824,302,Sponsored Products,4236,45,54.24,150.96
7892,20250625,112,Sponsored Brands,2235,32,15.6,66.6
7893,20250306,306,Sponsored Display,607,10,11.61,73.73
7894,20240131,599,Sponsored Brands,1694,33,38.69,100.08
7895,20260507,228,Sponsored Display,759,4,4.0,12.71
7896,20230530,614,Sponsored Display,352,2,1.01,5.27
7897,20250327,718,Sponsored Products,777,2,0.94,2.8
7898,20251107,563,Sponsored Display,457,7,11.43,68.69
7899,20240325,446,Sponsored Brands,1175,14,14.07,59.59
7900,20250514,494,Sponsored Display,2556,40,32.51,159.09
7901,20230625,338,Sponsored Brands,878,11,16.56,30.45
7902,20230109,426,Sponsored Products,3348,39,56.8,155.51
7903,20240907,568,Sponsored Brands,1682,8,4.17,14.75
7904,20230227,653,Sponsored Products,2780,9,10.2,25.17
7905,20231011,254,Sponsored Brands,2897,16,14.84,72.2
7906,20240515,206,Sponsored Products,563,7,3.93,23.02
7907,20260204,507,Sponsored Products,2085,40,16.4,36.77
7908,20260212,467,Sponsored Brands,188,0,0.0,0.0
7909,20240627,103,Sponsored Brands,973,7,10.54,37.07
7910,20250306,170,DSP,1409,5,7.24,37.95
7911,20251228,283,DSP,1396,14,22.48,130.46
7912,20230521,248,Sponsored Display,1560,8,12.41,33.09
7913,20250205,560,Sponsored Brands,153,2,1.72,7.61
7914,20260403,644,Sponsored Products,584,4,4.63,16.14
7915,20260327,284,Sponsored Products,164,2,3.47,18.07
7916,20230920,436,Sponsored Products,1288,20,8.98,14.02
7917,20230519,256,Sponsored Brands,2380,15,24.83,151.77
7918,20231001,63,Sponsored Products,1762,6,5.73,16.26
7919,20250116,444,Sponsored Brands,109,0,0.0,0.0
7920,20240827,207,Sponsored Display,777,8,7.52,47.72
7921,20240823,63,Sponsored Brands,648,8,9.27,41.86
7922,20250731,453,Sponsored Products,255,4,4.47,10.08
7923,20230509,287,Sponsored Products,3717,71,115.95,256.92
7924,20230327,666,Sponsored Display,588,2,1.16,3.11
7925,20231025,620,DSP,2787,21,9.22,19.51
7926,20250102,757,Sponsored Products,1289,12,16.6,102.79
7927,20231025,513,Sponsored Brands,2606,15,23.99,83.8
7928,20240114,176,Sponsored Display,1992,36,15.58,53.4
7929,20230222,567,Sponsored Products,1854,27,19.0,43.88
7930,20230413,775,Sponsored Display,1349,10,5.31,10.81
7931,20230116,525,Sponsored Products,798,9,9.45,17.1
7932,20241031,715,Sponsored Brands,1385,17,26.46,107.12
7933,20241118,418,Sponsored Products,2334,44,74.67,320.82
7934,20250910,90,Sponsored Products,824,13,8.35,32.6
7935,20231206,368,Sponsored Products,811,11,13.16,32.09
7936,20251017,765,Sponsored Brands,457,5,5.59,29.63
7937,20260330,782,Sponsored Products,901,6,9.22,47.89
7938,20260424,779,Sponsored Products,2463,19,15.55,85.98
7939,20241021,234,DSP,118,1,1.1,6.94
7940,20240306,504,Sponsored Products,1174,3,2.56,12.49
7941,20240427,628,Sponsored Products,2670,8,13.56,31.93
7942,20230825,366,Sponsored Brands,286,5,8.83,46.88
7943,20251128,69,Sponsored Products,15658,58,33.9,164.22
7944,20250701,562,Sponsored Products,865,7,7.8,43.05
7945,20230223,484,Sponsored Brands,3209,32,37.78,76.65
7946,20240303,4,Sponsored Products,1150,10,6.08,9.16
7947,20250621,483,Sponsored Products,2936,54,35.67,125.02
7948,20230612,328,Sponsored Products,2465,35,52.19,162.31
7949,20240410,407,Sponsored Display,349,3,3.0,15.65
7950,20240310,289,Sponsored Display,1503,27,36.33,83.2
7951,20230926,16,Sponsored Brands,1649,28,14.57,71.84
7952,20260214,280,Sponsored Brands,1746,11,12.03,29.66
7953,20250624,658,Sponsored Display,197,1,1.7,6.22
7954,20260111,250,DSP,729,7,5.74,22.35
7955,20240420,719,Sponsored Display,17,0,0.0,0.0
7956,20231024,223,Sponsored Products,744,6,5.31,27.68
7957,20240810,300,Sponsored Display,2523,50,43.83,117.64
7958,20240309,8,Sponsored Brands,1624,15,11.01,51.7
7959,20241103,71,Sponsored Display,934,4,3.93,18.79
7960,20240128,134,Sponsored Brands,1259,23,32.53,150.55
7961,20251124,749,Sponsored Products,1472,26,20.42,65.43
7962,20230307,92,Sponsored Brands,4369,22,16.63,33.43
7963,20230807,726,Sponsored Brands,2022,21,13.94,23.01
7964,20230911,632,Sponsored Display,2546,38,16.23,99.92
7965,20260429,397,Sponsored Products,791,13,11.71,65.3
7966,20240117,738,DSP,1272,20,16.06,64.3
7967,20241029,477,Sponsored Brands,1793,16,11.53,74.04
