ForecastKey,DateKey,ProductKey,ForecastUnits,ForecastRevenue,ActualUnits,ActualRevenue
1254,20240901,766,112,23539.04,134,28162.78
1255,20240901,647,136,25119.2,128,23641.6
1256,20240901,16,144,17556.48,128,15605.76
1257,20240901,115,164,42364.48,168,43397.76
1258,20240901,274,171,31694.85,125,23168.75
1259,20240901,280,132,5867.4,104,4622.8
1260,20240901,739,139,34572.08,100,24872.0
1261,20241001,630,141,47910.39,117,39755.43
1262,20241001,285,151,30938.39,162,33192.18
1263,20241001,175,159,48267.63,147,44624.79
1264,20241001,431,128,3480.32,95,2583.05
1265,20241001,560,126,5067.72,116,4665.52
1266,20241001,761,112,45144.96,116,46757.28
1267,20241001,612,121,29613.54,120,29368.8
1268,20241001,330,130,37460.8,120,34579.2
1269,20241001,516,137,10412.0,127,9652.0
1270,20241001,448,149,4188.39,152,4272.72
1271,20241001,130,116,12579.04,123,13338.12
1272,20241001,76,137,31103.11,140,31784.2
1273,20241001,10,113,5951.71,141,7426.47
1274,20241001,707,132,29795.04,162,36566.64
1275,20241001,764,119,4542.23,83,3168.11
1276,20241001,349,144,43318.08,132,39708.24
1277,20241001,538,134,11585.64,161,13920.06
1278,20241001,270,138,20412.96,145,21448.4
1279,20241001,433,146,8901.62,128,7804.16
1280,20241001,500,127,50116.74,100,39462.0
1281,20241001,64,151,36064.84,121,28899.64
1282,20241001,561,109,24323.35,104,23207.6
1283,20241001,600,173,11511.42,199,13241.46
1284,20241001,622,176,17105.44,185,17980.15
1285,20241001,647,132,24380.4,118,21794.6
1286,20241001,472,111,3426.57,134,4136.58
1287,20241001,790,127,14886.94,132,15473.04
1288,20241001,773,151,7382.39,115,5622.35
1289,20241001,457,135,8163.45,117,7074.99
1290,20241001,51,141,11336.4,100,8040.0
1291,20241001,390,126,32741.1,94,24425.9
1292,20241001,627,118,38158.84,109,35248.42
1293,20241001,120,105,19679.1,78,14618.76
1294,20241001,638,135,4793.85,166,5894.66
1295,20241001,598,114,12733.8,127,14185.9
1296,20241001,740,145,34698.5,186,44509.8
1297,20241001,25,166,8353.12,194,9762.08
1298,20241001,201,145,25939.05,181,32379.09
1299,20241001,700,158,25156.76,188,29933.36
1300,20241001,392,107,15928.02,104,15481.44
1301,20241001,145,157,34886.97,187,41553.27
1302,20241001,264,143,1461.46,169,1727.18
1303,20241001,525,131,43733.04,156,52079.04
1304,20241001,374,117,38666.16,104,34369.92
1305,20241001,710,145,7560.3,114,5943.96
1306,20241001,279,118,35044.82,109,32371.91
1307,20241001,545,174,4264.74,187,4583.37
1308,20241001,338,135,28941.3,150,32157.0
1309,20241001,197,120,18116.4,124,18720.28
1310,20241001,177,168,12193.44,129,9362.82
1311,20241001,109,109,40827.04,80,29964.8
1312,20241001,281,139,35233.72,102,25854.96
1313,20241001,361,127,27738.07,136,29703.76
1314,20241001,54,130,17316.0,138,18381.6
1315,20241001,484,131,2018.71,106,1633.46
1316,20241001,191,129,42635.79,92,30406.92
1317,20241001,61,152,1368.0,169,1521.0
1318,20241001,648,149,5049.61,106,3592.34
1319,20241001,326,155,41465.6,172,46013.44
1320,20241001,21,132,36871.56,133,37150.89
1321,20241101,166,143,39692.51,123,34141.11
1322,20241101,128,123,5136.48,155,6472.8
1323,20241101,413,137,13554.78,132,13060.08
1324,20241101,654,140,31313.8,99,22143.33
1325,20241101,711,148,13223.8,129,11526.15
1326,20241101,123,121,14880.58,138,16971.24
1327,20241101,246,143,41445.69,143,41445.69
1328,20241101,637,144,10563.84,174,12764.64
1329,20241101,716,121,11812.02,147,14350.14
1330,20241101,672,139,14809.06,129,13743.66
1331,20241101,150,126,13590.36,123,13266.78
1332,20241101,572,137,13162.96,153,14700.24
1333,20241101,504,116,2845.48,124,3041.72
1334,20241101,269,138,2161.08,152,2380.32
1335,20241101,354,130,30678.7,165,38938.35
1336,20241101,590,154,10200.96,197,13049.28
1337,20241101,730,128,27951.36,140,30571.8
1338,20241101,699,126,8304.66,101,6656.91
1339,20241101,263,158,13813.94,128,11191.04
1340,20241101,288,134,3920.84,113,3306.38
1341,20241101,230,153,8535.87,122,6806.38
1342,20241101,440,156,17760.6,169,19240.65
1343,20241101,744,101,9999.0,77,7623.0
1344,20241101,46,114,38586.72,85,28770.8
1345,20241101,35,142,2303.24,173,2806.06
1346,20241101,203,133,47606.02,155,55480.7
1347,20241101,359,153,23984.28,147,23043.72
1348,20241101,605,139,22448.5,162,26163.0
1349,20241101,480,168,71514.24,188,80027.84
1350,20241101,624,141,3055.47,109,2362.03
1351,20241101,537,120,15088.8,94,11819.56
1352,20241101,234,160,51024.0,119,37949.1
1353,20241101,636,160,22406.4,145,20305.8
1354,20241101,133,160,25222.4,157,24749.48
1355,20241101,800,125,17345.0,156,21646.56
1356,20241101,761,133,53609.64,146,58849.68
1357,20241101,89,152,12754.32,110,9230.1
1358,20241101,280,126,5600.7,94,4178.3
1359,20241101,435,137,31153.8,147,33427.8
1360,20241101,291,147,26192.46,105,18708.9
1361,20241101,312,128,26311.68,100,20556.0
1362,20241101,456,127,27843.48,93,20389.32
1363,20241101,563,133,5471.62,98,4031.72
1364,20241101,122,132,25518.24,168,32477.76
1365,20241101,733,116,25322.8,87,18992.1
1366,20241101,61,121,1089.0,144,1296.0
1367,20241101,509,136,12265.84,104,9379.76
1368,20241101,401,131,24755.07,96,18141.12
1369,20241101,340,157,40344.29,201,51650.97
1370,20241101,569,154,49104.44,199,63453.14
1371,20241101,278,150,38395.5,150,38395.5
1372,20241101,146,135,25384.05,100,18803.0
1373,20241101,383,107,5964.18,133,7413.42
1374,20241101,350,142,27729.76,134,26167.52
1375,20241101,745,114,24544.2,88,18946.4
1376,20241101,151,114,51621.48,111,50263.02
1377,20241101,658,110,30509.6,133,36888.88
1378,20241101,404,153,38204.1,198,49440.6
1379,20241101,363,143,16213.34,115,13038.7
1380,20241101,384,133,6981.17,141,7401.09
1381,20241201,257,134,20559.62,142,21787.06
1382,20241201,386,158,29098.86,115,21179.55
1383,20241201,91,132,25283.28,159,30454.86
1384,20241201,366,119,45804.29,105,40415.55
1385,20241201,243,122,3740.52,92,2820.72
1386,20241201,417,120,29202.0,121,29445.35
1387,20241201,639,138,28839.24,104,21733.92
1388,20241201,92,118,28635.06,150,36400.5
1389,20241201,486,127,25942.29,109,22265.43
1390,20241201,792,129,18355.41,164,23335.56
1391,20241201,385,141,12096.39,143,12267.97
1392,20241201,507,128,34083.84,157,41805.96
1393,20241201,752,143,11946.22,146,12196.84
1394,20241201,695,125,27442.5,119,26125.26
1395,20241201,119,135,45072.45,174,58093.38
1396,20241201,344,146,15751.94,156,16830.84
1397,20241201,528,126,46060.56,104,38018.24
1398,20241201,374,184,60808.32,226,74688.48
1399,20241201,48,142,10919.8,178,13688.2
1400,20241201,690,128,16449.28,113,14521.63
1401,20241201,774,146,14649.64,167,16756.78
1402,20241201,658,140,38830.4,147,40771.92
1403,20241201,82,131,39244.98,109,32654.22
1404,20241201,505,136,19522.8,98,14067.9
1405,20241201,155,134,22513.34,100,16801.0
1406,20241201,347,135,7919.1,112,6569.92
1407,20241201,470,117,21788.91,83,15457.09
1408,20241201,361,127,27738.07,163,35600.83
1409,20241201,339,122,18019.4,157,23188.9
1410,20241201,728,102,2446.98,98,2351.02
1411,20241201,194,137,43094.72,113,35545.28
1412,20241201,176,135,20949.3,121,18776.78
1413,20241201,556,141,47987.94,151,51391.34
1414,20241201,761,126,50788.08,92,37083.36
1415,20241201,229,141,23785.29,168,28339.92
1416,20241201,348,139,32453.72,101,23581.48
1417,20241201,25,145,7296.4,182,9158.24
1418,20241201,247,139,16139.29,167,19390.37
1419,20241201,498,155,47972.5,157,48591.5
1420,20241201,423,145,3797.55,110,2880.9
1421,20241201,161,114,23087.28,91,18429.32
1422,20241201,521,141,36798.18,126,32883.48
1423,20241201,573,159,23233.08,160,23379.2
1424,20241201,511,141,16172.7,106,12158.2
1425,20241201,295,139,30203.31,168,36504.72
1426,20241201,19,104,26245.44,100,25236.0
1427,20241201,502,116,41602.24,107,38374.48
1428,20241201,327,145,4571.85,148,4666.44
1429,20241201,250,145,32424.9,108,24150.96
1430,20241201,773,134,6551.26,145,7089.05
1431,20241201,341,123,6619.86,142,7642.44
1432,20241201,181,135,46159.2,125,42740.0
1433,20241201,414,121,23781.34,89,17492.06
1434,20241201,610,161,5142.34,124,3960.56
1435,20241201,220,122,32628.9,153,40919.85
1436,20241201,270,135,19969.2,108,15975.36
1437,20241201,353,153,35190.0,151,34730.0
1438,20241201,24,113,14305.8,123,15571.8
1439,20241201,488,166,39498.04,164,39022.16
1440,20241201,205,156,12851.28,193,15899.34
1441,20250101,166,116,32198.12,140,38859.8
1442,20250101,128,129,5387.04,167,6973.92
1443,20250101,413,148,14643.12,143,14148.42
1444,20250101,654,158,35339.86,147,32879.49
1445,20250101,711,148,13223.8,154,13759.9
1446,20250101,123,153,18815.94,170,20906.6
1447,20250101,246,146,42315.18,147,42605.01
1448,20250101,637,131,9610.16,133,9756.88
1449,20250101,716,116,11323.92,128,12495.36
1450,20250101,672,124,13210.96,119,12678.26
1451,20250101,150,123,13266.78,140,15100.4
1452,20250101,572,146,14027.68,114,10953.12
1453,20250101,504,106,2600.18,90,2207.7
1454,20250101,269,143,2239.38,146,2286.36
1455,20250101,354,124,29262.76,137,32330.63
1456,20250101,590,123,8147.52,153,10134.72
1457,20250101,730,165,36031.05,160,34939.2
1458,20250101,699,136,8963.76,124,8172.84
1459,20250101,263,137,11977.91,157,13726.51
1460,20250101,288,115,3364.9,88,2574.88
1461,20250101,230,166,9261.14,170,9484.3
1462,20250101,440,143,16280.55,144,16394.4
1463,20250101,744,165,16335.0,129,12771.0
1464,20250101,46,156,52802.88,124,41971.52
1465,20250101,35,156,2530.32,140,2270.8
1466,20250101,203,143,51185.42,118,42236.92
1467,20250101,359,137,21476.12,165,25865.4
1468,20250101,605,134,21641.0,166,26809.0
1469,20250101,480,105,44696.4,117,49804.56
1470,20250101,624,119,2578.73,152,3293.84
1471,20250101,537,135,16974.9,107,13454.18
1472,20250101,234,126,40181.4,141,44964.9
1473,20250101,636,131,18345.24,157,21986.28
1474,20250101,133,186,29321.04,154,24276.56
1475,20250101,800,160,22201.6,171,23727.96
1476,20250101,761,141,56834.28,130,52400.4
1477,20250101,89,112,9397.92,106,8894.46
1478,20250101,280,133,5911.85,170,7556.5
1479,20250101,435,119,27060.6,138,31381.2
1480,20250101,291,154,27439.72,186,33141.48
1481,20250101,312,129,26517.24,151,31039.56
1482,20250101,456,148,32447.52,182,39901.68
1483,20250101,563,134,5512.76,133,5471.62
1484,20250101,122,171,33057.72,170,32864.4
1485,20250101,733,161,35146.3,179,39075.7
1486,20250101,61,133,1197.0,111,999.0
1487,20250101,509,154,13889.26,147,13257.93
1488,20250101,401,117,22109.49,95,17952.15
1489,20250101,340,131,33663.07,170,43684.9
1490,20250101,569,152,48466.72,138,44002.68
1491,20250101,278,167,42746.99,194,49658.18
1492,20250101,146,145,27264.35,126,23691.78
1493,20250101,383,127,7078.98,155,8639.7
1494,20250101,350,139,27143.92,177,34564.56
1495,20250101,745,140,30142.0,125,26912.5
1496,20250101,151,156,70639.92,114,51621.48
1497,20250101,658,154,42713.44,139,38553.04
1498,20250101,404,127,31711.9,115,28715.5
1499,20250101,363,116,13152.08,142,16099.96
1500,20250101,384,124,6508.76,136,7138.64
1501,20250201,257,171,26236.53,198,30379.14
1502,20250201,386,136,25047.12,125,23021.25
1503,20250201,91,161,30837.94,135,25857.9
1504,20250201,366,147,56581.77,186,71593.26
1505,20250201,243,147,4507.02,158,4844.28
1506,20250201,417,112,27255.2,98,23848.3
1507,20250201,639,146,30511.08,173,36153.54
1508,20250201,92,157,38099.19,124,30091.08
1509,20250201,486,120,24512.4,89,18180.03
1510,20250201,792,143,20347.47,120,17074.8
1511,20250201,385,124,10637.96,99,8493.21
1512,20250201,507,122,32486.16,108,28758.24
1513,20250201,752,143,11946.22,164,13700.56
1514,20250201,695,116,25466.64,90,19758.6
1515,20250201,119,143,47743.41,152,50748.24
1516,20250201,344,137,14780.93,145,15644.05
1517,20250201,528,120,43867.2,108,39480.48
1518,20250201,374,122,40318.56,129,42631.92
1519,20250201,48,167,12842.3,185,14226.5
1520,20250201,690,145,18633.95,184,23645.84
1521,20250201,774,118,11840.12,111,11137.74
1522,20250201,658,134,37166.24,118,32728.48
1523,20250201,82,152,45536.16,165,49430.7
1524,20250201,505,156,22393.8,181,25982.55
1525,20250201,155,132,22177.32,142,23857.42
1526,20250201,347,147,8623.02,119,6980.54
1527,20250201,470,155,28865.65,195,36314.85
1528,20250201,361,163,35600.83,199,43463.59
1529,20250201,339,126,18610.2,92,13588.4
1530,20250201,728,150,3598.5,191,4582.09
1531,20250201,194,153,48127.68,178,55991.68
1532,20250201,176,124,19242.32,114,17690.52
1533,20250201,556,115,39139.1,119,40500.46
1534,20250201,761,142,57237.36,161,64895.88
1535,20250201,229,122,20580.18,120,20242.8
1536,20250201,348,110,25682.8,113,26383.24
1537,20250201,25,116,5837.12,141,7095.12
1538,20250201,247,117,13584.87,127,14745.97
1539,20250201,498,139,43020.5,167,51686.5
1540,20250201,423,140,3666.6,123,3221.37
1541,20250201,161,128,25922.56,130,26327.6
1542,20250201,521,125,32622.5,150,39147.0
1543,20250201,573,113,16511.56,128,18703.36
1544,20250201,511,131,15025.7,164,18810.8
1545,20250201,295,96,20859.84,113,24553.77
1546,20250201,19,117,29526.12,85,21450.6
1547,20250201,502,140,50209.6,179,64196.56
1548,20250201,327,132,4161.96,97,3058.41
1549,20250201,250,126,28176.12,160,35779.2
1550,20250201,773,145,7089.05,156,7626.84
1551,20250201,341,152,8180.64,116,6243.12
1552,20250201,181,121,41372.32,121,41372.32
1553,20250201,414,145,28498.3,135,26532.9
1554,20250201,610,153,4886.82,172,5493.68
1555,20250201,220,136,36373.2,105,28082.25
1556,20250201,270,139,20560.88,160,23667.2
1557,20250201,353,128,29440.0,91,20930.0
1558,20250201,24,182,23041.2,176,22281.6
1559,20250201,488,147,34977.18,105,24983.7
1560,20250201,205,162,13345.56,118,9720.84
1561,20250301,537,124,15591.76,126,15843.24
1562,20250301,387,140,9251.2,101,6674.08
1563,20250301,290,135,43614.45,169,54598.83
1564,20250301,263,138,12065.34,135,11803.05
1565,20250301,83,128,1615.36,152,1918.24
1566,20250301,408,119,8885.73,151,11275.17
1567,20250301,656,149,39411.99,139,36766.89
1568,20250301,466,117,36815.22,97,30522.02
1569,20250301,721,119,29650.04,134,33387.44
1570,20250301,341,139,7480.98,151,8126.82
1571,20250301,250,119,26610.78,96,21467.52
1572,20250301,331,141,40144.11,148,42137.08
1573,20250301,731,124,52757.04,92,39142.32
1574,20250301,79,156,39496.08,156,39496.08
1575,20250301,386,107,19706.19,97,17864.49
1576,20250301,450,117,42280.29,112,40473.44
1577,20250301,351,121,42215.69,156,54426.84
1578,20250301,344,158,17046.62,171,18449.19
1579,20250301,752,119,9941.26,137,11444.98
1580,20250301,472,137,4229.19,118,3642.66
1581,20250301,599,160,35940.8,175,39310.25
1582,20250301,598,143,15973.1,102,11393.4
1583,20250301,603,150,34251.0,109,24889.06
1584,20250301,730,161,35157.57,139,30353.43
1585,20250301,146,141,26512.23,108,20307.24
1586,20250301,78,100,14700.0,109,16023.0
1587,20250301,52,128,2705.92,90,1902.6
1588,20250301,498,119,36830.5,102,31569.0
1589,20250301,608,132,13617.12,154,15886.64
1590,20250301,515,165,21105.15,128,16372.48
1591,20250301,615,111,11973.57,78,8413.86
1592,20250301,154,160,41185.6,155,39898.55
1593,20250301,63,113,6567.56,102,5928.24
1594,20250301,206,144,5215.68,137,4962.14
1595,20250301,359,159,24924.84,125,19595.0
1596,20250301,783,146,37085.46,151,38355.51
1597,20250301,305,111,20348.52,101,18515.32
1598,20250301,173,132,46568.28,122,43040.38
1599,20250301,190,162,7458.48,119,5478.76
1600,20250301,712,121,14276.79,130,15338.7
1601,20250301,604,152,15956.96,144,15117.12
1602,20250301,166,171,47464.47,207,57456.99
1603,20250301,40,124,30551.12,102,25130.76
1604,20250301,370,134,35266.12,112,29476.16
1605,20250301,108,145,3551.05,155,3795.95
1606,20250301,277,120,36964.8,86,26491.44
1607,20250301,756,180,70965.0,159,62685.75
1608,20250301,120,145,27175.9,166,31111.72
1609,20250301,746,163,64200.81,153,60262.11
1610,20250301,155,139,23353.39,136,22849.36
1611,20250301,266,153,39775.41,151,39255.47
1612,20250301,270,137,20265.04,133,19673.36
1613,20250301,436,111,34786.29,135,42307.65
1614,20250301,92,181,43923.27,151,36643.17
1615,20250301,82,124,37147.92,112,33552.96
1616,20250301,175,115,34910.55,101,30660.57
1617,20250301,393,153,3431.79,159,3566.37
1618,20250301,22,121,12760.66,102,10756.92
1619,20250301,580,125,35313.75,118,33336.18
1620,20250301,508,114,40921.44,95,34101.2
1621,20250401,751,117,11566.62,113,11171.18
1622,20250401,789,144,59467.68,159,65662.23
1623,20250401,427,133,55335.98,143,59496.58
1624,20250401,239,140,24876.6,120,21322.8
1625,20250401,428,113,44006.72,101,39333.44
1626,20250401,310,129,9180.93,129,9180.93
1627,20250401,69,167,33680.56,213,42957.84
1628,20250401,245,144,18640.8,174,22524.3
1629,20250401,543,132,21669.12,121,19863.36
1630,20250401,19,126,31797.36,106,26750.16
1631,20250401,30,116,37737.12,82,26676.24
1632,20250401,483,148,24837.36,184,30878.88
1633,20250401,589,133,11669.42,116,10177.84
1634,20250401,96,140,28679.0,174,35643.9
1635,20250401,485,140,17528.0,116,14523.2
1636,20250401,601,166,2903.34,180,3148.2
1637,20250401,507,127,33817.56,137,36480.36
1638,20250401,304,172,12384.0,143,10296.0
1639,20250401,414,142,27908.68,137,26925.98
1640,20250401,440,159,18102.15,168,19126.8
1641,20250401,159,115,15909.1,119,16462.46
1642,20250401,101,152,48884.72,141,45347.01
1643,20250401,255,132,41904.72,118,37460.28
1644,20250401,190,138,6353.52,152,6998.08
1645,20250401,521,142,37059.16,156,40712.88
1646,20250401,691,141,22629.09,172,27604.28
1647,20250401,277,160,49286.4,148,45589.92
1648,20250401,642,112,10486.56,82,7677.66
1649,20250401,31,137,38524.4,173,48647.6
1650,20250401,439,117,41048.28,142,49819.28
1651,20250401,449,132,2984.52,164,3708.04
1652,20250401,610,131,4184.14,127,4056.38
1653,20250401,636,123,17224.92,139,19465.56
1654,20250401,778,144,35809.92,142,35312.56
1655,20250401,57,110,2275.9,131,2710.39
1656,20250401,608,112,11553.92,124,12791.84
1657,20250401,491,180,30281.4,224,37683.52
1658,20250401,649,104,27817.92,126,33702.48
1659,20250401,53,129,35388.57,118,32370.94
1660,20250401,154,175,45046.75,165,42472.65
1661,20250401,785,152,41374.4,184,50084.8
1662,20250401,638,163,5788.13,174,6178.74
1663,20250401,713,126,40950.0,125,40625.0
1664,20250401,352,101,27500.28,105,28589.4
1665,20250401,753,147,45008.46,113,34598.34
1666,20250401,133,136,21439.04,125,19705.0
1667,20250401,325,139,31112.37,156,34917.48
1668,20250401,12,157,41286.29,184,48386.48
1669,20250401,145,128,28442.88,146,32442.66
1670,20250401,532,155,50886.5,162,53184.6
1671,20250401,388,141,29492.97,157,32839.69
1672,20250401,8,116,24513.12,104,21977.28
1673,20250401,22,162,17084.52,148,15608.08
1674,20250401,754,126,51481.08,162,66189.96
1675,20250401,579,157,37879.39,197,47530.19
1676,20250401,582,129,54075.51,159,66651.21
1677,20250401,178,121,29205.77,124,29929.88
1678,20250401,497,155,48302.65,127,39577.01
1679,20250401,150,128,13806.08,95,10246.7
1680,20250401,477,156,39536.64,160,40550.4
1681,20250501,158,117,9508.59,138,11215.26
1682,20250501,117,163,10841.13,196,13035.96
1683,20250501,420,152,18662.56,189,23205.42
1684,20250501,399,118,6167.86,116,6063.32
1685,20250501,301,154,37237.2,156,37720.8
1686,20250501,764,137,5229.29,153,5840.01
1687,20250501,594,137,12769.77,124,11558.04
1688,20250501,46,140,47387.2,153,51787.44
1689,20250501,431,167,4540.73,190,5166.1
1690,20250501,94,118,1391.22,132,1556.28
1691,20250501,534,122,13635.94,89,9947.53
1692,20250501,292,126,40837.86,144,46671.84
1693,20250501,216,99,33317.46,93,31298.22
1694,20250501,297,94,19111.14,99,20127.69
1695,20250501,769,132,12301.08,153,14258.07
1696,20250501,192,136,19350.08,159,22622.52
1697,20250501,459,143,5974.54,141,5890.98
1698,20250501,256,148,16023.96,180,19488.6
1699,20250501,359,123,19281.48,117,18340.92
1700,20250501,438,161,6599.39,202,8279.98
1701,20250501,421,106,8749.24,74,6107.96
1702,20250501,361,120,26209.2,126,27519.66
1703,20250501,295,141,30637.89,174,37808.46
1704,20250501,364,147,8528.94,181,10501.62
1705,20250501,257,137,21019.91,113,17337.59
1706,20250501,97,179,54018.62,223,67296.94
1707,20250501,11,140,7618.8,106,5768.52
1708,20250501,238,128,29774.08,101,23493.61
1709,20250501,423,137,3588.03,105,2749.95
1710,20250501,561,161,35927.15,122,27224.3
1711,20250501,502,124,44471.36,138,49492.32
1712,20250501,414,139,27319.06,109,21422.86
1713,20250501,799,129,22233.15,132,22750.2
1714,20250501,251,156,54748.2,172,60363.4
1715,20250501,22,126,13287.96,104,10967.84
1716,20250501,463,106,21560.4,128,26035.2
1717,20250501,528,159,58124.04,181,66166.36
1718,20250501,356,135,17338.05,126,16182.18
1719,20250501,8,129,27260.28,152,32120.64
1720,20250501,67,120,26466.0,116,25583.8
1721,20250501,215,143,25687.09,155,27842.65
1722,20250501,629,138,30030.18,99,21543.39
1723,20250501,707,133,30020.76,152,34309.44
1724,20250501,728,150,3598.5,127,3046.73
1725,20250501,398,162,11472.84,188,13314.16
1726,20250501,689,99,10159.38,106,10877.72
1727,20250501,477,94,23823.36,105,26611.2
1728,20250501,170,144,48479.04,167,56222.22
1729,20250501,303,139,14618.63,144,15144.48
1730,20250501,531,121,2265.12,141,2639.52
1731,20250501,266,118,30676.46,94,24437.18
1732,20250501,619,126,12186.72,150,14508.0
1733,20250501,355,156,23585.64,199,30086.81
1734,20250501,607,104,18915.52,94,17096.72
1735,20250501,485,148,18529.6,167,20908.4
1736,20250501,180,144,3608.64,151,3784.06
1737,20250501,262,146,34724.64,138,32821.92
1738,20250501,760,170,54658.4,198,63660.96
1739,20250501,107,146,13494.78,186,17191.98
1740,20250501,648,136,4609.04,113,3829.57
1741,20250601,108,131,3208.19,105,2571.45
1742,20250601,712,131,15456.69,111,13096.89
1743,20250601,355,139,21015.41,174,26307.06
1744,20250601,598,122,13627.4,128,14297.6
1745,20250601,198,133,8218.07,97,5993.63
1746,20250601,405,143,33599.28,132,31014.72
1747,20250601,504,130,3188.9,111,2722.83
1748,20250601,670,135,30861.0,165,37719.0
1749,20250601,523,145,21989.25,149,22595.85
1750,20250601,787,115,25597.85,81,18029.79
1751,20250601,663,127,38713.41,127,38713.41
1752,20250601,444,130,35291.1,100,27147.0
1753,20250601,357,95,3234.75,67,2281.35
1754,20250601,727,141,4220.13,131,3920.83
1755,20250601,10,152,8005.84,107,5635.69
1756,20250601,668,154,18587.8,133,16053.1
1757,20250601,578,122,40290.5,139,45904.75
1758,20250601,138,122,35022.54,94,26984.58
1759,20250601,542,129,15283.92,99,11729.52
1760,20250601,159,160,22134.4,172,23794.48
1761,20250601,409,163,35830.66,183,40227.06
1762,20250601,186,147,28226.94,137,26306.74
1763,20250601,534,139,15536.03,138,15424.26
1764,20250601,512,152,9946.88,186,12171.84
1765,20250601,587,153,41873.04,126,34483.68
1766,20250601,723,127,49898.3,127,49898.3
1767,20250601,363,155,17573.9,138,15646.44
1768,20250601,93,136,8351.76,145,8904.45
1769,20250601,312,109,22406.04,77,15828.12
1770,20250601,106,157,12581.98,116,9296.24
1771,20250601,425,119,18531.87,144,22425.12
1772,20250601,655,108,7661.52,129,9151.26
1773,20250601,167,143,33755.15,182,42961.1
1774,20250601,252,143,3725.15,126,3282.3
1775,20250601,163,138,4939.02,149,5332.71
1776,20250601,373,121,29060.57,150,36025.5
1777,20250601,427,122,50759.32,151,62825.06
1778,20250601,89,121,10153.11,95,7971.45
1779,20250601,397,168,25132.8,183,27376.8
1780,20250601,562,142,26805.34,170,32090.9
1781,20250601,582,120,50302.8,131,54913.89
1782,20250601,735,138,16837.38,160,19521.6
1783,20250601,653,147,30877.35,115,24155.75
1784,20250601,121,148,44225.36,169,50500.58
1785,20250601,647,136,25119.2,126,23272.2
1786,20250601,276,163,10872.1,177,11805.9
1787,20250601,229,128,21592.32,102,17206.38
1788,20250601,489,133,34408.43,103,26647.13
1789,20250601,630,117,39755.43,132,44852.28
1790,20250601,691,152,24394.48,177,28406.73
1791,20250601,172,151,8960.34,184,10918.56
1792,20250601,568,157,4326.92,145,3996.2
1793,20250601,311,127,45783.5,109,39294.5
1794,20250601,118,146,59915.48,138,56632.44
1795,20250601,774,142,14248.28,165,16556.1
1796,20250601,31,161,45273.2,203,57083.6
1797,20250601,323,129,28532.22,143,31628.74
1798,20250601,193,171,29357.28,157,26953.76
1799,20250601,319,153,43377.03,157,44511.07
1800,20250601,129,132,37721.64,121,34578.17
1801,20250701,562,145,27371.65,186,35111.22
1802,20250701,552,163,34521.77,149,31556.71
1803,20250701,443,113,42513.99,142,53424.66
1804,20250701,283,127,34766.25,135,36956.25
1805,20250701,355,168,25399.92,130,19654.7
1806,20250701,742,139,30949.74,154,34289.64
1807,20250701,439,138,48415.92,164,57537.76
1808,20250701,756,161,63474.25,185,72936.25
1809,20250701,46,135,45694.8,163,55172.24
1810,20250701,353,125,28750.0,156,35880.0
1811,20250701,565,124,5036.88,126,5118.12
1812,20250701,244,111,39694.71,103,36833.83
1813,20250701,234,121,38586.9,114,36354.6
1814,20250701,262,168,39957.12,208,49470.72
1815,20250701,201,150,26833.5,151,27012.39
1816,20250701,242,134,23003.78,107,18368.69
1817,20250701,399,149,7788.23,168,8781.36
1818,20250701,325,119,26635.77,121,27083.43
1819,20250701,291,116,20668.88,143,25479.74
1820,20250701,653,136,28566.8,172,36128.6
1821,20250701,50,132,33484.44,151,38304.17
1822,20250701,307,158,20625.32,179,23366.66
1823,20250701,476,134,31514.12,144,33865.92
1824,20250701,594,121,11278.41,133,12396.93
1825,20250701,574,109,31905.39,85,24880.35
1826,20250701,206,168,6084.96,182,6592.04
1827,20250701,203,150,53691.0,148,52975.12
1828,20250701,530,141,33701.82,154,36809.08
1829,20250701,37,135,55108.35,102,41637.42
1830,20250701,738,165,36935.25,163,36487.55
1831,20250701,170,109,36695.94,137,46122.42
1832,20250701,600,113,7519.02,108,7186.32
1833,20250701,433,122,7438.34,118,7194.46
1834,20250701,777,115,13398.65,96,11184.96
1835,20250701,315,134,39692.14,171,50651.91
1836,20250701,59,127,9094.47,157,11242.77
1837,20250701,339,138,20382.6,138,20382.6
1838,20250701,186,135,25922.7,167,32067.34
1839,20250701,514,123,41875.35,87,29619.15
1840,20250701,614,153,1658.52,129,1398.36
1841,20250701,327,165,5202.45,139,4382.67
1842,20250701,329,148,39829.76,156,41982.72
1843,20250701,228,122,25750.54,107,22584.49
1844,20250701,13,154,15068.9,185,18102.25
1845,20250701,284,148,2363.56,192,3066.24
1846,20250701,75,134,15749.02,163,19157.39
1847,20250701,275,141,4930.77,99,3462.03
1848,20250701,710,147,7664.58,188,9802.32
1849,20250701,668,134,16173.8,143,17260.1
1850,20250701,82,138,41342.04,99,29658.42
1851,20250701,142,128,33144.32,111,28742.34
1852,20250701,341,116,6243.12,106,5704.92
1853,20250701,100,153,9747.63,171,10894.41
1854,20250701,642,143,13389.09,136,12733.68
1855,20250701,538,130,11239.8,100,8646.0
1856,20250701,635,148,7916.52,178,9521.22
1857,20250701,309,135,36481.05,99,26752.77
1858,20250701,549,157,18367.43,143,16729.57
1859,20250701,424,133,21937.02,121,19957.74
