ForecastKey,DateKey,ProductKey,ForecastUnits,ActualUnits,ML_PredictedUnits,ML_ForecastVariance
1341,20241101,230,153,122,123.6,-29.4
1342,20241101,440,156,169,136.3,-19.7
1343,20241101,744,101,77,134.3,33.3
1344,20241101,46,114,85,133.0,19.0
1345,20241101,35,142,173,148.0,6.0
1346,20241101,203,133,155,159.1,26.1
1347,20241101,359,153,147,129.0,-24.0
1348,20241101,605,139,162,137.7,-1.3
1349,20241101,480,168,188,145.4,-22.6
1350,20241101,624,141,109,146.9,5.9
1351,20241101,537,120,94,133.7,13.7
1352,20241101,234,160,119,127.1,-32.9
1353,20241101,636,160,145,130.5,-29.5
1354,20241101,133,160,157,131.8,-28.2
1355,20241101,800,125,156,141.2,16.2
1356,20241101,761,133,146,135.6,2.6
1357,20241101,89,152,110,130.8,-21.2
1358,20241101,280,126,94,124.4,-1.6
1359,20241101,435,137,147,133.2,-3.8
1360,20241101,291,147,105,134.0,-13.0
1361,20241101,312,128,100,135.3,7.3
1362,20241101,456,127,93,136.9,9.9
1363,20241101,563,133,98,116.7,-16.3
1364,20241101,122,132,168,132.0,-0.0
1365,20241101,733,116,87,130.7,14.7
1366,20241101,61,121,144,147.3,26.3
1367,20241101,509,136,104,135.1,-0.9
1368,20241101,401,131,96,131.1,0.1
1369,20241101,340,157,201,136.8,-20.2
1370,20241101,569,154,199,144.4,-9.6
1371,20241101,278,150,150,134.9,-15.1
1372,20241101,146,135,100,131.2,-3.8
1373,20241101,383,107,133,136.1,29.1
1374,20241101,350,142,134,136.0,-6.0
1375,20241101,745,114,88,118.9,4.9
1376,20241101,151,114,111,134.8,20.8
1377,20241101,658,110,133,144.3,34.3
1378,20241101,404,153,198,140.3,-12.7
1379,20241101,363,143,115,136.3,-6.7
1380,20241101,384,133,141,136.1,3.1
1381,20241201,257,134,142,142.1,8.1
1382,20241201,386,158,115,135.1,-22.9
1383,20241201,91,132,159,118.5,-13.5
1384,20241201,366,119,105,120.5,1.5
1385,20241201,243,122,92,138.7,16.7
1386,20241201,417,120,121,128.5,8.5
1387,20241201,639,138,104,140.0,2.0
1388,20241201,92,118,150,135.4,17.4
1389,20241201,486,127,109,143.7,16.7
1390,20241201,792,129,164,138.8,9.8
1391,20241201,385,141,143,138.3,-2.7
1392,20241201,507,128,157,122.9,-5.1
1393,20241201,752,143,146,136.2,-6.8
1394,20241201,695,125,119,134.9,9.9
1395,20241201,119,135,174,143.0,8.0
1396,20241201,344,146,156,148.7,2.7
1397,20241201,528,126,104,145.4,19.4
1398,20241201,374,184,226,194.5,10.5
1399,20241201,48,142,178,145.3,3.3
1400,20241201,690,128,113,140.6,12.6
1401,20241201,774,146,167,141.4,-4.6
1402,20241201,658,140,147,145.6,5.6
1403,20241201,82,131,109,121.0,-10.0
1404,20241201,505,136,98,136.6,0.6
1405,20241201,155,134,100,121.6,-12.4
1406,20241201,347,135,112,128.3,-6.7
1407,20241201,470,117,83,135.9,18.9
1408,20241201,361,127,163,142.0,15.0
1409,20241201,339,122,157,140.3,18.3
1410,20241201,728,102,98,135.6,33.6
1411,20241201,194,137,113,140.2,3.2
1412,20241201,176,135,121,139.8,4.8
1413,20241201,556,141,151,143.2,2.2
1414,20241201,761,126,92,125.8,-0.2
1415,20241201,229,141,168,124.7,-16.3
1416,20241201,348,139,101,143.1,4.1
1417,20241201,25,145,182,133.3,-11.7
1418,20241201,247,139,167,128.7,-10.3
1419,20241201,498,155,157,131.3,-23.7
1420,20241201,423,145,110,141.9,-3.1
1421,20241201,161,114,91,132.7,18.7
1422,20241201,521,141,126,126.3,-14.7
1423,20241201,573,159,160,143.2,-15.8
1424,20241201,511,141,106,138.2,-2.8
1425,20241201,295,139,168,145.7,6.7
1426,20241201,19,104,100,139.0,35.0
1427,20241201,502,116,107,147.6,31.6
1428,20241201,327,145,148,127.1,-17.9
1429,20241201,250,145,108,127.5,-17.5
1430,20241201,773,134,145,126.5,-7.5
1431,20241201,341,123,142,127.0,4.0
1432,20241201,181,135,125,139.0,4.0
1433,20241201,414,121,89,131.4,10.4
1434,20241201,610,161,124,140.5,-20.5
1435,20241201,220,122,153,131.6,9.6
1436,20241201,270,135,108,134.9,-0.1
1437,20241201,353,153,151,136.6,-16.4
1438,20241201,24,113,123,140.8,27.8
1439,20241201,488,166,164,138.4,-27.6
1440,20241201,205,156,193,136.4,-19.6
1441,20250101,166,116,140,138.5,22.5
1442,20250101,128,129,167,167.0,38.0
1443,20250101,413,148,143,142.3,-5.7
1444,20250101,654,158,147,139.7,-18.3
1445,20250101,711,148,154,141.0,-7.0
1446,20250101,123,153,170,139.9,-13.1
1447,20250101,246,146,147,137.5,-8.5
1448,20250101,637,131,133,138.9,7.9
1449,20250101,716,116,128,133.6,17.6
1450,20250101,672,124,119,139.3,15.3
1451,20250101,150,123,140,134.9,11.9
1452,20250101,572,146,114,139.4,-6.6
1453,20250101,504,106,90,137.1,31.1
1454,20250101,269,143,146,142.9,-0.1
1455,20250101,354,124,137,145.8,21.8
1456,20250101,590,123,153,151.0,28.0
1457,20250101,730,165,160,147.0,-18.0
1458,20250101,699,136,124,142.9,6.9
1459,20250101,263,137,157,131.9,-5.1
1460,20250101,288,115,88,129.4,14.4
1461,20250101,230,166,170,138.8,-27.2
1462,20250101,440,143,144,141.0,-2.0
1463,20250101,744,165,129,135.9,-29.1
1464,20250101,46,156,124,141.9,-14.1
1465,20250101,35,156,140,142.0,-14.0
1466,20250101,203,143,118,146.3,3.3
1467,20250101,359,137,165,137.1,0.1
1468,20250101,605,134,166,143.1,9.1
1469,20250101,480,105,117,124.0,19.0
1470,20250101,624,119,152,147.0,28.0
1471,20250101,537,135,107,140.2,5.2
1472,20250101,234,126,141,139.0,13.0
1473,20250101,636,131,157,129.1,-1.9
1474,20250101,133,186,154,138.9,-47.1
1475,20250101,800,160,171,156.8,-3.2
1476,20250101,761,141,130,151.2,10.2
1477,20250101,89,112,106,132.7,20.7
1478,20250101,280,133,170,139.6,6.6
1479,20250101,435,119,138,143.8,24.8
1480,20250101,291,154,186,145.2,-8.8
1481,20250101,312,129,151,144.2,15.2
1482,20250101,456,148,182,157.1,9.1
1483,20250101,563,134,133,129.3,-4.7
1484,20250101,122,171,170,146.9,-24.1
1485,20250101,733,161,179,146.3,-14.7
1486,20250101,61,133,111,134.2,1.2
1487,20250101,509,154,147,140.1,-13.9
1488,20250101,401,117,95,135.7,18.7
1489,20250101,340,131,170,145.1,14.1
1490,20250101,569,152,138,145.3,-6.7
1491,20250101,278,167,194,143.2,-23.8
1492,20250101,146,145,126,135.7,-9.3
1493,20250101,383,127,155,147.2,20.2
1494,20250101,350,139,177,147.0,8.0
1495,20250101,745,140,125,128.3,-11.7
1496,20250101,151,156,114,121.8,-34.2
1497,20250101,658,154,139,148.1,-5.9
1498,20250101,404,127,115,147.9,20.9
1499,20250101,363,116,142,141.0,25.0
1500,20250101,384,124,136,147.2,23.2
1501,20250201,257,171,198,148.1,-22.9
1502,20250201,386,136,125,132.9,-3.1
1503,20250201,91,161,135,133.4,-27.6
1504,20250201,366,147,186,143.7,-3.3
1505,20250201,243,147,158,134.6,-12.4
1506,20250201,417,112,98,132.4,20.4
1507,20250201,639,146,173,146.9,0.9
1508,20250201,92,157,124,142.0,-15.0
1509,20250201,486,120,89,147.5,27.5
1510,20250201,792,143,120,135.9,-7.1
1511,20250201,385,124,99,143.1,19.1
1512,20250201,507,122,108,133.0,11.0
1513,20250201,752,143,164,137.3,-5.7
1514,20250201,695,116,90,140.2,24.2
1515,20250201,119,143,152,138.5,-4.5
1516,20250201,344,137,145,149.5,12.5
1517,20250201,528,120,108,136.1,16.1
1518,20250201,374,122,129,150.9,28.9
1519,20250201,48,167,185,145.5,-21.5
1520,20250201,690,145,184,143.0,-2.0
1521,20250201,774,118,111,139.3,21.3
1522,20250201,658,134,118,147.8,13.8
1523,20250201,82,152,165,139.5,-12.5
1524,20250201,505,156,181,136.5,-19.5
1525,20250201,155,132,142,133.5,1.5
1526,20250201,347,147,119,133.7,-13.3
1527,20250201,470,155,195,145.4,-9.6
1528,20250201,361,163,199,151.0,-12.0
1529,20250201,339,126,92,135.7,9.7
1530,20250201,728,150,191,142.1,-7.9
1531,20250201,194,153,178,146.0,-7.0
1532,20250201,176,124,114,138.3,14.3
1533,20250201,556,115,119,138.6,23.6
1534,20250201,761,142,161,143.9,1.9
1535,20250201,229,122,120,135.5,13.5
1536,20250201,348,110,113,142.7,32.7
1537,20250201,25,116,141,134.6,18.6
1538,20250201,247,117,127,129.7,12.7
1539,20250201,498,139,167,138.4,-0.6
1540,20250201,423,140,123,141.2,1.2
1541,20250201,161,128,130,135.7,7.7
1542,20250201,521,125,150,135.6,10.6
1543,20250201,573,113,128,137.1,24.1
1544,20250201,511,131,164,138.9,7.9
1545,20250201,295,96,113,153.8,57.8
1546,20250201,19,117,85,146.0,29.0
1547,20250201,502,140,179,136.4,-3.6
1548,20250201,327,132,97,124.0,-8.0
1549,20250201,250,126,160,136.3,10.3
1550,20250201,773,145,156,136.3,-8.7
1551,20250201,341,152,116,132.4,-19.6
1552,20250201,181,121,121,131.6,10.6
1553,20250201,414,145,135,137.5,-7.5
1554,20250201,610,153,172,138.6,-14.4
1555,20250201,220,136,105,136.7,0.7
1556,20250201,270,139,160,131.4,-7.6
1557,20250201,353,128,91,139.5,11.5
1558,20250201,24,182,176,139.3,-42.7
1559,20250201,488,147,105,142.7,-4.3
1560,20250201,205,162,118,133.4,-28.6
1561,20250301,537,124,126,136.4,12.4
1562,20250301,387,140,101,139.7,-0.3
1563,20250301,290,135,169,148.4,13.4
1564,20250301,263,138,135,128.1,-9.9
1565,20250301,83,128,152,135.2,7.2
1566,20250301,408,119,151,128.8,9.8
1567,20250301,656,149,139,135.8,-13.2
1568,20250301,466,117,97,132.9,15.9
1569,20250301,721,119,134,138.1,19.1
1570,20250301,341,139,151,130.8,-8.2
1571,20250301,250,119,96,134.4,15.4
1572,20250301,331,141,148,139.6,-1.4
1573,20250301,731,124,92,146.8,22.8
1574,20250301,79,156,156,153.4,-2.6
1575,20250301,386,107,97,131.0,24.0
1576,20250301,450,117,112,135.3,18.3
1577,20250301,351,121,156,144.7,23.7
1578,20250301,344,158,171,147.9,-10.1
1579,20250301,752,119,137,135.7,16.7
1580,20250301,472,137,118,128.3,-8.7
1581,20250301,599,160,175,139.4,-20.6
1582,20250301,598,143,102,127.7,-15.3
1583,20250301,603,150,109,135.8,-14.2
1584,20250301,730,161,139,139.1,-21.9
1585,20250301,146,141,108,131.4,-9.6
1586,20250301,78,100,109,134.3,34.3
1587,20250301,52,128,90,134.9,6.9
1588,20250301,498,119,102,135.2,16.2
1589,20250301,608,132,154,135.7,3.7
1590,20250301,515,165,128,134.0,-31.0
1591,20250301,615,111,78,136.8,25.8
1592,20250301,154,160,155,143.0,-17.0
1593,20250301,63,113,102,138.0,25.0
1594,20250301,206,144,137,137.1,-6.9
1595,20250301,359,159,125,132.7,-26.3
1596,20250301,783,146,151,138.0,-8.0
1597,20250301,305,111,101,136.9,25.9
1598,20250301,173,132,122,128.0,-4.0
1599,20250301,190,162,119,130.1,-31.9
1600,20250301,712,121,130,138.2,17.2
1601,20250301,604,152,144,145.1,-6.9
1602,20250301,166,171,207,134.4,-36.6
1603,20250301,40,124,102,137.1,13.1
1604,20250301,370,134,112,134.9,0.9
1605,20250301,108,145,155,137.1,-7.9
1606,20250301,277,120,86,132.0,12.0
1607,20250301,756,180,159,135.0,-45.0
1608,20250301,120,145,166,139.1,-5.9
1609,20250301,746,163,153,143.2,-19.8
1610,20250301,155,139,136,131.6,-7.4
1611,20250301,266,153,151,146.6,-6.4
1612,20250301,270,137,133,129.5,-7.5
1613,20250301,436,111,135,138.0,27.0
1614,20250301,92,181,151,140.1,-40.9
1615,20250301,82,124,112,132.2,8.2
1616,20250301,175,115,101,133.9,18.9
1617,20250301,393,153,159,143.2,-9.8
1618,20250301,22,121,102,126.2,5.2
1619,20250301,580,125,118,136.5,11.5
1620,20250301,508,114,95,117.2,3.2
1621,20250401,751,117,113,137.1,20.1
1622,20250401,789,144,159,133.3,-10.7
1623,20250401,427,133,143,124.1,-8.9
1624,20250401,239,140,120,139.5,-0.5
1625,20250401,428,113,101,125.7,12.7
1626,20250401,310,129,129,142.5,13.5
1627,20250401,69,167,213,148.6,-18.4
1628,20250401,245,144,174,136.4,-7.6
1629,20250401,543,132,121,139.2,7.2
1630,20250401,19,126,106,144.9,18.9
1631,20250401,30,116,82,134.2,18.2
1632,20250401,483,148,184,136.7,-11.3
1633,20250401,589,133,116,141.6,8.6
1634,20250401,96,140,174,150.0,10.0
1635,20250401,485,140,116,140.7,0.7
1636,20250401,601,166,180,144.2,-21.8
1637,20250401,507,127,137,134.6,7.6
1638,20250401,304,172,143,155.1,-16.9
1639,20250401,414,142,137,136.8,-5.2
1640,20250401,440,159,168,139.6,-19.4
1641,20250401,159,115,119,139.4,24.4
1642,20250401,101,152,141,136.4,-15.6
1643,20250401,255,132,118,133.6,1.6
1644,20250401,190,138,152,132.7,-5.3
1645,20250401,521,142,156,135.5,-6.5
1646,20250401,691,141,172,149.2,8.2
1647,20250401,277,160,148,133.9,-26.1
1648,20250401,642,112,82,137.9,25.9
1649,20250401,31,137,173,146.4,9.4
1650,20250401,439,117,142,148.4,31.4
1651,20250401,449,132,164,175.7,43.7
1652,20250401,610,131,127,139.4,8.4
1653,20250401,636,123,139,131.2,8.2
1654,20250401,778,144,142,139.8,-4.2
1655,20250401,57,110,131,143.0,33.0
1656,20250401,608,112,124,138.1,26.1
1657,20250401,491,180,224,146.1,-33.9
1658,20250401,649,104,126,134.7,30.7
1659,20250401,53,129,118,137.2,8.2
1660,20250401,154,175,165,147.6,-27.4
1661,20250401,785,152,184,137.5,-14.5
1662,20250401,638,163,174,135.0,-28.0
1663,20250401,713,126,125,135.4,9.4
1664,20250401,352,101,105,138.4,37.4
1665,20250401,753,147,113,136.7,-10.3
1666,20250401,133,136,125,136.9,0.9
1667,20250401,325,139,156,143.1,4.1
1668,20250401,12,157,184,138.4,-18.6
1669,20250401,145,128,146,140.3,12.3
1670,20250401,532,155,162,129.7,-25.3
1671,20250401,388,141,157,149.1,8.1
1672,20250401,8,116,104,135.0,19.0
1673,20250401,22,162,148,128.6,-33.4
1674,20250401,754,126,162,150.3,24.3
1675,20250401,579,157,197,147.1,-9.9
1676,20250401,582,129,159,143.2,14.2
1677,20250401,178,121,124,141.9,20.9
1678,20250401,497,155,127,136.8,-18.2
1679,20250401,150,128,95,133.5,5.5
1680,20250401,477,156,160,141.8,-14.2
1681,20250501,158,117,138,131.0,14.0
1682,20250501,117,163,196,142.1,-20.9
1683,20250501,420,152,189,148.9,-3.1
1684,20250501,399,118,116,144.2,26.2
1685,20250501,301,154,156,139.5,-14.5
1686,20250501,764,137,153,146.9,9.9
1687,20250501,594,137,124,138.7,1.7
1688,20250501,46,140,153,138.7,-1.3
1689,20250501,431,167,190,142.6,-24.4
1690,20250501,94,118,132,137.1,19.1
1691,20250501,534,122,89,128.8,6.8
1692,20250501,292,126,144,133.5,7.5
1693,20250501,216,99,93,136.6,37.6
1694,20250501,297,94,99,138.5,44.5
1695,20250501,769,132,153,132.3,0.3
1696,20250501,192,136,159,139.0,3.0
1697,20250501,459,143,141,147.7,4.7
1698,20250501,256,148,180,147.0,-1.0
1699,20250501,359,123,117,135.1,12.1
1700,20250501,438,161,202,154.1,-6.9
1701,20250501,421,106,74,130.4,24.4
1702,20250501,361,120,126,151.2,31.2
1703,20250501,295,141,174,151.3,10.3
1704,20250501,364,147,181,157.9,10.9
1705,20250501,257,137,113,145.4,8.4
1706,20250501,97,179,223,165.1,-13.9
1707,20250501,11,140,106,150.8,10.8
1708,20250501,238,128,101,136.9,8.9
1709,20250501,423,137,105,142.0,5.0
1710,20250501,561,161,122,142.5,-18.5
1711,20250501,502,124,138,139.2,15.2
1712,20250501,414,139,109,136.8,-2.2
1713,20250501,799,129,132,137.3,8.3
1714,20250501,251,156,172,147.3,-8.7
1715,20250501,22,126,104,128.6,2.6
1716,20250501,463,106,128,131.4,25.4
1717,20250501,528,159,181,140.4,-18.6
1718,20250501,356,135,126,144.2,9.2
1719,20250501,8,129,152,135.0,6.0
1720,20250501,67,120,116,121.2,1.2
1721,20250501,215,143,155,141.6,-1.4
1722,20250501,629,138,99,124.5,-13.5
1723,20250501,707,133,152,138.5,5.5
1724,20250501,728,150,127,141.9,-8.1
1725,20250501,398,162,188,142.4,-19.6
1726,20250501,689,99,106,135.6,36.6
1727,20250501,477,94,105,141.8,47.8
1728,20250501,170,144,167,145.3,1.3
1729,20250501,303,139,144,140.8,1.8
1730,20250501,531,121,141,141.9,20.9
1731,20250501,266,118,94,133.5,15.5
1732,20250501,619,126,150,142.8,16.8
1733,20250501,355,156,199,139.7,-16.3
1734,20250501,607,104,94,133.5,29.5
1735,20250501,485,148,167,140.7,-7.3
1736,20250501,180,144,151,123.1,-20.9
1737,20250501,262,146,138,140.2,-5.8
1738,20250501,760,170,198,134.5,-35.5
1739,20250501,107,146,186,135.7,-10.3
1740,20250501,648,136,113,131.1,-4.9
1741,20250601,108,131,105,140.3,9.3
1742,20250601,712,131,111,136.2,5.2
1743,20250601,355,139,174,140.0,1.0
1744,20250601,598,122,128,130.6,8.6
1745,20250601,198,133,97,144.8,11.8
1746,20250601,405,143,132,137.4,-5.6
1747,20250601,504,130,111,137.1,7.1
1748,20250601,670,135,165,143.4,8.4
1749,20250601,523,145,149,143.2,-1.8
1750,20250601,787,115,81,133.2,18.2
1751,20250601,663,127,127,136.8,9.8
1752,20250601,444,130,100,134.9,4.9
1753,20250601,357,95,67,120.4,25.4
1754,20250601,727,141,131,133.4,-7.6
1755,20250601,10,152,107,130.7,-21.3
1756,20250601,668,154,133,139.4,-14.6
1757,20250601,578,122,139,133.5,11.5
1758,20250601,138,122,94,134.0,12.0
1759,20250601,542,129,99,129.9,0.9
1760,20250601,159,160,172,139.4,-20.6
1761,20250601,409,163,183,152.6,-10.4
1762,20250601,186,147,137,139.2,-7.8
1763,20250601,534,139,138,129.1,-9.9
1764,20250601,512,152,186,150.4,-1.6
1765,20250601,587,153,126,132.4,-20.6
1766,20250601,723,127,127,137.0,10.0
1767,20250601,363,155,138,139.6,-15.4
1768,20250601,93,136,145,146.8,10.8
1769,20250601,312,109,77,143.7,34.7
1770,20250601,106,157,116,132.1,-24.9
1771,20250601,425,119,144,138.8,19.8
1772,20250601,655,108,129,138.7,30.7
1773,20250601,167,143,182,141.3,-1.7
1774,20250601,252,143,126,138.6,-4.4
1775,20250601,163,138,149,140.7,2.7
1776,20250601,373,121,150,138.8,17.8
1777,20250601,427,122,151,123.9,1.9
1778,20250601,89,121,95,134.2,13.2
1779,20250601,397,168,183,136.3,-31.7
1780,20250601,562,142,170,147.8,5.8
1781,20250601,582,120,131,143.0,23.0
1782,20250601,735,138,160,140.4,2.4
1783,20250601,653,147,115,148.8,1.8
1784,20250601,121,148,169,139.6,-8.4
1785,20250601,647,136,126,136.3,0.3
1786,20250601,276,163,177,152.0,-11.0
1787,20250601,229,128,102,135.3,7.3
1788,20250601,489,133,103,133.5,0.5
1789,20250601,630,117,132,140.3,23.3
1790,20250601,691,152,177,142.1,-9.9
1791,20250601,172,151,184,149.9,-1.1
1792,20250601,568,157,145,134.2,-22.8
1793,20250601,311,127,109,137.4,10.4
1794,20250601,118,146,138,131.8,-14.2
1795,20250601,774,142,165,142.7,0.7
1796,20250601,31,161,203,146.2,-14.8
1797,20250601,323,129,143,143.0,14.0
1798,20250601,193,171,157,134.9,-36.1
1799,20250601,319,153,157,135.9,-17.1
1800,20250601,129,132,121,134.2,2.2
1801,20250701,562,145,186,146.7,1.7
1802,20250701,552,163,149,140.0,-23.0
1803,20250701,443,113,142,157.5,44.5
1804,20250701,283,127,135,137.3,10.3
1805,20250701,355,168,130,142.6,-25.4
1806,20250701,742,139,154,141.3,2.3
1807,20250701,439,138,164,150.3,12.3
1808,20250701,756,161,185,135.4,-25.6
1809,20250701,46,135,163,140.6,5.6
1810,20250701,353,125,156,144.1,19.1
1811,20250701,565,124,126,129.6,5.6
1812,20250701,244,111,103,145.9,34.9
1813,20250701,234,121,114,134.2,13.2
1814,20250701,262,168,208,142.6,-25.4
1815,20250701,201,150,151,145.6,-4.4
1816,20250701,242,134,107,136.7,2.7
1817,20250701,399,149,168,143.7,-5.3
1818,20250701,325,119,121,135.9,16.9
1819,20250701,291,116,143,141.8,25.8
1820,20250701,653,136,172,150.9,14.9
1821,20250701,50,132,151,142.1,10.1
1822,20250701,307,158,179,141.9,-16.1
1823,20250701,476,134,144,143.1,9.1
1824,20250701,594,121,133,137.5,16.5
1825,20250701,574,109,85,118.3,9.3
1826,20250701,206,168,182,136.6,-31.4
1827,20250701,203,150,148,151.3,1.3
1828,20250701,530,141,154,136.9,-4.1
1829,20250701,37,135,102,128.0,-7.0
1830,20250701,738,165,163,138.0,-27.0
1831,20250701,170,109,137,145.3,36.3
1832,20250701,600,113,108,146.8,33.8
1833,20250701,433,122,118,143.7,21.7
1834,20250701,777,115,96,128.5,13.5
1835,20250701,315,134,171,139.9,5.9
1836,20250701,59,127,157,147.0,20.0
1837,20250701,339,138,138,134.8,-3.2
1838,20250701,186,135,167,141.4,6.4
1839,20250701,514,123,87,131.7,8.7
1840,20250701,614,153,129,132.2,-20.8
1841,20250701,327,165,139,122.2,-42.8
1842,20250701,329,148,156,134.2,-13.8
1843,20250701,228,122,107,145.7,23.7
1844,20250701,13,154,185,153.6,-0.4
1845,20250701,284,148,192,151.7,3.7
1846,20250701,75,134,163,138.0,4.0
1847,20250701,275,141,99,130.1,-10.9
1848,20250701,710,147,188,132.1,-14.9
1849,20250701,668,134,143,139.6,5.6
1850,20250701,82,138,99,126.5,-11.5
1851,20250701,142,128,111,132.1,4.1
1852,20250701,341,116,106,133.3,17.3
1853,20250701,100,153,171,143.7,-9.3
1854,20250701,642,143,136,136.4,-6.6
1855,20250701,538,130,100,137.5,7.5
1856,20250701,635,148,178,144.3,-3.7
1857,20250701,309,135,99,132.2,-2.8
1858,20250701,549,157,143,128.4,-28.6
1859,20250701,424,133,121,138.2,5.2
1860,20250701,649,138,121,133.4,-4.6
1861,20250801,134,109,135,139.6,30.6
1862,20250801,352,172,212,140.5,-31.5
1863,20250801,80,141,120,139.9,-1.1
1864,20250801,718,132,123,146.5,14.5
1865,20250801,218,157,140,137.0,-20.0
1866,20250801,59,157,134,147.0,-10.0
1867,20250801,436,138,123,144.7,6.7
1868,20250801,254,114,116,138.5,24.5
1869,20250801,785,154,163,139.6,-14.4
1870,20250801,280,123,145,133.4,10.4
1871,20250801,304,149,173,157.2,8.2
1872,20250801,424,117,119,138.9,21.9
1873,20250801,382,154,168,137.3,-16.7
1874,20250801,269,160,124,143.4,-16.6
1875,20250801,205,133,116,133.4,0.4
1876,20250801,403,168,190,141.7,-26.3
1877,20250801,133,115,140,135.7,20.7
1878,20250801,700,130,130,137.9,7.9
1879,20250801,256,160,174,146.7,-13.3
1880,20250801,757,94,90,134.6,40.6
1881,20250801,242,150,111,137.3,-12.7
1882,20250801,621,106,105,132.6,26.6
1883,20250801,754,108,88,152.4,44.4
1884,20250801,355,145,184,143.2,-1.8
1885,20250801,556,127,159,137.1,10.1
1886,20250801,2,188,218,148.4,-39.6
1887,20250801,71,148,176,133.5,-14.5
1888,20250801,106,112,78,131.7,19.7
1889,20250801,377,172,154,136.3,-35.7
1890,20250801,42,183,205,150.1,-32.9
1891,20250801,444,169,188,134.9,-34.1
1892,20250801,696,132,120,138.6,6.6
1893,20250801,34,138,111,146.2,8.2
1894,20250801,633,164,192,160.9,-3.1
1895,20250801,593,135,124,126.0,-9.0
1896,20250801,137,141,107,141.5,0.5
1897,20250801,566,122,104,129.5,7.5
1898,20250801,759,133,96,138.9,5.9
1899,20250801,289,123,101,145.3,22.3
1900,20250801,261,125,162,144.5,19.5
1901,20250801,264,129,143,132.6,3.6
1902,20250801,798,115,143,137.7,22.7
1903,20250801,161,98,112,141.1,43.1
1904,20250801,198,131,148,144.4,13.4
1905,20250801,271,137,122,133.7,-3.3
1906,20250801,715,158,204,132.6,-25.4
1907,20250801,239,132,162,141.9,9.9
1908,20250801,84,108,116,142.5,34.5
1909,20250801,85,118,145,150.1,32.1
1910,20250801,361,150,173,150.5,0.5
1911,20250801,417,96,122,133.5,37.5
1912,20250801,72,154,187,148.0,-6.0
1913,20250801,409,163,149,154.8,-8.2
1914,20250801,416,145,177,135.9,-9.1
1915,20250801,585,151,161,138.2,-12.8
1916,20250801,320,136,110,139.1,3.1
1917,20250801,281,155,191,134.9,-20.1
1918,20250801,47,140,179,143.4,3.4
1919,20250801,170,151,183,146.1,-4.9
1920,20250801,333,133,168,146.4,13.4
1921,20250901,5,122,144,140.0,18.0
1922,20250901,131,153,174,142.9,-10.1
1923,20250901,582,133,146,144.6,11.6
1924,20250901,186,140,181,141.1,1.1
1925,20250901,562,130,168,147.2,17.2
1926,20250901,511,117,96,138.4,21.4
1927,20250901,472,136,118,126.4,-9.6
1928,20250901,495,122,117,142.6,20.6
1929,20250901,438,126,93,144.8,18.8
1930,20250901,708,155,190,139.1,-15.9
1931,20250901,691,138,139,144.0,6.0
1932,20250901,416,164,133,135.6,-28.4
1933,20250901,613,117,109,134.6,17.6
1934,20250901,340,142,132,143.7,1.7
1935,20250901,673,127,144,137.9,10.9
1936,20250901,427,104,110,116.9,12.9
1937,20250901,799,171,147,135.6,-35.4
1938,20250901,608,130,93,137.2,7.2
1939,20250901,168,162,120,132.4,-29.6
1940,20250901,642,131,167,137.0,6.0
1941,20250901,396,112,120,137.5,25.5
1942,20250901,422,171,201,127.6,-43.4
1943,20250901,745,127,106,125.8,-1.2
1944,20250901,372,118,92,123.0,5.0
1945,20250901,551,117,106,140.0,23.0
1946,20250901,206,94,121,136.8,42.8
1947,20250901,729,142,119,147.1,5.1
1948,20250901,769,120,96,131.2,11.2
1949,20250901,480,142,129,135.0,-7.0
1950,20250901,201,105,129,145.3,40.3
1951,20250901,534,119,132,132.0,13.0
1952,20250901,456,145,108,150.0,5.0
1953,20250901,373,128,164,138.5,10.5
1954,20250901,752,139,146,136.4,-2.6
1955,20250901,601,145,122,139.2,-5.8
1956,20250901,571,133,132,137.1,4.1
1957,20250901,718,131,97,146.2,15.2
1958,20250901,75,113,132,138.2,25.2
1959,20250901,19,140,181,145.3,5.3
1960,20250901,90,146,120,150.4,4.4
1961,20250901,648,118,143,124.9,6.9
1962,20250901,603,156,142,142.2,-13.8
1963,20250901,564,143,133,136.8,-6.2
1964,20250901,628,128,119,139.5,11.5
1965,20250901,491,144,149,148.0,4.0
1966,20250901,363,130,143,139.1,9.1
1967,20250901,619,139,148,145.1,6.1
1968,20250901,738,137,160,139.3,2.3
1969,20250901,329,154,146,133.4,-20.6
1970,20250901,485,138,99,140.2,2.2
1971,20250901,191,104,83,126.7,22.7
1972,20250901,583,149,165,136.4,-12.6
1973,20250901,715,116,142,132.3,16.3
1974,20250901,766,135,147,144.6,9.6
1975,20250901,647,135,102,134.8,-0.2
1976,20250901,16,141,179,147.0,6.0
1977,20250901,115,128,94,138.9,10.9
1978,20250901,274,134,94,136.6,2.6
1979,20250901,280,150,141,131.6,-18.4
1980,20250901,739,123,96,140.8,17.8
1981,20251001,630,171,205,146.6,-24.4
1982,20251001,285,139,174,148.8,9.8
1983,20251001,175,147,108,135.9,-11.1
1984,20251001,431,124,139,145.1,21.1
1985,20251001,560,121,155,140.3,19.3
1986,20251001,761,160,183,138.5,-21.5
1987,20251001,612,95,77,131.9,36.9
1988,20251001,330,105,126,137.7,32.7
1989,20251001,516,140,158,137.8,-2.2
1990,20251001,448,142,151,134.4,-7.6
