InventoryKey,DateKey,ProductKey,WarehouseKey,OnHandUnits,InTransitUnits,ReorderPoint,StockoutFlag
15273,20241110,288,7,154,244,184,0
15274,20240703,578,2,117,175,30,0
15275,20230409,263,4,373,147,114,0
15276,20260511,685,4,169,143,43,0
15277,20230708,96,7,152,42,73,0
15278,20231009,723,3,161,61,110,0
15279,20260407,16,5,230,94,74,0
15280,20240310,127,3,143,196,196,0
15281,20241029,403,3,195,236,133,0
15282,20250212,31,8,54,120,125,0
15283,20240201,162,10,290,170,140,0
15284,20250503,350,4,209,68,52,0
15285,20251008,448,3,193,170,130,0
15286,20250504,403,6,178,49,51,0
15287,20250730,54,9,100,48,21,0
15288,20240430,224,9,102,101,162,0
15289,20250309,430,1,240,241,198,0
15290,20240114,215,8,160,58,135,0
15291,20240531,443,8,0,173,150,1
15292,20251212,503,2,53,193,128,0
15293,20230906,33,5,29,35,111,0
15294,20230601,435,6,224,54,26,0
15295,20241229,529,1,40,115,77,0
15296,20241103,218,5,16,152,58,0
15297,20260420,185,5,249,242,47,0
15298,20251127,412,4,219,5,29,0
15299,20260108,457,7,43,206,93,0
15300,20230710,344,2,77,156,43,0
15301,20231216,247,9,0,225,157,1
15302,20250409,348,8,230,142,113,0
15303,20230708,409,10,204,226,144,0
15304,20250910,712,6,129,228,77,0
15305,20240327,144,5,130,123,123,0
15306,20260413,434,7,169,147,183,0
15307,20240406,331,8,107,124,72,0
15308,20230412,621,1,204,90,168,0
15309,20260509,112,3,97,246,168,0
15310,20250213,346,10,43,102,96,0
15311,20241002,327,7,58,44,179,0
15312,20250415,123,2,343,162,168,0
15313,20231102,349,8,63,14,170,0
15314,20230204,702,10,334,206,134,0
15315,20230605,606,10,0,178,66,1
15316,20230415,102,2,175,106,52,0
15317,20260315,108,7,189,71,146,0
15318,20230413,757,10,118,233,61,0
15319,20230317,219,8,47,79,48,0
15320,20240315,326,2,74,199,80,0
15321,20251003,339,9,0,138,34,1
15322,20230915,734,8,116,102,31,0
15323,20260309,799,9,147,113,57,0
15324,20230714,521,3,71,105,190,0
15325,20260412,478,2,314,155,141,0
15326,20231113,53,9,257,99,36,0
15327,20240210,704,8,303,209,119,0
15328,20230528,380,2,130,141,46,0
15329,20230928,649,9,188,192,190,0
15330,20240830,319,2,654,149,129,0
15331,20230106,548,3,0,117,121,1
15332,20231205,137,5,140,39,49,0
15333,20231102,718,10,109,116,194,0
15334,20230908,139,3,261,103,126,0
15335,20230213,6,5,126,190,46,0
15336,20260201,11,7,172,194,192,0
15337,20250625,116,8,260,179,49,0
15338,20260424,128,7,185,218,139,0
15339,20260325,598,1,0,44,97,1
15340,20240224,660,6,58,52,125,0
15341,20230821,610,4,187,125,192,0
15342,20230329,84,5,101,94,96,0
15343,20250405,732,10,0,246,150,1
15344,20240901,458,7,100,17,107,0
15345,20260323,522,3,447,61,125,0
15346,20240720,271,1,286,137,105,0
15347,20250226,155,10,150,22,55,0
15348,20250826,153,5,123,85,81,0
15349,20240311,276,7,72,144,71,0
15350,20250717,567,1,118,192,131,0
15351,20260403,601,10,0,81,167,1
15352,20260416,599,10,163,12,95,0
15353,20251205,348,9,118,160,110,0
15354,20241019,198,7,4,116,146,1
15355,20241126,220,7,216,109,39,0
15356,20231203,766,2,126,125,130,0
15357,20241018,410,5,255,128,176,0
15358,20240227,333,3,179,176,39,0
15359,20240224,135,4,199,239,199,0
15360,20260517,555,9,284,230,103,0
15361,20250116,678,5,27,102,35,0
15362,20231103,167,8,96,218,112,0
15363,20250420,116,3,44,213,146,0
15364,20231210,75,8,213,118,52,0
15365,20240709,316,4,90,201,76,0
15366,20240910,239,10,240,115,104,0
15367,20230331,490,3,157,67,80,0
15368,20240214,707,5,688,36,84,0
15369,20240512,321,3,249,182,172,0
15370,20260424,76,1,59,244,175,0
15371,20240120,750,3,126,158,145,0
15372,20230717,727,4,327,177,179,0
15373,20260320,33,6,236,126,168,0
15374,20241228,585,9,198,103,157,0
15375,20230402,694,9,200,190,90,0
15376,20250321,378,9,30,200,22,0
15377,20230424,42,4,168,209,179,0
15378,20230404,706,1,220,129,159,0
15379,20241002,178,7,181,230,180,0
15380,20230111,379,10,163,47,105,0
15381,20250117,234,9,461,59,46,0
15382,20250321,678,5,96,176,165,0
15383,20231013,645,1,99,70,107,0
15384,20230318,437,8,282,179,195,0
15385,20260514,26,9,39,112,79,0
15386,20240210,492,10,402,167,62,0
15387,20260315,413,6,43,105,30,0
15388,20240409,79,5,144,89,166,0
15389,20240125,752,6,342,0,169,0
15390,20230910,627,2,88,246,192,0
15391,20260423,234,2,85,80,141,0
15392,20250420,564,3,90,184,24,0
15393,20241003,702,10,46,131,70,0
15394,20250919,476,3,0,26,26,1
15395,20260123,764,8,345,51,73,0
15396,20241227,419,8,90,45,179,0
15397,20230424,569,2,122,29,21,0
15398,20251120,192,5,359,152,130,0
15399,20250520,68,3,0,241,63,1
15400,20230509,469,5,149,82,187,0
15401,20250314,474,4,0,8,66,1
15402,20240129,31,4,142,4,66,0
15403,20240331,386,3,102,221,196,0
15404,20231005,728,9,256,20,142,0
15405,20250731,539,10,335,128,94,0
15406,20260217,543,8,95,151,126,0
15407,20240509,213,8,192,248,126,0
15408,20230322,555,3,201,41,138,0
15409,20240129,708,9,224,116,172,0
15410,20240917,252,3,394,135,185,0
15411,20250627,567,8,196,139,190,0
15412,20230821,585,4,344,108,22,0
15413,20250314,430,9,342,42,81,0
15414,20260519,134,5,310,168,119,0
15415,20230221,386,5,93,76,176,0
15416,20230506,389,6,287,17,43,0
15417,20230910,581,9,0,81,85,1
15418,20260522,739,1,195,49,109,0
15419,20260128,621,5,91,177,30,0
15420,20230821,349,7,65,63,177,0
15421,20231102,394,10,36,129,184,0
15422,20240806,642,8,211,55,68,0
15423,20251020,733,2,62,191,87,0
15424,20260120,337,6,0,51,185,1
15425,20230429,551,2,216,176,54,0
15426,20231103,561,4,0,125,58,1
15427,20250809,374,5,170,29,186,0
15428,20240405,90,2,291,231,163,0
15429,20231122,306,2,168,35,134,0
15430,20250719,740,1,129,231,77,0
15431,20250506,445,7,75,178,99,0
15432,20240424,578,10,35,57,83,0
15433,20231201,630,5,193,111,109,0
15434,20251024,212,7,0,6,62,1
15435,20250918,654,4,388,162,36,0
15436,20241110,428,8,172,58,193,0
15437,20231013,274,6,94,151,146,0
15438,20251113,694,9,241,161,94,0
15439,20250329,730,8,31,222,150,0
15440,20230421,603,5,195,95,110,0
15441,20230530,292,5,0,249,188,1
15442,20251031,312,6,138,45,162,0
15443,20250221,338,1,209,68,127,0
15444,20260604,235,1,377,153,189,0
15445,20250923,311,6,307,52,83,0
15446,20240320,557,6,411,241,32,0
15447,20250201,516,9,70,34,42,0
15448,20250124,779,5,108,225,146,0
15449,20230728,74,4,124,59,109,0
15450,20260123,567,5,0,238,100,1
15451,20230929,557,9,226,78,23,0
15452,20231231,602,7,397,236,109,0
15453,20231207,350,1,248,100,24,0
15454,20230728,612,9,112,73,57,0
15455,20230722,356,1,194,93,158,0
15456,20250729,381,2,157,137,187,0
15457,20231121,202,4,141,140,97,0
15458,20251003,483,3,574,38,107,0
15459,20240713,117,1,168,187,91,0
15460,20231029,776,4,211,241,105,0
15461,20250329,122,3,287,217,70,0
15462,20250226,317,6,283,112,42,0
15463,20251124,248,5,0,37,134,1
15464,20251202,614,7,222,120,157,0
15465,20251013,591,4,282,195,30,0
15466,20260109,46,3,135,178,146,0
15467,20230329,27,6,101,184,116,0
15468,20240115,34,8,35,29,156,0
15469,20231204,83,9,0,190,46,1
15470,20250807,234,6,28,162,36,0
15471,20250426,695,3,347,160,181,0
15472,20230614,268,6,34,127,186,0
15473,20240718,775,4,331,237,54,0
15474,20230220,585,6,232,196,193,0
15475,20240227,360,8,147,108,43,0
15476,20260210,293,4,147,72,79,0
15477,20230625,546,5,191,10,51,0
15478,20251126,291,8,136,151,54,0
15479,20250812,300,5,100,102,174,0
15480,20250410,414,10,204,187,59,0
15481,20240311,391,7,36,227,134,0
15482,20240823,583,5,133,101,127,0
15483,20241205,712,6,169,141,52,0
15484,20260603,331,10,174,164,185,0
15485,20250906,293,2,73,180,109,0
15486,20260207,478,10,49,2,172,0
15487,20260313,498,10,164,150,26,0
15488,20240125,522,5,270,148,147,0
15489,20260531,94,5,168,239,191,0
15490,20240803,764,9,192,116,156,0
15491,20251224,243,6,91,24,20,0
15492,20250218,54,8,68,229,112,0
15493,20241014,167,7,0,136,58,1
15494,20230319,354,1,523,8,72,0
15495,20251124,140,3,73,159,113,0
15496,20230710,21,4,276,30,174,0
15497,20241216,93,10,135,102,121,0
15498,20240107,422,9,0,124,144,1
15499,20231104,185,4,77,16,106,0
15500,20251104,505,4,22,66,63,0
15501,20231219,403,8,194,31,116,0
15502,20240404,686,1,258,102,145,0
15503,20240912,268,3,217,40,89,0
15504,20231224,45,7,61,23,159,0
15505,20230802,147,8,182,176,66,0
15506,20230121,289,4,44,149,163,0
15507,20241001,30,2,70,29,146,0
15508,20240729,299,3,193,237,68,0
15509,20240504,664,5,64,51,160,0
15510,20250508,628,5,249,164,120,0
15511,20250209,223,1,210,163,126,0
15512,20250814,577,6,107,164,103,0
15513,20240901,624,6,446,41,133,0
15514,20260403,95,7,323,230,32,0
15515,20251224,140,10,107,121,127,0
15516,20230110,549,9,118,202,81,0
15517,20251011,107,10,177,68,146,0
15518,20260607,234,4,295,88,53,0
15519,20260203,607,8,102,101,199,0
15520,20240801,109,10,117,150,136,0
15521,20240115,333,1,100,147,181,0
15522,20250909,15,9,328,117,103,0
15523,20241123,543,8,214,216,61,0
15524,20250623,546,10,69,98,69,0
15525,20240821,290,4,224,156,160,0
15526,20240109,587,9,137,179,151,0
15527,20230406,751,1,210,129,122,0
15528,20250502,559,4,83,153,57,0
15529,20230916,108,4,35,232,30,0
15530,20240213,502,9,85,152,189,0
15531,20250515,668,8,3,153,108,1
15532,20260413,177,9,90,235,77,0
15533,20251022,410,1,570,48,136,0
15534,20250308,673,9,310,210,110,0
15535,20250510,655,10,174,17,173,0
15536,20241101,83,9,61,218,58,0
15537,20230614,124,10,134,92,191,0
15538,20230421,571,8,277,74,79,0
15539,20260130,778,9,258,79,57,0
15540,20250326,460,1,0,160,176,1
15541,20260316,112,4,94,13,147,0
15542,20230428,636,10,75,7,121,0
15543,20241202,190,4,69,125,99,0
15544,20230517,759,6,145,91,77,0
15545,20250515,497,2,273,232,178,0
15546,20240201,638,6,125,218,24,0
15547,20250619,639,10,177,96,127,0
15548,20240723,81,9,189,128,95,0
15549,20250206,12,1,148,13,164,0
15550,20250708,583,9,195,107,193,0
15551,20250210,333,4,96,174,72,0
15552,20250816,695,3,223,229,144,0
15553,20240204,489,3,115,65,26,0
15554,20230806,683,6,236,43,172,0
15555,20231231,713,8,210,106,24,0
15556,20250425,555,7,403,31,161,0
15557,20251014,667,10,191,235,93,0
15558,20230412,370,10,177,117,190,0
15559,20230726,25,2,87,22,32,0
15560,20240113,329,5,132,91,20,0
15561,20260428,415,1,43,124,115,0
15562,20250112,187,5,87,7,149,0
15563,20260419,449,8,131,240,119,0
15564,20230616,563,7,222,48,24,0
15565,20240530,599,7,170,173,45,0
15566,20230704,200,5,258,17,161,0
15567,20240623,16,3,140,232,105,0
15568,20260307,587,10,89,194,189,0
15569,20251103,290,8,92,105,75,0
15570,20240720,434,4,258,7,119,0
15571,20250319,85,10,94,63,43,0
15572,20260608,606,1,138,151,108,0
15573,20230502,287,6,61,168,105,0
15574,20241223,172,10,232,157,141,0
15575,20231103,482,10,105,79,69,0
15576,20240209,771,4,196,119,188,0
15577,20240826,50,4,141,63,47,0
15578,20260610,200,5,215,121,130,0
15579,20251004,111,2,64,15,42,0
15580,20250809,194,3,255,192,94,0
15581,20260131,742,5,115,246,36,0
15582,20250823,278,9,205,169,29,0
15583,20251014,772,5,146,196,167,0
15584,20250411,9,8,47,231,187,0
15585,20241114,766,2,222,71,192,0
15586,20230114,598,8,241,207,73,0
15587,20250628,254,4,245,7,112,0
15588,20240501,547,10,120,173,107,0
15589,20250711,757,4,43,135,54,0
15590,20240918,575,1,120,100,165,0
15591,20240713,705,2,459,203,141,0
15592,20231007,753,7,305,116,190,0
15593,20260419,449,3,249,236,32,0
15594,20230420,150,2,78,205,96,0
15595,20240427,333,2,226,30,86,0
15596,20231030,270,2,22,204,86,0
15597,20251223,366,2,129,188,106,0
15598,20240511,347,4,340,36,94,0
15599,20230730,472,4,33,113,101,0
15600,20250320,7,7,145,229,80,0
15601,20230421,381,1,88,236,79,0
15602,20230512,59,1,217,106,167,0
15603,20231202,111,10,83,151,93,0
15604,20250913,368,8,124,118,33,0
15605,20230422,231,1,89,54,184,0
15606,20240104,672,1,89,170,74,0
15607,20240628,670,6,185,248,113,0
15608,20250711,76,7,392,103,139,0
15609,20240524,768,1,147,45,31,0
15610,20230825,4,8,344,113,63,0
15611,20240719,581,6,97,144,132,0
15612,20240310,666,2,148,9,198,0
15613,20230819,508,10,184,98,152,0
15614,20240121,403,6,172,220,80,0
15615,20251124,779,2,107,15,171,0
15616,20250614,395,5,492,196,129,0
15617,20250111,697,5,248,49,111,0
15618,20240306,464,4,99,222,135,0
15619,20230321,479,1,46,148,150,0
15620,20230605,35,2,178,222,181,0
15621,20250308,734,10,39,186,69,0
15622,20230221,299,9,50,161,190,0
15623,20230426,79,3,231,144,135,0
15624,20250210,365,6,85,217,103,0
15625,20260411,513,6,146,145,90,0
15626,20250516,277,4,45,198,115,0
15627,20240203,138,8,406,225,42,0
15628,20260315,752,8,363,118,144,0
15629,20230729,414,10,111,198,119,0
15630,20230309,709,5,179,187,188,0
15631,20250901,108,8,98,225,126,0
15632,20250312,652,9,49,52,158,0
15633,20230117,175,9,133,234,177,0
15634,20240525,563,3,117,128,33,0
15635,20260205,645,2,68,116,29,0
15636,20240511,566,8,70,157,152,0
15637,20241103,543,3,211,49,74,0
15638,20231218,417,7,259,22,108,0
15639,20240621,165,2,216,225,62,0
15640,20260130,498,5,225,198,86,0
15641,20240429,605,3,77,178,157,0
15642,20240111,583,9,275,32,114,0
15643,20250525,379,4,106,81,89,0
15644,20230612,280,6,197,6,46,0
15645,20260226,71,8,141,187,100,0
15646,20260119,477,9,156,158,187,0
15647,20240217,664,9,249,232,64,0
15648,20230107,744,2,291,36,143,0
15649,20231102,237,10,373,198,131,0
15650,20231103,654,3,349,139,48,0
15651,20250115,126,1,115,166,76,0
15652,20260104,208,8,0,145,67,1
15653,20250626,308,8,149,45,36,0
15654,20230724,474,5,85,112,37,0
15655,20231024,349,2,51,225,67,0
15656,20250330,524,3,270,1,28,0
15657,20240217,709,6,200,150,195,0
15658,20231213,527,4,90,114,68,0
15659,20230224,272,8,142,37,180,0
15660,20230829,177,4,187,160,133,0
15661,20230731,718,5,73,59,140,0
15662,20230313,458,6,274,99,132,0
15663,20241118,444,2,159,95,75,0
15664,20250629,727,2,252,182,89,0
15665,20250728,263,2,112,244,198,0
15666,20230302,164,2,109,49,66,0
15667,20231116,601,1,167,47,143,0
15668,20241008,170,4,71,232,163,0
15669,20240709,539,4,0,63,39,1
15670,20230609,145,5,260,24,187,0
15671,20250601,572,6,148,247,125,0
15672,20251007,311,9,97,34,173,0
15673,20250421,547,5,0,102,139,1
15674,20250516,446,6,114,126,46,0
15675,20250905,97,1,137,187,31,0
15676,20250817,482,9,0,172,153,1
15677,20240309,76,5,465,203,182,0
15678,20240601,499,8,0,67,91,1
15679,20240225,191,1,276,203,23,0
15680,20260505,187,4,189,29,25,0
15681,20240806,782,3,235,12,108,0
15682,20250707,397,2,85,237,75,0
15683,20231119,133,1,61,199,86,0
15684,20260509,387,1,145,113,198,0
15685,20250815,135,7,179,67,115,0
15686,20250514,664,10,111,29,77,0
15687,20250414,275,1,251,141,89,0
15688,20240401,359,2,92,31,38,0
15689,20240610,126,3,85,208,115,0
15690,20260526,309,8,0,26,62,1
15691,20240116,311,5,86,55,31,0
15692,20260210,777,3,166,188,186,0
15693,20231122,696,9,29,124,40,0
15694,20240129,256,2,174,236,193,0
15695,20230222,246,8,179,79,176,0
15696,20250702,764,8,128,111,167,0
15697,20250304,34,6,42,53,164,0
15698,20230111,76,7,143,136,78,0
15699,20240514,520,9,242,121,118,0
15700,20260531,193,4,289,79,167,0
15701,20251109,230,6,49,107,189,0
15702,20230407,730,7,47,94,117,0
15703,20240613,134,7,24,4,61,0
15704,20230509,757,2,352,162,97,0
15705,20251203,487,9,265,27,158,0
15706,20260217,443,8,217,108,78,0
15707,20250926,142,3,188,151,91,0
15708,20231203,757,7,148,164,151,0
15709,20260315,559,9,115,21,82,0
15710,20230201,357,9,101,216,198,0
15711,20250915,72,8,192,35,33,0
15712,20230827,622,6,187,114,192,0
15713,20231115,708,4,114,163,25,0
15714,20251030,774,7,123,119,193,0
15715,20240316,113,10,171,192,194,0
15716,20260113,634,6,34,47,22,0
15717,20250113,166,6,164,32,135,0
15718,20240615,85,5,87,104,187,0
15719,20240306,719,6,159,88,126,0
15720,20251124,97,1,0,168,159,1
15721,20250413,487,5,63,1,82,0
15722,20260228,263,9,378,198,54,0
15723,20250809,5,8,142,97,199,0
15724,20250409,412,2,86,177,46,0
15725,20260215,472,3,252,41,85,0
15726,20240718,478,5,348,205,161,0
15727,20250616,34,5,312,56,25,0
15728,20230403,383,1,120,215,71,0
15729,20250826,430,3,38,85,88,0
15730,20240304,366,9,144,226,33,0
15731,20240316,673,3,42,46,68,0
15732,20260217,494,1,113,246,75,0
15733,20241025,170,2,238,217,188,0
15734,20241130,400,10,478,48,121,0
15735,20240407,20,9,197,22,111,0
15736,20241126,172,2,92,153,94,0
15737,20250202,99,3,316,13,45,0
15738,20251120,512,6,177,201,188,0
15739,20240722,260,8,69,81,117,0
15740,20241118,10,4,62,74,180,0
15741,20251204,417,2,0,187,108,1
15742,20251117,445,5,53,200,169,0
15743,20230510,537,7,113,27,100,0
15744,20240823,139,1,87,91,130,0
15745,20230610,467,10,200,237,50,0
15746,20230305,396,10,340,15,143,0
15747,20240408,509,10,231,213,142,0
15748,20250903,751,3,253,226,140,0
15749,20230606,131,6,0,141,98,1
15750,20250106,352,9,80,63,92,0
15751,20240614,529,6,145,114,63,0
15752,20260616,593,3,195,127,22,0
15753,20241010,194,10,143,16,175,0
15754,20250123,281,10,347,70,89,0
15755,20231206,773,10,240,174,150,0
15756,20230520,390,5,262,91,41,0
15757,20251001,73,7,14,8,46,0
15758,20240819,236,6,0,205,184,1
15759,20250602,634,8,94,185,189,0
15760,20251211,223,10,97,158,28,0
15761,20230726,429,7,46,15,195,0
15762,20230113,713,1,160,204,71,0
15763,20260101,164,6,372,138,182,0
15764,20230708,557,6,243,38,71,0
15765,20230206,286,3,172,59,91,0
15766,20230302,258,4,142,85,77,0
15767,20250526,540,10,195,124,75,0
15768,20231003,56,4,66,170,142,0
15769,20250618,769,6,179,56,31,0
15770,20230805,455,10,75,215,109,0
15771,20260411,519,5,104,192,179,0
15772,20251226,533,6,272,230,129,0
15773,20231106,33,7,125,223,87,0
15774,20250730,58,9,80,3,102,0
15775,20231212,355,2,0,130,81,1
15776,20260304,344,9,111,219,73,0
15777,20230324,138,9,220,66,148,0
15778,20240829,267,2,272,92,130,0
15779,20240820,343,4,122,114,52,0
15780,20240125,347,10,122,22,159,0
15781,20231202,480,4,101,87,154,0
15782,20230809,624,10,105,199,55,0
15783,20230420,536,10,112,184,122,0
15784,20231223,74,5,157,128,76,0
15785,20241129,511,8,108,180,59,0
15786,20260508,513,6,106,56,75,0
15787,20241017,642,5,305,189,31,0
15788,20260507,695,3,86,236,182,0
15789,20260622,287,1,148,131,120,0
15790,20260216,575,4,0,32,143,1
15791,20230622,548,8,80,208,54,0
15792,20250910,651,3,73,37,130,0
15793,20230320,470,3,0,160,94,1
15794,20240525,198,5,197,225,168,0
15795,20240407,417,6,193,65,187,0
15796,20250822,491,8,91,131,196,0
15797,20250609,733,6,239,89,46,0
15798,20240109,266,5,292,216,76,0
15799,20260508,341,1,199,144,187,0
15800,20240223,117,7,218,132,159,0
15801,20250816,26,3,0,130,37,1
15802,20240906,517,10,211,249,36,0
15803,20231105,167,10,231,127,70,0
15804,20240408,769,6,243,107,160,0
15805,20230819,777,4,424,49,189,0
15806,20230308,458,3,208,39,167,0
15807,20240320,788,8,337,199,101,0
15808,20251128,713,9,216,41,29,0
15809,20260523,98,6,78,138,22,0
15810,20241213,332,8,170,168,178,0
15811,20240323,717,1,0,68,157,1
15812,20260423,490,8,231,90,163,0
15813,20240317,20,7,54,233,76,0
15814,20250902,42,1,183,22,42,0
15815,20250813,662,4,94,163,51,0
15816,20251206,191,6,130,131,22,0
15817,20240714,735,7,108,152,198,0
15818,20260423,144,5,165,226,49,0
15819,20260323,243,2,146,129,162,0
15820,20240928,628,7,147,92,64,0
15821,20241124,627,5,94,113,117,0
15822,20230907,164,8,233,156,50,0
15823,20241107,155,7,135,44,97,0
15824,20240919,35,2,178,229,20,0
15825,20230706,13,1,304,51,146,0
15826,20240508,290,3,135,66,29,0
15827,20241231,56,9,58,211,23,0
15828,20250523,389,8,92,119,191,0
15829,20260627,178,10,107,82,150,0
15830,20240829,719,10,235,228,112,0
15831,20231113,472,4,199,236,151,0
15832,20241203,408,2,0,216,113,1
15833,20240702,581,1,95,194,73,0
15834,20231218,603,9,97,145,161,0
15835,20251117,463,6,269,117,96,0
15836,20241216,738,7,109,162,146,0
15837,20241210,135,9,445,7,129,0
15838,20230523,106,2,241,206,44,0
15839,20230705,275,10,59,164,45,0
15840,20230429,770,4,64,62,130,0
15841,20230325,24,6,373,31,151,0
15842,20260601,456,3,22,130,139,0
15843,20250910,253,10,115,34,151,0
15844,20240330,23,4,218,79,131,0
15845,20240423,80,7,85,32,135,0
15846,20250311,629,4,125,79,67,0
15847,20240602,460,7,174,127,29,0
15848,20260511,575,3,76,183,28,0
15849,20240216,197,1,104,147,59,0
15850,20241024,455,4,161,143,190,0
15851,20250403,757,6,293,48,77,0
15852,20250501,2,5,46,110,171,0
15853,20230205,30,5,0,42,190,1
15854,20230326,619,6,328,42,167,0
15855,20230424,409,5,0,61,159,1
15856,20240725,38,4,94,181,188,0
15857,20250510,30,5,176,9,118,0
15858,20230309,331,5,98,117,188,0
15859,20241012,241,4,200,224,90,0
15860,20251225,707,8,104,232,120,0
15861,20230713,51,6,398,107,108,0
15862,20230709,790,4,40,160,133,0
15863,20230501,511,10,179,116,172,0
15864,20240630,467,9,0,198,137,1
15865,20250721,705,6,40,160,28,0
15866,20240312,227,9,0,246,101,1
15867,20230109,64,4,203,46,129,0
15868,20240127,466,2,199,32,56,0
15869,20260630,330,3,61,43,182,0
15870,20251023,120,2,86,249,32,0
15871,20230426,75,2,122,160,95,0
15872,20241026,303,2,400,212,114,0
15873,20250821,566,5,197,100,92,0
15874,20230612,706,1,260,29,138,0
15875,20230408,355,5,201,41,81,0
15876,20240619,774,8,171,48,193,0
15877,20241117,731,4,55,221,138,0
15878,20230613,43,5,68,195,116,0
15879,20240924,616,1,142,35,68,0
15880,20240621,140,6,228,126,194,0
15881,20230325,288,9,105,5,146,0
15882,20260306,98,6,307,160,167,0
15883,20250828,359,5,169,36,71,0
15884,20230519,137,8,71,189,153,0
15885,20230828,198,8,321,204,121,0
15886,20251121,391,7,158,62,130,0
15887,20230630,364,2,171,43,94,0
15888,20230215,458,3,0,54,45,1
15889,20240307,342,5,218,127,91,0
15890,20250225,435,1,262,138,91,0
15891,20240629,684,8,227,197,72,0
15892,20241017,431,2,130,242,199,0
15893,20230817,763,7,235,236,107,0
15894,20241029,272,5,348,60,199,0
15895,20260420,623,2,123,78,126,0
15896,20260123,403,2,169,230,41,0
15897,20230227,13,2,0,96,150,1
15898,20241027,37,5,304,117,101,0
15899,20260613,439,2,85,180,71,0
15900,20260207,443,9,240,175,173,0
15901,20250429,277,3,243,112,181,0
15902,20230830,769,6,253,36,143,0
15903,20251114,10,4,143,34,30,0
15904,20241206,665,10,156,17,110,0
15905,20240310,685,1,165,108,85,0
15906,20251228,694,1,71,153,67,0
15907,20240716,768,1,47,51,168,0
15908,20230211,79,9,94,36,93,0
15909,20230525,218,5,159,49,117,0
15910,20240811,305,2,268,170,57,0
15911,20230316,590,9,185,107,28,0
15912,20241223,74,9,158,31,20,0
15913,20260608,775,10,188,155,164,0
15914,20250212,301,2,271,21,77,0
15915,20260325,127,4,449,220,127,0
15916,20250416,481,9,23,77,136,0
15917,20250620,241,9,156,156,97,0
15918,20230523,497,6,302,10,185,0
15919,20230217,302,6,201,239,30,0
15920,20230719,667,7,298,209,20,0
15921,20240409,402,10,76,54,44,0
15922,20240221,667,6,53,80,58,0
15923,20231206,381,9,192,16,144,0
15924,20250927,57,7,146,67,72,0
15925,20251123,323,5,372,155,91,0
15926,20240201,556,3,54,123,148,0
15927,20250305,17,10,230,203,112,0
15928,20240515,135,6,166,144,186,0
15929,20240812,172,1,334,87,88,0
15930,20240416,185,8,117,216,136,0
15931,20260502,647,5,351,11,103,0
15932,20240208,161,7,145,74,79,0
15933,20230921,729,10,147,31,153,0
15934,20250411,463,8,143,169,58,0
15935,20250124,708,9,63,65,134,0
15936,20250429,18,7,88,2,30,0
15937,20251113,129,8,87,109,72,0
15938,20230317,514,3,0,91,31,1
15939,20240312,708,5,53,42,42,0
15940,20230725,630,9,210,55,92,0
15941,20240202,198,9,190,241,169,0
15942,20230124,145,8,263,125,106,0
15943,20240108,304,5,121,168,141,0
15944,20241010,187,4,0,135,127,1
15945,20241005,362,2,376,33,168,0
15946,20251020,546,9,138,25,80,0
15947,20251006,532,6,198,11,51,0
15948,20230630,249,2,72,38,138,0
15949,20250721,575,3,48,15,95,0
15950,20240111,594,10,330,163,180,0
15951,20250201,500,6,234,17,149,0
15952,20250701,773,3,158,127,186,0
15953,20250614,650,6,395,95,192,0
15954,20231020,566,8,228,239,163,0
15955,20230723,50,2,57,62,150,0
15956,20251002,273,9,0,220,121,1
15957,20250123,162,7,83,157,81,0
15958,20250423,563,8,173,51,46,0
15959,20250818,197,2,325,212,126,0
15960,20230521,14,6,0,131,24,1
15961,20240418,505,1,115,181,106,0
15962,20241205,734,10,0,174,70,1
15963,20240909,397,2,39,194,149,0
15964,20240411,504,10,143,218,191,0
15965,20260118,638,7,175,106,176,0
15966,20250915,377,1,110,184,174,0
15967,20250726,145,3,84,248,156,0
15968,20251112,391,4,275,86,46,0
15969,20230706,134,9,80,35,154,0
15970,20230212,771,1,0,4,123,1
15971,20240813,1,7,231,128,191,0
15972,20250722,787,5,97,79,48,0
15973,20230129,684,1,179,101,28,0
15974,20260524,4,5,236,74,181,0
15975,20240512,413,7,264,2,101,0
15976,20230215,527,1,0,244,125,1
15977,20260619,628,3,239,153,88,0
15978,20260222,252,10,70,208,123,0
15979,20240622,201,7,274,3,108,0
15980,20240731,783,10,253,17,181,0
15981,20230908,101,2,244,190,92,0
15982,20260608,746,7,148,65,188,0
15983,20230827,236,3,65,163,166,0
15984,20230305,434,6,61,243,180,0
15985,20250531,140,2,119,196,170,0
15986,20250926,180,3,56,186,139,0
15987,20240601,85,2,144,74,42,0
15988,20250831,281,7,218,66,53,0
15989,20260520,422,6,236,112,155,0
15990,20260323,437,10,54,222,162,0
15991,20240807,64,6,107,221,115,0
15992,20240513,599,2,132,21,115,0
15993,20241121,61,2,125,181,52,0
15994,20250619,329,3,336,156,76,0
15995,20230715,372,4,314,86,90,0
15996,20240227,622,7,388,115,126,0
15997,20240507,406,8,339,130,182,0
15998,20241227,566,5,52,143,68,0
15999,20230203,147,4,157,84,160,0
16000,20240407,238,1,244,111,96,0
16001,20240409,262,9,67,195,161,0
16002,20250711,45,10,106,225,138,0
16003,20230408,628,8,53,94,156,0
16004,20260408,545,8,46,26,79,0
16005,20250421,418,2,136,159,129,0
