PricingKey,DateKey,ProductKey,ListPrice,SellingPrice,CompetitorPrice
9759,20230215,379,306.26,273.22,268.65
9760,20240720,123,122.98,96.37,115.9
9761,20240820,704,18.97,16.06,20.12
9762,20230801,718,216.02,181.46,217.85
9763,20241026,476,235.18,226.07,253.43
9764,20250520,481,267.97,234.12,260.71
9765,20240204,741,212.39,180.92,203.79
9766,20250701,408,74.67,61.27,77.48
9767,20260412,756,394.25,297.03,398.03
9768,20230424,164,412.46,400.17,442.49
9769,20240628,146,188.03,169.48,195.33
9770,20241118,503,318.02,287.77,362.82
9771,20241231,531,18.72,14.52,17.0
9772,20251212,309,270.23,260.01,281.22
9773,20240516,605,161.5,122.53,176.56
9774,20260303,439,350.84,265.63,342.89
9775,20240624,781,50.54,38.04,52.92
9776,20230614,177,72.58,64.34,62.04
9777,20241007,111,310.59,281.48,312.92
9778,20250313,188,276.5,255.94,256.24
9779,20251204,426,82.56,63.79,79.14
9780,20240731,566,84.3,66.81,71.85
9781,20251209,222,199.12,188.61,208.68
9782,20240227,577,292.69,225.59,276.6
9783,20240309,74,140.18,122.59,131.21
9784,20251011,472,30.87,28.89,35.13
9785,20250420,788,168.35,163.19,175.15
9786,20250412,396,167.37,150.46,162.06
9787,20250707,177,72.58,64.9,78.47
9788,20240817,758,348.5,329.83,343.8
9789,20231025,709,35.68,31.02,39.51
9790,20230304,413,98.94,91.65,104.31
9791,20250402,318,41.09,39.67,45.52
9792,20250628,214,309.39,264.61,285.27
9793,20241017,630,339.79,305.13,382.77
9794,20251217,33,147.68,121.91,156.77
9795,20240409,9,228.25,210.14,223.89
9796,20230720,235,351.8,293.01,347.37
9797,20241229,741,212.39,212.13,237.76
9798,20260403,157,17.11,14.48,18.79
9799,20230614,386,184.17,181.7,197.31
9800,20250211,325,223.83,184.31,250.16
9801,20230929,522,104.14,95.85,98.25
9802,20250508,521,260.98,249.75,295.89
9803,20240526,534,111.77,87.51,120.34
9804,20241015,789,412.97,320.88,450.87
9805,20250324,761,403.08,353.22,366.56
9806,20231122,387,66.08,65.81,62.97
9807,20240905,388,209.17,207.67,201.82
9808,20250906,342,102.47,99.11,112.2
9809,20260215,200,245.23,223.63,242.21
9810,20230115,476,235.18,187.86,252.56
9811,20231223,31,281.2,271.02,241.44
9812,20250320,599,224.63,182.64,241.27
9813,20260430,458,116.37,105.46,103.82
9814,20230610,123,122.98,105.18,135.85
9815,20230328,117,66.51,55.0,70.53
9816,20230824,27,110.98,87.91,114.73
9817,20260131,232,283.79,221.27,295.84
9818,20230716,457,60.47,58.08,58.02
9819,20240317,453,159.04,138.45,151.65
9820,20241017,542,118.48,105.64,121.71
9821,20230830,108,24.49,20.93,25.04
9822,20250522,775,193.35,165.57,205.22
9823,20241210,27,110.98,90.21,108.27
9824,20230111,238,232.61,207.39,202.82
9825,20241130,307,130.54,98.93,118.07
9826,20230110,779,134.97,104.32,128.36
9827,20250726,399,52.27,48.26,51.94
9828,20230831,209,254.65,197.14,232.09
9829,20240405,372,11.94,9.86,10.64
9830,20240529,490,84.06,74.66,95.27
9831,20260128,491,168.23,143.63,190.59
9832,20230629,646,202.52,162.12,198.55
9833,20251011,349,300.82,248.87,344.6
9834,20250420,14,109.54,85.05,123.52
9835,20241026,729,357.03,294.97,307.58
9836,20260603,463,203.4,184.1,182.02
9837,20260215,450,361.37,283.93,342.8
9838,20230811,577,292.69,280.51,254.09
9839,20230913,491,168.23,160.25,191.44
9840,20260117,430,96.92,73.61,91.92
9841,20241027,7,169.43,140.72,188.85
9842,20230204,154,257.41,198.29,249.43
9843,20241114,414,196.54,182.08,189.27
9844,20241222,453,159.04,152.99,174.3
9845,20240806,135,41.31,36.69,40.6
9846,20260112,4,279.54,246.38,277.38
9847,20260207,594,93.21,71.67,96.66
9848,20250207,120,187.42,163.02,170.27
9849,20230730,756,394.25,310.07,429.87
9850,20240619,429,195.21,164.8,193.22
9851,20251204,708,140.71,110.87,134.49
9852,20240529,656,264.51,200.04,294.82
9853,20240602,7,169.43,164.78,145.54
9854,20230808,345,274.13,242.48,235.33
9855,20240628,167,236.05,221.99,256.7
9856,20240901,781,50.54,44.66,57.75
9857,20231108,325,223.83,172.77,232.43
9858,20230920,111,310.59,242.85,316.47
9859,20240405,528,365.56,341.75,398.85
9860,20260227,291,178.18,151.96,182.79
9861,20230329,393,22.43,18.88,24.65
9862,20251117,198,61.79,56.21,56.06
9863,20230911,542,118.48,105.17,127.3
9864,20250125,644,440.69,398.12,448.09
9865,20250911,328,77.81,65.23,79.15
9866,20251123,359,156.76,150.6,172.51
9867,20250501,603,228.34,172.45,261.96
9868,20230526,799,172.35,148.44,193.79
9869,20230825,431,27.19,23.05,29.26
9870,20241006,531,18.72,16.74,18.4
9871,20250611,397,149.6,138.25,137.83
9872,20250120,672,106.54,85.87,114.85
9873,20230520,398,70.82,57.52,77.34
9874,20231007,490,84.06,81.23,73.91
9875,20250914,139,382.89,327.35,342.4
9876,20230623,638,35.51,32.17,32.61
9877,20251121,753,306.18,294.98,297.09
9878,20250117,484,15.41,15.33,16.95
9879,20260105,192,142.28,142.09,148.76
9880,20251019,564,142.88,111.18,122.71
9881,20240714,782,103.0,85.26,95.96
9882,20230307,763,348.36,261.78,349.23
9883,20250128,348,233.48,186.55,255.05
9884,20230919,580,282.51,236.42,244.38
9885,20250108,193,171.68,150.6,184.14
9886,20230304,725,378.22,332.99,352.36
9887,20230325,321,380.87,307.27,396.6
9888,20250605,555,113.22,105.74,126.66
9889,20231227,29,170.48,163.24,175.49
9890,20250115,331,284.71,267.12,261.25
9891,20240330,163,35.79,31.02,40.79
9892,20260308,174,208.41,184.35,207.52
9893,20230210,574,292.71,246.57,270.99
9894,20240818,601,17.49,13.44,18.36
9895,20250831,749,202.73,192.62,187.62
9896,20251006,172,59.34,47.09,66.46
9897,20230109,633,57.66,57.47,62.53
9898,20260122,404,249.7,202.57,270.59
9899,20260425,96,204.85,153.99,214.71
9900,20251009,468,354.29,341.59,331.73
9901,20250716,106,80.14,79.72,74.95
9902,20250610,721,249.16,245.07,246.19
9903,20230124,476,235.18,186.07,266.96
9904,20250804,752,83.54,77.42,77.31
9905,20240124,286,317.67,268.16,337.03
9906,20230923,112,332.69,271.03,371.68
9907,20230528,702,260.54,237.22,252.6
9908,20230522,476,235.18,205.99,221.39
9909,20260130,457,60.47,50.61,52.91
9910,20230109,726,274.85,260.12,242.36
9911,20230905,497,311.63,257.54,282.72
9912,20240902,5,163.2,150.02,169.35
9913,20250712,101,321.61,247.93,344.08
9914,20230604,386,184.17,164.74,205.23
9915,20240413,431,27.19,22.16,27.11
9916,20240520,62,427.35,350.67,394.14
9917,20240221,194,314.56,309.86,339.94
9918,20240902,472,30.87,23.87,27.64
9919,20250109,7,169.43,149.11,147.42
9920,20230109,507,266.28,226.4,285.88
9921,20250313,502,358.64,336.79,334.0
9922,20250820,633,57.66,48.83,58.86
9923,20240630,276,66.7,55.87,57.69
9924,20230204,713,325.0,275.54,305.08
9925,20260515,484,15.41,14.92,15.29
9926,20230430,320,204.9,196.48,221.89
9927,20240106,168,139.86,117.81,121.31
9928,20240922,236,380.33,335.27,375.06
9929,20250522,195,225.23,222.96,248.4
9930,20260104,378,260.57,259.84,247.52
9931,20240917,76,227.03,171.98,206.58
9932,20250316,694,65.85,51.58,69.81
9933,20260410,597,11.11,9.94,10.67
9934,20250313,166,277.57,244.45,297.3
9935,20230423,522,104.14,89.65,110.47
9936,20230127,790,117.22,116.91,128.58
9937,20240130,292,324.11,246.99,286.82
9938,20230105,762,278.35,230.73,268.39
9939,20231130,575,196.28,148.77,197.37
9940,20231112,165,223.04,189.94,197.43
9941,20241120,538,86.46,71.33,88.53
9942,20260221,357,34.05,30.41,36.5
9943,20240518,122,193.32,154.37,216.43
9944,20230705,492,101.28,83.62,95.05
9945,20250911,279,296.99,245.42,290.51
9946,20250709,279,296.99,250.42,280.37
9947,20231109,168,139.86,134.31,150.49
9948,20260422,709,35.68,31.42,33.81
9949,20251018,478,272.96,246.25,303.71
9950,20251227,387,66.08,58.78,72.52
9951,20241028,254,91.01,85.07,83.49
9952,20250509,580,282.51,261.16,263.39
9953,20240619,81,274.94,225.96,275.03
9954,20251005,401,188.97,171.61,164.52
9955,20240215,166,277.57,257.35,255.96
9956,20240703,759,228.08,177.72,219.12
9957,20230505,684,145.2,115.55,130.73
9958,20230517,395,380.39,296.01,436.33
9959,20231213,129,285.77,216.88,293.02
9960,20240316,746,393.87,391.78,349.95
9961,20230112,111,310.59,233.26,274.64
9962,20250501,444,271.47,216.7,309.62
9963,20250819,281,253.48,219.47,236.35
9964,20240223,100,63.71,52.78,57.69
9965,20250122,220,267.45,213.23,307.21
9966,20250522,198,61.79,56.64,64.39
9967,20240322,429,195.21,183.21,207.0
9968,20241001,414,196.54,175.77,222.34
9969,20230925,498,309.5,253.63,331.11
9970,20240628,731,425.46,365.37,417.54
9971,20240317,349,300.82,252.11,273.05
9972,20250227,457,60.47,57.09,62.11
9973,20230819,253,436.82,434.29,390.47
9974,20230113,49,197.2,148.25,223.3
9975,20240730,341,53.82,47.7,51.21
9976,20250816,364,58.02,46.83,62.58
9977,20250704,66,232.57,176.15,208.76
9978,20260523,748,241.47,198.16,224.11
9979,20231012,604,104.98,84.06,100.54
9980,20231111,315,296.21,248.18,311.48
9981,20251207,387,66.08,64.7,60.47
9982,20250628,334,266.65,226.43,257.52
9983,20241130,257,153.43,122.16,142.47
9984,20241113,37,408.21,326.21,402.03
9985,20260315,54,133.2,119.51,125.04
9986,20230115,598,111.7,110.08,105.95
9987,20251203,164,412.46,397.81,357.04
9988,20260402,675,310.72,298.31,355.36
9989,20260303,466,314.66,299.84,342.25
9990,20250331,455,34.92,31.7,36.57
9991,20241207,169,80.84,68.94,76.2
9992,20240210,277,308.04,291.79,346.02
9993,20250331,425,155.73,148.99,135.67
9994,20250810,16,121.92,111.86,104.78
9995,20250904,229,168.69,164.53,150.9
9996,20230223,775,193.35,185.56,216.85
9997,20230728,364,58.02,52.51,58.72
9998,20250620,205,82.38,74.15,87.18
9999,20240829,113,119.1,98.74,117.43
10000,20230924,325,223.83,189.73,242.03
10001,20230919,267,142.28,135.92,130.38
10002,20231129,460,84.17,66.97,80.39
10003,20250223,700,159.22,155.1,152.36
10004,20250123,25,50.32,38.43,48.03
10005,20250730,232,283.79,246.72,267.24
10006,20250117,60,69.61,62.93,61.52
10007,20241019,173,352.79,273.24,327.23
10008,20230809,593,348.5,337.78,375.15
10009,20240830,269,15.66,14.94,13.63
10010,20230218,525,333.84,257.38,345.68
10011,20240926,163,35.79,33.73,35.43
10012,20240630,381,275.49,251.37,252.14
10013,20240529,74,140.18,114.49,152.59
10014,20250527,665,406.18,361.69,454.7
10015,20230505,139,382.89,350.71,353.55
10016,20240104,604,104.98,84.24,119.0
10017,20250205,772,272.89,213.2,256.38
10018,20230219,147,53.98,43.82,55.1
10019,20250702,543,164.16,125.69,159.57
10020,20251130,448,28.11,21.24,27.79
10021,20241206,304,72.0,54.55,76.78
10022,20251116,774,100.34,85.76,114.8
10023,20230626,739,248.72,196.51,223.78
10024,20231019,26,359.21,272.38,375.8
10025,20230911,612,244.74,210.28,263.09
10026,20251226,172,59.34,46.95,58.44
10027,20241225,85,52.93,45.63,57.0
10028,20241107,625,408.43,351.56,399.55
10029,20230324,353,230.0,182.22,247.88
10030,20251021,602,85.13,78.92,95.34
10031,20241115,759,228.08,178.5,236.44
10032,20250923,499,261.75,250.91,294.19
10033,20250216,556,340.34,287.94,344.84
10034,20240425,778,248.68,207.35,278.15
10035,20250609,340,256.97,214.51,221.33
10036,20250926,274,185.35,141.37,177.94
10037,20240515,398,70.82,59.63,64.76
10038,20251002,361,218.41,198.83,192.02
10039,20260125,551,39.75,33.32,40.28
10040,20260627,450,361.37,335.32,331.31
10041,20260611,618,117.82,92.53,123.62
10042,20240821,639,208.98,197.38,207.87
10043,20250307,776,93.65,76.24,91.59
10044,20231123,768,253.35,210.97,217.31
10045,20241231,425,155.73,137.23,177.03
10046,20240930,482,74.27,71.65,76.51
10047,20260310,691,160.49,125.91,137.69
10048,20250430,235,351.8,273.92,376.01
10049,20240109,498,309.5,237.54,348.67
10050,20250617,707,225.72,193.0,252.16
10051,20230923,464,223.36,204.94,213.18
10052,20230603,689,102.62,81.82,112.89
10053,20240202,719,73.37,65.29,68.26
10054,20240914,459,41.78,41.16,45.33
10055,20240323,101,321.61,288.7,362.83
10056,20240128,663,304.83,277.94,283.35
10057,20240611,11,54.42,48.39,58.2
10058,20251104,91,191.54,188.02,166.61
10059,20230131,438,40.99,36.23,37.56
10060,20250927,402,21.66,20.66,24.44
10061,20240303,649,267.48,207.95,280.65
10062,20260325,456,219.24,183.42,236.92
10063,20241007,49,197.2,169.56,181.29
10064,20230622,652,164.75,124.85,160.19
10065,20240415,336,366.26,333.33,329.39
10066,20240608,297,203.31,189.51,194.05
10067,20240305,290,323.07,274.54,285.73
10068,20241206,153,89.99,74.05,95.62
10069,20230327,276,66.7,58.52,60.02
10070,20260528,486,204.27,169.57,176.86
10071,20260617,784,112.95,105.85,113.6
10072,20230703,306,267.41,231.7,293.88
10073,20260622,411,64.81,49.42,63.04
10074,20230614,608,103.16,81.87,87.74
10075,20241216,300,94.2,83.39,81.46
10076,20250618,598,111.7,110.83,120.44
10077,20240214,581,46.45,42.97,42.16
10078,20230801,484,15.41,13.67,16.88
10079,20251111,54,133.2,103.21,135.7
10080,20250522,91,191.54,178.14,181.52
10081,20260216,336,366.26,301.61,315.34
10082,20230825,116,34.36,32.79,30.29
10083,20250914,337,284.78,243.05,324.39
10084,20240204,649,267.48,233.76,295.92
10085,20250120,663,304.83,285.18,302.23
10086,20240708,713,325.0,271.66,331.85
10087,20250604,710,52.14,45.77,55.31
10088,20231125,509,90.19,70.84,97.39
10089,20241008,485,125.2,99.22,131.05
10090,20250401,24,126.6,120.84,129.96
10091,20230817,395,380.39,300.96,332.64
10092,20260205,716,97.62,81.36,111.27
10093,20231013,777,116.51,112.68,117.88
10094,20260108,435,227.4,221.81,259.51
10095,20260304,727,29.93,25.85,28.13
10096,20230812,374,330.48,281.41,284.41
10097,20240323,269,15.66,15.05,13.79
10098,20230703,561,223.15,205.06,208.53
10099,20260103,617,100.85,76.61,85.82
10100,20230520,83,12.62,11.15,13.52
10101,20241222,418,235.9,193.14,211.22
10102,20260220,560,40.22,35.23,42.91
10103,20251105,44,186.98,155.35,162.04
10104,20240324,478,272.96,237.53,303.68
10105,20240424,359,156.76,125.13,135.07
10106,20231121,166,277.57,261.89,261.7
10107,20260526,421,82.54,66.36,86.34
10108,20230503,353,230.0,225.46,197.01
10109,20240630,372,11.94,9.77,10.38
10110,20250519,69,201.68,196.19,215.11
10111,20230629,222,199.12,154.43,189.16
10112,20240311,529,73.96,71.43,74.0
10113,20231022,121,298.82,230.86,288.55
10114,20250205,370,263.18,225.81,276.5
10115,20251127,338,214.38,171.88,217.55
10116,20260529,552,211.79,185.8,222.68
10117,20241209,60,69.61,59.8,75.05
10118,20251110,398,70.82,55.38,68.13
10119,20230723,770,92.3,83.7,90.44
10120,20250727,48,76.9,58.35,87.19
10121,20230403,453,159.04,157.8,151.38
10122,20251017,284,15.97,15.01,16.33
10123,20231027,361,218.41,217.62,227.74
10124,20230917,617,100.85,89.45,94.89
10125,20260407,550,203.17,162.42,202.53
10126,20250729,362,342.7,310.37,294.96
10127,20260422,207,387.32,366.95,430.52
10128,20240502,377,227.02,188.74,235.86
10129,20251005,457,60.47,51.61,67.42
10130,20230528,244,357.61,272.37,408.51
10131,20250323,332,121.61,106.03,109.85
10132,20250808,83,12.62,11.01,11.53
10133,20240321,195,225.23,197.66,206.68
10134,20260531,521,260.98,220.16,239.56
10135,20240307,52,21.14,19.55,18.37
10136,20230909,411,64.81,52.17,69.66
10137,20230924,740,239.3,231.29,225.88
10138,20240514,599,224.63,223.88,229.43
10139,20250219,459,41.78,40.05,47.41
10140,20230302,454,323.6,303.21,323.77
10141,20230420,537,125.74,118.9,125.79
10142,20240323,388,209.17,200.44,223.44
10143,20250120,272,66.09,61.55,57.63
10144,20241010,611,119.6,111.97,135.45
10145,20250311,739,248.72,188.3,264.96
10146,20241117,437,95.28,94.31,99.54
10147,20230525,140,105.24,95.05,101.71
10148,20240420,154,257.41,254.59,275.48
10149,20230413,568,27.56,25.12,26.53
10150,20250731,554,59.83,56.3,51.77
10151,20260517,531,18.72,14.81,15.94
10152,20240827,60,69.61,68.23,67.79
10153,20230926,90,228.46,198.44,259.2
10154,20230204,550,203.17,187.79,176.76
10155,20231103,632,291.15,256.39,295.83
10156,20250921,430,96.92,94.52,96.43
10157,20240629,547,393.46,357.8,387.11
10158,20240209,644,440.69,330.93,490.72
10159,20250712,520,361.69,354.27,334.86
10160,20240927,763,348.36,283.86,302.77
10161,20241205,332,121.61,99.29,123.58
10162,20250813,83,12.62,12.53,13.7
10163,20240830,450,361.37,331.89,319.81
10164,20230508,385,85.79,72.92,96.75
10165,20251222,460,84.17,75.63,95.81
10166,20230731,757,118.51,111.82,120.2
10167,20240606,99,363.81,294.38,317.25
10168,20260515,418,235.9,202.26,269.15
10169,20231119,562,188.77,184.62,177.0
10170,20250307,743,343.9,263.56,385.4
10171,20240126,613,46.15,43.93,48.59
10172,20241209,129,285.77,275.15,320.01
10173,20230808,591,113.73,110.79,122.61
10174,20251218,710,52.14,43.48,52.57
10175,20260603,536,232.15,187.2,206.08
10176,20260424,274,185.35,162.43,160.73
10177,20240124,141,224.09,175.7,235.99
10178,20250831,106,80.14,75.27,80.59
10179,20251205,230,55.79,49.63,59.28
10180,20240304,284,15.97,12.93,15.68
10181,20230418,617,100.85,100.31,90.49
10182,20240817,145,222.21,205.64,196.16
10183,20240728,590,66.24,55.56,72.74
10184,20240202,230,55.79,50.11,48.99
10185,20241012,723,392.9,366.69,367.28
10186,20250707,419,199.26,194.54,186.08
10187,20240716,551,39.75,30.98,37.14
10188,20241214,203,357.94,320.92,374.46
10189,20240303,201,178.89,161.85,157.9
10190,20240420,439,350.84,281.86,305.48
10191,20241124,302,95.16,80.07,98.93
10192,20260525,348,233.48,182.84,236.51
10193,20241022,446,47.38,45.76,51.94
10194,20251215,536,232.15,205.23,262.04
10195,20250122,631,266.82,217.5,268.26
10196,20260513,499,261.75,225.57,236.79
10197,20240331,148,26.37,24.41,30.17
10198,20251120,393,22.43,17.35,23.48
10199,20240424,168,139.86,129.82,156.53
10200,20240127,593,348.5,271.61,388.65
10201,20250711,547,393.46,341.42,427.48
10202,20230714,97,301.78,279.53,319.21
10203,20230813,224,205.12,202.33,203.14
10204,20240324,787,222.59,174.59,214.92
10205,20240720,366,384.91,296.64,365.76
10206,20250510,283,273.75,205.83,290.02
10207,20231219,599,224.63,181.2,239.6
10208,20240616,795,235.28,193.28,229.29
10209,20230731,24,126.6,102.38,142.58
10210,20240406,306,267.41,262.49,261.42
10211,20240419,660,11.42,9.61,10.0
10212,20260410,493,91.44,71.25,87.25
10213,20230506,15,179.98,169.92,188.07
10214,20250422,453,159.04,156.22,177.4
10215,20230907,4,279.54,266.28,245.62
10216,20260611,331,284.71,262.37,250.39
10217,20240307,69,201.68,174.16,178.62
10218,20250806,733,218.3,211.6,231.89
10219,20240921,604,104.98,102.56,102.17
10220,20241109,502,358.64,288.03,397.76
10221,20241101,705,239.69,199.18,239.15
10222,20240930,429,195.21,172.62,171.83
10223,20240630,280,44.45,43.81,48.47
10224,20240505,189,205.54,174.08,218.6
10225,20241114,487,35.77,33.22,32.55
10226,20260506,571,319.71,259.69,279.59
10227,20250918,79,253.18,240.95,285.3
10228,20230607,386,184.17,150.92,170.3
10229,20260403,485,125.2,123.61,139.63
10230,20240325,386,184.17,149.71,181.79
10231,20240131,243,30.66,27.11,33.05
10232,20230321,651,68.28,63.58,77.06
10233,20241220,237,339.45,293.77,369.52
10234,20260202,789,412.97,391.43,380.34
10235,20230522,308,277.35,235.75,310.45
10236,20250903,484,15.41,11.86,17.67
10237,20240823,495,21.23,19.91,21.53
10238,20231126,757,118.51,89.49,110.85
10239,20260312,80,237.98,216.76,216.57
10240,20230822,315,296.21,229.1,324.75
10241,20260402,168,139.86,117.44,152.11
10242,20241225,385,85.79,68.32,75.22
10243,20231015,212,17.63,16.07,18.83
10244,20250910,546,65.36,63.29,73.59
10245,20250108,565,40.62,30.92,43.85
10246,20231119,573,146.12,112.98,134.83
10247,20240724,780,78.04,73.17,78.99
10248,20241213,16,121.92,120.99,121.1
10249,20250305,131,24.54,23.8,22.58
10250,20260305,420,122.78,94.89,141.03
10251,20260224,281,253.48,245.69,261.3
10252,20230720,460,84.17,78.06,89.9
10253,20240306,620,141.64,126.09,137.58
10254,20240617,683,426.67,348.62,429.13
10255,20250912,562,188.77,146.0,174.18
10256,20241030,573,146.12,117.97,150.51
10257,20230121,800,138.76,111.9,155.1
10258,20241107,288,29.26,29.11,32.47
10259,20250816,296,86.09,86.09,90.83
10260,20240722,74,140.18,127.1,160.12
10261,20260102,204,137.31,115.66,151.13
10262,20260201,256,108.27,83.35,116.55
10263,20231108,439,350.84,265.01,402.21
10264,20260425,462,220.62,213.95,193.28
10265,20240926,640,151.16,126.77,173.32
10266,20250808,198,61.79,56.64,63.82
10267,20240609,454,323.6,310.52,348.76
10268,20230116,19,252.36,243.8,271.56
10269,20260604,784,112.95,111.0,123.84
10270,20260129,26,359.21,318.87,321.94
10271,20230117,242,171.67,148.92,196.51
10272,20240808,763,348.36,310.58,362.48
10273,20230913,689,102.62,93.47,92.53
10274,20251108,385,85.79,66.3,84.37
10275,20230921,143,275.87,264.92,292.85
10276,20240115,757,118.51,110.24,124.89
10277,20230925,769,93.19,76.82,104.14
10278,20230502,773,48.89,38.08,44.06
10279,20240731,176,155.18,119.42,149.25
10280,20240405,565,40.62,33.87,43.75
10281,20250318,330,288.16,268.81,328.16
10282,20240505,587,273.68,228.0,264.01
10283,20250615,43,136.65,134.18,145.65
10284,20250904,401,188.97,170.98,216.12
10285,20240116,37,408.21,318.47,395.17
10286,20251025,260,283.2,247.72,299.17
10287,20250605,6,195.36,176.26,223.27
10288,20251014,749,202.73,180.26,223.31
10289,20230921,559,55.12,46.03,58.48
10290,20250928,408,74.67,69.94,70.2
10291,20241112,179,40.39,35.88,36.87
10292,20240425,684,145.2,120.11,132.53
10293,20251123,456,219.24,179.65,196.17
10294,20230324,309,270.23,259.03,297.26
10295,20240925,364,58.02,46.01,64.85
10296,20260609,79,253.18,201.43,244.38
10297,20231201,204,137.31,134.37,138.11
10298,20230928,756,394.25,373.24,354.31
10299,20250701,738,223.85,205.05,196.72
10300,20230408,584,303.45,246.95,282.36
10301,20251201,197,150.97,142.45,148.48
10302,20230726,523,151.65,139.6,167.85
10303,20240916,5,163.2,129.76,179.15
10304,20230112,356,128.43,97.54,136.05
10305,20240404,585,163.26,131.54,160.97
10306,20230116,777,116.51,99.18,104.59
10307,20250613,285,204.89,171.33,235.55
10308,20260629,341,53.82,46.69,53.91
10309,20230628,19,252.36,212.96,278.31
10310,20251210,82,299.58,294.24,262.78
10311,20240821,67,220.55,199.32,206.63
10312,20260204,720,410.49,399.25,355.07
10313,20240909,727,29.93,28.05,29.89
10314,20230407,765,31.01,30.6,32.93
10315,20250729,666,221.55,205.88,190.53
10316,20231211,244,357.61,350.83,375.45
10317,20250324,324,210.25,180.62,187.94
10318,20260408,93,61.41,58.61,62.9
10319,20240602,430,96.92,94.88,86.91
10320,20230616,293,423.76,325.1,447.37
10321,20240301,726,274.85,271.2,291.71
10322,20260525,72,119.72,109.18,125.51
10323,20251227,621,238.21,198.55,244.39
10324,20250301,351,348.89,318.62,329.23
10325,20230123,291,178.18,155.37,191.25
10326,20230303,704,18.97,17.12,18.89
10327,20251129,690,128.51,117.91,126.64
10328,20241006,493,91.44,80.25,83.77
10329,20250502,517,325.99,322.39,351.21
10330,20260402,487,35.77,31.3,40.93
10331,20230804,1,128.02,104.22,129.01
10332,20250125,511,114.7,104.57,122.38
10333,20230425,235,351.8,334.87,366.98
10334,20240616,319,283.51,272.9,298.08
10335,20250317,453,159.04,139.84,160.46
10336,20230213,209,254.65,208.77,222.07
10337,20230610,258,30.13,28.97,33.13
10338,20241213,407,187.73,163.05,184.72
10339,20260501,435,227.4,214.44,212.09
10340,20260421,625,408.43,383.87,450.61
10341,20250603,624,21.67,19.79,21.38
10342,20230709,442,36.82,28.15,37.59
10343,20251215,554,59.83,47.57,59.3
10344,20230302,110,284.95,253.58,267.72
10345,20230810,470,186.23,159.01,211.51
10346,20240929,522,104.14,94.27,118.46
10347,20250615,296,86.09,78.99,89.17
10348,20240528,368,122.52,115.73,104.69
10349,20260415,742,222.66,203.38,253.61
10350,20250902,45,269.74,212.79,261.7
10351,20230908,142,258.94,239.18,294.58
10352,20241127,655,70.94,66.62,78.41
10353,20250531,763,348.36,300.49,365.49
10354,20260117,95,76.43,72.18,82.58
10355,20260419,158,81.27,71.38,92.44
10356,20250704,705,239.69,183.34,263.07
10357,20240228,629,217.61,191.0,203.04
10358,20230204,403,210.54,197.15,195.0
10359,20260530,201,178.89,160.07,191.34
10360,20260307,512,65.44,64.25,72.93
10361,20250612,49,197.2,175.52,216.41
10362,20230816,435,227.4,189.67,260.13
10363,20260417,719,73.37,63.9,73.72
10364,20260219,30,325.32,253.39,354.07
10365,20240510,207,387.32,297.37,439.9
10366,20250615,702,260.54,218.63,224.17
10367,20240907,632,291.15,245.2,274.55
10368,20260424,784,112.95,110.51,103.05
10369,20250311,138,287.07,270.57,274.3
10370,20260418,290,323.07,297.04,364.75
10371,20240314,317,251.02,190.68,274.08
10372,20250905,121,298.82,291.93,332.52
10373,20230403,437,95.28,92.46,88.07
10374,20250923,505,143.55,117.76,130.35
10375,20230302,112,332.69,317.13,307.37
10376,20240104,516,76.0,58.8,74.44
10377,20230713,33,147.68,123.34,132.94
10378,20260410,119,333.87,283.15,328.22
10379,20231219,43,136.65,105.04,151.15
10380,20251221,490,84.06,75.52,86.68
10381,20231101,347,58.66,52.85,66.35
10382,20250926,752,83.54,64.6,71.59
10383,20250614,148,26.37,23.81,22.93
10384,20230817,174,208.41,206.0,238.69
10385,20260510,689,102.62,94.1,106.2
10386,20260116,426,82.56,68.48,72.84
10387,20240823,346,279.84,244.25,284.78
10388,20230629,409,219.82,194.4,195.32
10389,20230617,280,44.45,42.51,47.57
10390,20251016,569,318.86,262.29,277.35
10391,20240422,376,268.5,230.93,254.2
10392,20230307,602,85.13,71.55,79.01
10393,20260402,749,202.73,166.17,184.98
10394,20230815,667,106.93,87.71,115.16
10395,20240116,792,142.29,107.73,143.28
10396,20230810,94,11.79,9.73,11.64
10397,20250213,751,98.86,96.04,95.36
10398,20250105,667,106.93,106.05,114.22
10399,20260623,248,229.78,215.48,220.9
10400,20260218,189,205.54,199.05,176.38
10401,20241123,219,21.56,16.76,21.76
10402,20260127,732,90.88,77.4,85.58
10403,20250928,743,343.9,319.11,295.22
10404,20240511,759,228.08,185.58,254.12
10405,20240108,578,330.25,292.09,317.5
10406,20250329,199,127.18,102.78,117.56
10407,20231214,98,316.05,289.9,279.33
10408,20230712,497,311.63,251.38,352.08
10409,20231017,637,73.36,57.2,76.54
10410,20230710,505,143.55,116.21,161.12
10411,20260209,39,85.06,71.67,94.79
10412,20251117,81,274.94,226.73,306.08
10413,20250809,267,142.28,117.52,163.38
10414,20250219,716,97.62,93.39,103.88
10415,20230411,438,40.99,37.38,44.35
10416,20231201,651,68.28,55.12,64.85
10417,20250504,535,170.95,128.49,148.98
10418,20230729,240,48.56,38.41,52.97
10419,20250120,752,83.54,73.46,76.58
10420,20230607,49,197.2,182.9,224.96
10421,20240223,365,297.68,229.83,256.25
10422,20260227,591,113.73,113.35,107.64
