ReturnKey,DateKey,ProductKey,ReturnReason,ReturnUnits,ReturnValue
3046,20251122,207,Wrong Item Sent,3,1161.96
3047,20250329,169,Better Price Found,2,161.68
3048,20250621,655,Late Delivery,4,283.76
3049,20260408,324,Wrong Item Sent,2,420.5
3050,20250223,476,Not as Described,3,705.54
3051,20250818,434,Changed Mind,2,273.08
3052,20230725,77,Defective/Not Working,1,218.69
3053,20260424,768,Not as Described,1,253.35
3054,20230130,396,Changed Mind,2,334.74
3055,20241031,396,Better Price Found,2,334.74
3056,20230128,618,Better Price Found,2,235.64
3057,20250310,530,Defective/Not Working,3,717.06
3058,20260606,279,Wrong Item Sent,1,296.99
3059,20241013,731,Late Delivery,1,425.46
3060,20231124,448,Changed Mind,3,84.33
3061,20240813,660,Defective/Not Working,2,22.84
3062,20240531,172,Not as Described,3,178.02
3063,20230321,694,Better Price Found,1,65.85
3064,20230806,416,Defective/Not Working,3,386.04
3065,20231225,642,Not as Described,4,374.52
3066,20251208,20,No Longer Needed,2,109.96
3067,20230322,668,Changed Mind,1,120.7
3068,20231005,712,Changed Mind,2,235.98
3069,20231113,599,Better Price Found,4,898.52
3070,20240305,170,Defective/Not Working,2,673.32
3071,20240219,382,Better Price Found,3,152.76
3072,20250526,567,No Longer Needed,4,895.68
3073,20230121,546,Not as Described,1,65.36
3074,20250313,492,No Longer Needed,4,405.12
3075,20240810,78,Not as Described,3,441.0
3076,20230921,599,Changed Mind,2,449.26
3077,20250212,512,Better Price Found,2,130.88
3078,20250930,390,Defective/Not Working,2,519.7
3079,20240901,296,Defective/Not Working,3,258.27
3080,20240714,144,Not as Described,1,249.79
3081,20260313,30,Not as Described,4,1301.28
3082,20250505,78,No Longer Needed,3,441.0
3083,20260113,112,Defective/Not Working,1,332.69
3084,20231003,144,Wrong Item Sent,4,999.16
3085,20240707,569,Changed Mind,2,637.72
3086,20240921,723,Defective/Not Working,1,392.9
3087,20240322,387,Defective/Not Working,1,66.08
3088,20231019,208,Changed Mind,2,388.86
3089,20250830,487,Defective/Not Working,4,143.08
3090,20250731,173,Changed Mind,4,1411.16
3091,20260130,76,Wrong Item Sent,1,227.03
3092,20240104,486,Better Price Found,3,612.81
3093,20251104,742,Defective/Not Working,2,445.32
3094,20241210,159,Changed Mind,4,553.36
3095,20240920,770,Late Delivery,2,184.6
3096,20231216,58,Late Delivery,1,31.75
3097,20240228,187,Changed Mind,3,769.98
3098,20230905,175,Changed Mind,4,1214.28
3099,20240826,769,No Longer Needed,3,279.57
3100,20231001,690,Defective/Not Working,4,514.04
3101,20241212,131,Wrong Item Sent,3,73.62
3102,20240202,429,Defective/Not Working,1,195.21
3103,20240129,782,Defective/Not Working,2,206.0
3104,20250813,202,Better Price Found,1,290.4
3105,20240901,488,Defective/Not Working,4,951.76
3106,20250327,219,Wrong Item Sent,1,21.56
3107,20251223,563,No Longer Needed,1,41.14
3108,20230627,582,Changed Mind,3,1257.57
3109,20240812,607,Defective/Not Working,3,545.64
3110,20251215,204,Late Delivery,3,411.93
3111,20250513,591,No Longer Needed,3,341.19
3112,20260615,164,Changed Mind,3,1237.38
3113,20230613,300,Defective/Not Working,4,376.8
3114,20240801,148,Changed Mind,4,105.48
3115,20240423,68,Late Delivery,3,53.52
3116,20230417,497,Late Delivery,1,311.63
3117,20250303,491,Not as Described,2,336.46
3118,20230623,599,Wrong Item Sent,1,224.63
3119,20250919,379,Not as Described,2,612.52
3120,20231031,590,Late Delivery,4,264.96
3121,20230602,709,No Longer Needed,2,71.36
3122,20240310,468,Defective/Not Working,3,1062.87
3123,20240402,119,Late Delivery,4,1335.48
3124,20230925,705,Not as Described,4,958.76
3125,20240930,379,Defective/Not Working,4,1225.04
3126,20230422,432,Better Price Found,2,538.04
3127,20230924,403,Not as Described,4,842.16
3128,20230629,343,Not as Described,3,52.65
3129,20251014,80,Better Price Found,2,475.96
3130,20240430,634,Changed Mind,1,132.1
3131,20250722,5,Changed Mind,2,326.4
3132,20230927,172,Better Price Found,1,59.34
3133,20250921,499,Not as Described,1,261.75
3134,20260409,506,Changed Mind,3,148.14
3135,20230409,305,Better Price Found,4,733.28
3136,20240314,462,Not as Described,1,220.62
3137,20251118,477,No Longer Needed,2,506.88
3138,20260508,240,Defective/Not Working,4,194.24
3139,20250515,624,Better Price Found,4,86.68
3140,20260512,374,Late Delivery,1,330.48
3141,20231108,330,Changed Mind,1,288.16
3142,20231013,605,Not as Described,3,484.5
3143,20260120,528,No Longer Needed,1,365.56
3144,20241019,332,Wrong Item Sent,4,486.44
3145,20230710,768,Defective/Not Working,3,760.05
3146,20250731,675,Changed Mind,3,932.16
3147,20250328,546,Defective/Not Working,1,65.36
3148,20250205,75,No Longer Needed,4,470.12
3149,20260404,518,Not as Described,2,77.26
3150,20230509,406,Better Price Found,1,176.64
3151,20250110,689,Better Price Found,4,410.48
3152,20230503,395,Changed Mind,2,760.78
3153,20260202,566,Changed Mind,1,84.3
3154,20230327,725,Changed Mind,3,1134.66
3155,20231206,673,Changed Mind,1,423.99
3156,20250915,174,Late Delivery,3,625.23
3157,20260509,261,Defective/Not Working,2,424.46
3158,20230422,310,Changed Mind,4,284.68
3159,20230307,237,No Longer Needed,1,339.45
3160,20241030,118,Not as Described,3,1231.14
3161,20240823,500,No Longer Needed,1,394.62
3162,20230622,47,Not as Described,4,903.76
3163,20250614,602,Not as Described,1,85.13
3164,20240213,501,Better Price Found,4,669.12
3165,20260403,545,Not as Described,3,73.53
3166,20231012,393,Defective/Not Working,3,67.29
3167,20241030,701,Late Delivery,3,300.45
3168,20260219,537,Wrong Item Sent,1,125.74
3169,20230202,680,Wrong Item Sent,2,544.86
3170,20231001,341,Not as Described,4,215.28
3171,20240728,478,Not as Described,1,272.96
3172,20240113,531,Changed Mind,4,74.88
3173,20231101,573,No Longer Needed,3,438.36
3174,20250719,194,Wrong Item Sent,3,943.68
3175,20240313,700,Changed Mind,2,318.44
3176,20250124,774,No Longer Needed,4,401.36
3177,20260319,517,Defective/Not Working,4,1303.96
3178,20250415,177,Better Price Found,2,145.16
3179,20230606,138,Defective/Not Working,3,861.21
3180,20230924,603,Defective/Not Working,1,228.34
3181,20230120,589,Better Price Found,2,175.48
3182,20240504,584,Wrong Item Sent,1,303.45
3183,20240904,723,Changed Mind,3,1178.7
3184,20231114,758,Better Price Found,3,1045.5
3185,20241111,657,Defective/Not Working,3,623.88
3186,20241110,229,Defective/Not Working,1,168.69
3187,20250807,312,Late Delivery,1,205.56
3188,20240321,91,Defective/Not Working,1,191.54
3189,20230201,178,Not as Described,3,724.11
3190,20251223,312,Wrong Item Sent,3,616.68
3191,20240819,600,Defective/Not Working,3,199.62
3192,20240801,71,Not as Described,4,325.8
3193,20241009,61,Better Price Found,1,9.0
3194,20241220,462,Defective/Not Working,3,661.86
3195,20240119,336,Wrong Item Sent,2,732.52
3196,20241010,768,Late Delivery,1,253.35
3197,20260517,533,Wrong Item Sent,4,678.44
3198,20251025,487,Wrong Item Sent,1,35.77
3199,20250211,176,Defective/Not Working,2,310.36
3200,20240917,800,Changed Mind,4,555.04
3201,20241030,95,Not as Described,3,229.29
3202,20231007,102,Changed Mind,1,258.72
3203,20250201,678,Defective/Not Working,2,266.62
3204,20260103,705,Not as Described,4,958.76
3205,20250611,773,No Longer Needed,3,146.67
3206,20250120,724,Defective/Not Working,2,417.28
3207,20241027,610,Defective/Not Working,2,63.88
3208,20240810,416,Defective/Not Working,2,257.36
3209,20240213,745,Changed Mind,3,645.9
3210,20230523,242,Wrong Item Sent,2,343.34
3211,20260201,380,Defective/Not Working,2,479.24
3212,20240426,715,Changed Mind,1,170.39
3213,20240710,320,Better Price Found,3,614.7
3214,20250310,554,No Longer Needed,3,179.49
3215,20230903,113,Not as Described,2,238.2
3216,20260412,672,Better Price Found,2,213.08
3217,20250925,491,Defective/Not Working,4,672.92
3218,20230330,708,Changed Mind,2,281.42
3219,20250828,624,Defective/Not Working,2,43.34
3220,20240517,528,Not as Described,3,1096.68
3221,20250309,148,Late Delivery,4,105.48
3222,20240926,85,Wrong Item Sent,2,105.86
3223,20231228,248,No Longer Needed,4,919.12
3224,20240720,262,Not as Described,3,713.52
3225,20230618,130,Wrong Item Sent,3,325.32
3226,20250129,73,No Longer Needed,4,877.88
3227,20241102,721,Wrong Item Sent,4,996.64
3228,20231015,500,Changed Mind,2,789.24
3229,20240107,356,Defective/Not Working,4,513.72
3230,20241102,303,Wrong Item Sent,2,210.34
3231,20250828,398,Better Price Found,4,283.28
3232,20240622,494,Changed Mind,1,380.5
3233,20241023,511,Wrong Item Sent,3,344.1
3234,20240102,325,Changed Mind,1,223.83
3235,20240116,428,Not as Described,4,1557.76
3236,20230130,314,Defective/Not Working,3,723.0
3237,20241210,23,Not as Described,4,853.68
3238,20250829,612,Changed Mind,2,489.48
3239,20250918,317,Late Delivery,4,1004.08
3240,20240413,244,Wrong Item Sent,4,1430.44
3241,20230929,409,Not as Described,1,219.82
3242,20231024,460,Wrong Item Sent,4,336.68
3243,20250903,72,Not as Described,2,239.44
3244,20231202,677,Changed Mind,3,303.93
3245,20240316,419,Changed Mind,2,398.52
3246,20250331,448,Defective/Not Working,4,112.44
3247,20230113,180,No Longer Needed,2,50.12
3248,20230118,564,Defective/Not Working,4,571.52
3249,20230811,222,Changed Mind,3,597.36
3250,20250219,29,Defective/Not Working,3,511.44
3251,20241105,470,Wrong Item Sent,1,186.23
3252,20250314,311,Changed Mind,1,360.5
3253,20230511,402,Wrong Item Sent,3,64.98
3254,20250827,647,Late Delivery,1,184.7
3255,20230828,362,Defective/Not Working,4,1370.8
3256,20240509,307,Not as Described,3,391.62
3257,20240716,35,Changed Mind,2,32.44
3258,20230509,257,Wrong Item Sent,4,613.72
3259,20240410,287,No Longer Needed,4,993.2
3260,20250912,464,Not as Described,3,670.08
3261,20250527,297,No Longer Needed,3,609.93
3262,20231119,627,Late Delivery,2,646.76
3263,20230207,514,Changed Mind,4,1361.8
3264,20251217,101,Late Delivery,3,964.83
3265,20250208,501,No Longer Needed,1,167.28
3266,20250310,327,Late Delivery,4,126.12
3267,20241130,50,Not as Described,2,507.34
3268,20231125,621,Changed Mind,1,238.21
3269,20230415,653,Changed Mind,1,210.05
3270,20230331,511,Late Delivery,2,229.4
3271,20240523,50,Changed Mind,3,761.01
3272,20240830,629,Wrong Item Sent,1,217.61
3273,20240816,40,Not as Described,1,246.38
3274,20240114,82,Changed Mind,2,599.16
3275,20230606,337,Defective/Not Working,1,284.78
3276,20240730,310,Defective/Not Working,3,213.51
3277,20240313,698,Not as Described,2,206.68
3278,20230508,359,Defective/Not Working,3,470.28
3279,20230705,600,Defective/Not Working,2,133.08
3280,20230121,522,Defective/Not Working,2,208.28
3281,20230131,21,Better Price Found,4,1117.32
3282,20240927,607,Better Price Found,4,727.52
3283,20250925,328,Not as Described,1,77.81
3284,20230901,469,Changed Mind,1,161.37
3285,20230224,168,No Longer Needed,2,279.72
3286,20240914,104,Not as Described,3,475.53
3287,20240125,337,Changed Mind,2,569.56
3288,20240504,401,Defective/Not Working,4,755.88
3289,20250830,315,Changed Mind,4,1184.84
3290,20260127,578,Changed Mind,4,1321.0
3291,20250712,357,Better Price Found,1,34.05
3292,20250903,33,Late Delivery,1,147.68
3293,20251214,393,Changed Mind,4,89.72
3294,20230607,374,Changed Mind,3,991.44
3295,20260609,192,Defective/Not Working,4,569.12
3296,20250731,181,Late Delivery,4,1367.68
3297,20240202,239,No Longer Needed,2,355.38
3298,20241005,390,Not as Described,4,1039.4
3299,20251007,375,Not as Described,1,46.16
3300,20240524,121,Late Delivery,4,1195.28
3301,20260225,304,Changed Mind,3,216.0
3302,20250620,489,Late Delivery,1,258.71
3303,20230405,244,Defective/Not Working,1,357.61
3304,20230724,256,Changed Mind,1,108.27
3305,20231008,438,Changed Mind,1,40.99
3306,20260221,472,Changed Mind,3,92.61
3307,20250130,490,No Longer Needed,1,84.06
3308,20260226,472,Better Price Found,4,123.48
3309,20230807,139,Defective/Not Working,1,382.89
3310,20241215,159,Defective/Not Working,1,138.34
3311,20240423,519,Late Delivery,3,162.42
3312,20240326,354,Defective/Not Working,1,235.99
3313,20260619,404,Changed Mind,2,499.4
3314,20250902,362,Defective/Not Working,3,1028.1
3315,20250929,94,Not as Described,4,47.16
3316,20250717,784,Late Delivery,4,451.8
3317,20231226,484,Not as Described,3,46.23
3318,20260413,24,Changed Mind,3,379.8
3319,20240314,699,Changed Mind,3,197.73
3320,20250912,291,Not as Described,3,534.54
3321,20240410,738,Defective/Not Working,1,223.85
3322,20260627,57,Not as Described,1,20.69
3323,20240712,589,Wrong Item Sent,2,175.48
3324,20240806,637,Changed Mind,1,73.36
3325,20240813,326,No Longer Needed,1,267.52
3326,20240320,202,Not as Described,4,1161.6
3327,20250915,285,Not as Described,4,819.56
3328,20240821,167,Changed Mind,4,944.2
3329,20260401,795,Defective/Not Working,4,941.12
3330,20241224,444,No Longer Needed,3,814.41
3331,20241103,647,Wrong Item Sent,3,554.1
3332,20230204,753,Not as Described,1,306.18
3333,20240408,636,Wrong Item Sent,4,560.16
3334,20231003,283,Late Delivery,3,821.25
3335,20260108,403,Not as Described,4,842.16
3336,20251017,350,Late Delivery,1,195.28
3337,20240814,553,Wrong Item Sent,2,137.98
3338,20241103,408,Not as Described,4,298.68
3339,20250912,41,Not as Described,2,544.6
3340,20240205,362,Wrong Item Sent,2,685.4
3341,20250509,540,Defective/Not Working,3,989.07
3342,20231002,130,Better Price Found,2,216.88
3343,20240301,781,Late Delivery,4,202.16
3344,20231101,292,No Longer Needed,2,648.22
3345,20240429,515,Wrong Item Sent,1,127.91
3346,20260402,581,Defective/Not Working,3,139.35
3347,20241115,198,Not as Described,3,185.37
3348,20240207,437,No Longer Needed,3,285.84
3349,20230405,560,Not as Described,3,120.66
3350,20231215,744,Late Delivery,3,297.0
3351,20260131,244,Not as Described,4,1430.44
3352,20230208,159,Changed Mind,3,415.02
3353,20250719,559,No Longer Needed,4,220.48
3354,20250424,364,Not as Described,1,58.02
3355,20250523,376,Defective/Not Working,4,1074.0
3356,20241209,648,Better Price Found,3,101.67
3357,20230509,146,Not as Described,2,376.06
3358,20230926,500,Better Price Found,4,1578.48
3359,20260107,61,Changed Mind,1,9.0
3360,20250228,532,No Longer Needed,2,656.6
3361,20240223,658,Changed Mind,1,277.36
3362,20260416,773,Not as Described,4,195.56
3363,20230202,240,Late Delivery,2,97.12
3364,20230925,546,Late Delivery,1,65.36
3365,20230304,402,Changed Mind,4,86.64
3366,20251229,219,Defective/Not Working,4,86.24
3367,20260118,253,Wrong Item Sent,3,1310.46
3368,20241103,391,Late Delivery,1,64.13
3369,20241109,432,Not as Described,1,269.02
3370,20250627,400,Better Price Found,1,179.93
3371,20260409,406,No Longer Needed,4,706.56
3372,20260521,517,Not as Described,2,651.98
3373,20241206,194,Defective/Not Working,3,943.68
3374,20240501,759,No Longer Needed,2,456.16
3375,20240504,725,Not as Described,2,756.44
3376,20260523,733,Not as Described,3,654.9
3377,20230801,318,Not as Described,4,164.36
3378,20250302,338,Wrong Item Sent,1,214.38
3379,20241022,481,Better Price Found,4,1071.88
3380,20250831,50,Late Delivery,3,761.01
3381,20230620,766,Defective/Not Working,4,840.68
3382,20240528,421,No Longer Needed,2,165.08
3383,20230525,269,Changed Mind,2,31.32
3384,20230122,518,Not as Described,2,77.26
3385,20260302,460,No Longer Needed,2,168.34
3386,20230806,766,Wrong Item Sent,4,840.68
3387,20260430,84,Defective/Not Working,3,221.88
3388,20250720,269,Changed Mind,4,62.64
3389,20251016,23,No Longer Needed,2,426.84
3390,20231115,683,Defective/Not Working,3,1280.01
3391,20260513,273,Defective/Not Working,2,352.62
3392,20250810,247,Changed Mind,1,116.11
3393,20231116,258,Changed Mind,3,90.39
3394,20230805,169,Defective/Not Working,4,323.36
3395,20250206,488,Not as Described,1,237.94
3396,20240113,78,Not as Described,2,294.0
3397,20241106,15,Late Delivery,1,179.98
3398,20240701,462,Better Price Found,2,441.24
3399,20230309,613,Defective/Not Working,2,92.3
3400,20250315,213,Better Price Found,1,250.01
3401,20260120,770,No Longer Needed,3,276.9
3402,20260323,364,Changed Mind,1,58.02
3403,20250623,108,Changed Mind,4,97.96
3404,20260306,539,No Longer Needed,2,575.82
3405,20230522,458,Not as Described,4,465.48
3406,20250419,89,Late Delivery,4,335.64
3407,20260509,35,No Longer Needed,3,48.66
3408,20241021,30,Changed Mind,4,1301.28
3409,20240322,147,Late Delivery,2,107.96
3410,20260128,756,Wrong Item Sent,3,1182.75
3411,20250215,491,Not as Described,3,504.69
3412,20240512,728,Defective/Not Working,3,71.97
3413,20250814,344,Late Delivery,2,215.78
3414,20251227,591,Changed Mind,2,227.46
3415,20240316,470,Changed Mind,1,186.23
3416,20251201,311,Not as Described,3,1081.5
3417,20240429,199,Changed Mind,2,254.36
3418,20260320,494,Not as Described,3,1141.5
3419,20230511,639,Better Price Found,1,208.98
3420,20240928,280,Defective/Not Working,4,177.8
3421,20240503,738,Defective/Not Working,2,447.7
3422,20240106,124,Not as Described,2,22.56
3423,20230602,222,Changed Mind,2,398.24
3424,20250325,636,Changed Mind,3,420.12
3425,20230325,11,Not as Described,2,108.84
3426,20230130,197,Defective/Not Working,3,452.91
3427,20230810,799,Not as Described,1,172.35
3428,20250305,124,Changed Mind,2,22.56
3429,20260331,261,Late Delivery,2,424.46
3430,20250702,342,Defective/Not Working,1,102.47
3431,20230813,734,Defective/Not Working,3,109.53
3432,20260425,251,Defective/Not Working,2,701.9
3433,20240507,416,Better Price Found,4,514.72
3434,20250407,313,Defective/Not Working,1,145.22
3435,20260326,556,Better Price Found,3,1021.02
3436,20260627,520,Not as Described,2,723.38
3437,20230328,622,Changed Mind,1,97.19
3438,20240714,166,Late Delivery,4,1110.28
3439,20250725,497,Changed Mind,4,1246.52
3440,20260630,629,Not as Described,2,435.22
3441,20240713,62,Defective/Not Working,3,1282.05
3442,20250602,799,Defective/Not Working,3,517.05
3443,20260118,296,No Longer Needed,2,172.18
3444,20251110,787,Better Price Found,2,445.18
3445,20260121,405,Late Delivery,1,234.96
3446,20230316,274,Changed Mind,1,185.35
3447,20240627,652,Wrong Item Sent,2,329.5
3448,20241122,629,Wrong Item Sent,1,217.61
3449,20230407,555,Changed Mind,3,339.66
3450,20230613,295,Not as Described,3,651.87
3451,20230502,278,Defective/Not Working,1,255.97
3452,20250414,508,Changed Mind,2,717.92
3453,20250318,395,Wrong Item Sent,2,760.78
3454,20240616,44,Changed Mind,4,747.92
3455,20250225,7,Defective/Not Working,3,508.29
3456,20240921,582,Changed Mind,1,419.19
3457,20231114,723,Wrong Item Sent,4,1571.6
3458,20230103,12,Defective/Not Working,1,262.97
3459,20230926,395,Changed Mind,3,1141.17
3460,20230323,130,Late Delivery,2,216.88
3461,20251222,100,Better Price Found,1,63.71
3462,20250814,44,Wrong Item Sent,3,560.94
3463,20240706,5,Wrong Item Sent,3,489.6
3464,20251130,590,Better Price Found,2,132.48
3465,20240120,483,Not as Described,1,167.82
3466,20250519,719,Defective/Not Working,1,73.37
3467,20230418,173,Late Delivery,4,1411.16
3468,20230522,274,Wrong Item Sent,2,370.7
3469,20250816,251,Defective/Not Working,1,350.95
3470,20240320,82,Better Price Found,1,299.58
3471,20230723,4,Not as Described,4,1118.16
3472,20241215,532,Better Price Found,3,984.9
3473,20251223,361,Better Price Found,2,436.82
3474,20241229,478,Wrong Item Sent,4,1091.84
3475,20231102,127,Defective/Not Working,4,1057.12
3476,20230423,601,Changed Mind,4,69.96
3477,20240208,41,Defective/Not Working,4,1089.2
3478,20251217,481,Changed Mind,2,535.94
3479,20250711,29,Not as Described,4,681.92
3480,20240408,625,Changed Mind,3,1225.29
3481,20260615,678,Not as Described,4,533.24
3482,20230611,337,Wrong Item Sent,2,569.56
3483,20231211,476,Defective/Not Working,3,705.54
3484,20240806,468,Defective/Not Working,4,1417.16
3485,20260401,585,Defective/Not Working,2,326.52
3486,20230424,176,Changed Mind,4,620.72
3487,20230920,377,Changed Mind,4,908.08
3488,20250728,708,Changed Mind,2,281.42
3489,20240818,696,Defective/Not Working,3,543.57
3490,20240821,115,No Longer Needed,4,1033.28
3491,20241122,512,Changed Mind,2,130.88
3492,20250812,5,Late Delivery,3,489.6
3493,20250901,547,Defective/Not Working,3,1180.38
3494,20260629,750,Changed Mind,4,90.48
3495,20260206,344,Late Delivery,4,431.56
3496,20250309,17,Wrong Item Sent,4,924.8
3497,20240626,628,Not as Described,3,353.1
3498,20260616,24,Changed Mind,4,506.4
3499,20250115,237,Late Delivery,4,1357.8
3500,20251109,788,Not as Described,3,505.05
3501,20240405,26,Changed Mind,1,359.21
3502,20250519,409,Late Delivery,1,219.82
3503,20260221,433,Changed Mind,3,182.91
3504,20240105,197,Not as Described,3,452.91
3505,20240602,329,Changed Mind,4,1076.48
3506,20230706,268,Changed Mind,3,226.44
3507,20240625,132,Changed Mind,3,348.54
3508,20250927,134,Not as Described,1,299.61
3509,20240819,57,Better Price Found,4,82.76
3510,20230511,140,Wrong Item Sent,2,210.48
3511,20240419,742,Defective/Not Working,1,222.66
3512,20260312,660,Changed Mind,2,22.84
3513,20250829,382,No Longer Needed,2,101.84
3514,20240621,310,Late Delivery,2,142.34
3515,20240511,531,Not as Described,4,74.88
3516,20230322,612,Wrong Item Sent,4,978.96
3517,20250723,646,Late Delivery,2,405.04
3518,20251030,228,Changed Mind,2,422.14
3519,20260405,652,Changed Mind,3,494.25
3520,20250521,361,Not as Described,4,873.64
3521,20260315,562,Defective/Not Working,1,188.77
3522,20230302,645,Better Price Found,4,1038.28
3523,20250706,124,Late Delivery,2,22.56
3524,20230607,362,Changed Mind,4,1370.8
3525,20240930,602,Defective/Not Working,3,255.39
3526,20240205,381,Changed Mind,3,826.47
3527,20251231,31,Defective/Not Working,3,843.6
3528,20230113,36,Not as Described,1,214.64
3529,20230501,463,Defective/Not Working,4,813.6
3530,20240824,556,Not as Described,1,340.34
3531,20240221,727,Defective/Not Working,4,119.72
3532,20250812,69,Wrong Item Sent,3,605.04
3533,20240120,242,Defective/Not Working,4,686.68
3534,20241206,239,Defective/Not Working,4,710.76
3535,20260530,590,Wrong Item Sent,1,66.24
3536,20241027,16,Defective/Not Working,2,243.84
3537,20260304,589,Defective/Not Working,1,87.74
3538,20230913,511,Changed Mind,3,344.1
3539,20250315,523,No Longer Needed,4,606.6
3540,20251122,503,Not as Described,4,1272.08
3541,20251005,645,Late Delivery,3,778.71
3542,20260418,134,Defective/Not Working,3,898.83
3543,20251207,356,Wrong Item Sent,3,385.29
3544,20230529,428,Not as Described,1,389.44
3545,20240722,727,Defective/Not Working,1,29.93
3546,20240516,622,No Longer Needed,2,194.38
3547,20250803,659,Not as Described,4,662.24
3548,20250629,99,Late Delivery,3,1091.43
3549,20240807,235,Not as Described,2,703.6
3550,20241226,584,Not as Described,3,910.35
3551,20250628,94,Not as Described,3,35.37
3552,20251210,321,Better Price Found,2,761.74
3553,20230430,102,Defective/Not Working,2,517.44
3554,20260424,73,No Longer Needed,3,658.41
3555,20230408,244,Defective/Not Working,1,357.61
3556,20260330,8,Better Price Found,1,211.32
3557,20240328,234,Changed Mind,3,956.7
3558,20250205,9,Not as Described,4,913.0
3559,20230127,724,Wrong Item Sent,4,834.56
3560,20240701,213,Late Delivery,4,1000.04
3561,20250915,590,Late Delivery,2,132.48
3562,20241116,256,Defective/Not Working,4,433.08
3563,20230704,294,Late Delivery,2,728.68
3564,20250111,350,Not as Described,2,390.56
3565,20240519,135,Changed Mind,2,82.62
3566,20250825,430,Defective/Not Working,2,193.84
3567,20230924,528,Changed Mind,2,731.12
3568,20251208,63,Late Delivery,2,116.24
3569,20230120,471,Not as Described,3,103.5
3570,20240328,229,Not as Described,4,674.76
3571,20260101,100,Late Delivery,1,63.71
3572,20231113,460,Not as Described,2,168.34
3573,20260315,558,Defective/Not Working,4,965.6
3574,20260111,38,No Longer Needed,4,146.68
3575,20230726,795,Late Delivery,3,705.84
3576,20240711,772,Better Price Found,4,1091.56
3577,20230215,229,Wrong Item Sent,2,337.38
3578,20230201,498,Better Price Found,1,309.5
3579,20260326,231,Changed Mind,2,380.78
3580,20240811,726,Defective/Not Working,3,824.55
3581,20251218,143,Not as Described,2,551.74
3582,20260520,372,Wrong Item Sent,1,11.94
3583,20260402,516,Not as Described,4,304.0
3584,20230404,54,Changed Mind,3,399.6
3585,20240814,265,Changed Mind,4,997.24
3586,20260212,490,Changed Mind,3,252.18
3587,20241021,536,Late Delivery,3,696.45
3588,20240305,518,Better Price Found,3,115.89
3589,20230202,450,Wrong Item Sent,3,1084.11
3590,20250302,6,Changed Mind,3,586.08
3591,20250614,423,Better Price Found,1,26.19
3592,20230725,732,Wrong Item Sent,2,181.76
3593,20240809,191,Defective/Not Working,3,991.53
3594,20230307,457,Late Delivery,2,120.94
3595,20240610,712,No Longer Needed,3,353.97
3596,20240222,276,Changed Mind,4,266.8
3597,20260111,222,Better Price Found,1,199.12
3598,20260203,707,Not as Described,4,902.88
3599,20250830,174,Not as Described,1,208.41
3600,20231013,348,Changed Mind,3,700.44
3601,20230528,438,Better Price Found,3,122.97
3602,20250105,139,Better Price Found,4,1531.56
3603,20230722,362,Defective/Not Working,1,342.7
3604,20230520,393,Late Delivery,4,89.72
3605,20260314,192,Not as Described,2,284.56
3606,20230123,696,Changed Mind,3,543.57
3607,20240415,330,Better Price Found,3,864.48
3608,20231111,488,Changed Mind,3,713.82
3609,20230518,89,Not as Described,3,251.73
3610,20260322,694,Changed Mind,2,131.7
3611,20260129,383,Wrong Item Sent,2,111.48
3612,20251210,680,Better Price Found,3,817.29
3613,20250228,190,Not as Described,1,46.04
3614,20240220,194,Not as Described,1,314.56
3615,20260501,246,Not as Described,4,1159.32
3616,20241031,133,Defective/Not Working,2,315.28
3617,20241129,134,Not as Described,3,898.83
3618,20241015,93,Wrong Item Sent,3,184.23
3619,20240624,691,Changed Mind,1,160.49
3620,20250605,369,Changed Mind,3,294.33
3621,20250209,556,Better Price Found,2,680.68
3622,20260311,582,Better Price Found,2,838.38
3623,20230513,275,Defective/Not Working,3,104.91
3624,20251211,482,Wrong Item Sent,4,297.08
3625,20231226,581,Wrong Item Sent,4,185.8
3626,20230601,250,No Longer Needed,4,894.48
3627,20230102,453,Late Delivery,1,159.04
3628,20240325,251,Defective/Not Working,4,1403.8
3629,20260418,323,Late Delivery,3,663.54
3630,20231129,471,Late Delivery,3,103.5
3631,20230312,711,Better Price Found,3,268.05
3632,20250313,165,Late Delivery,4,892.16
3633,20251015,120,Changed Mind,3,562.26
3634,20240107,172,Changed Mind,1,59.34
3635,20230806,464,No Longer Needed,2,446.72
3636,20230805,319,Defective/Not Working,4,1134.04
3637,20250606,134,Changed Mind,1,299.61
3638,20231006,589,Not as Described,3,263.22
3639,20250118,258,Changed Mind,3,90.39
3640,20260628,711,Wrong Item Sent,1,89.35
3641,20250727,486,Changed Mind,1,204.27
3642,20230821,14,Changed Mind,3,328.62
3643,20240403,132,No Longer Needed,1,116.18
3644,20250111,186,Defective/Not Working,2,384.04
3645,20240525,538,Defective/Not Working,1,86.46
3646,20231219,190,Defective/Not Working,2,92.08
3647,20260214,368,Changed Mind,4,490.08
3648,20240518,734,Late Delivery,1,36.51
3649,20240514,169,Wrong Item Sent,3,242.52
3650,20231011,627,No Longer Needed,2,646.76
3651,20230110,330,Changed Mind,3,864.48
3652,20250722,695,Better Price Found,2,439.08
3653,20240526,29,No Longer Needed,3,511.44
3654,20230316,468,Not as Described,2,708.58
3655,20250318,308,Not as Described,1,277.35
3656,20250125,147,Wrong Item Sent,2,107.96
3657,20250527,517,Changed Mind,2,651.98
3658,20250308,80,Not as Described,4,951.92
3659,20260513,763,Not as Described,3,1045.08
