TrafficKey,DateKey,ProductKey,RegionKey,PageViews,Sessions,GlanceViews,AddToCart,Orders
15394,20240107,533,4,205,125,166,27,10
15395,20250907,725,1,235,155,197,19,9
15396,20231201,368,4,8,5,7,1,0
15397,20230317,640,1,321,133,205,18,10
15398,20240104,725,1,206,129,162,21,10
15399,20250604,562,6,5,3,5,0,0
15400,20230121,608,6,352,193,239,40,21
15401,20260512,777,5,69,29,44,7,4
15402,20260114,261,1,161,85,123,19,10
15403,20250721,147,6,252,134,163,26,13
15404,20250303,104,1,94,62,77,8,3
15405,20240714,71,4,235,114,165,23,11
15406,20240210,366,2,81,38,56,6,3
15407,20260216,707,2,95,57,83,6,2
15408,20230608,195,1,240,142,202,11,5
15409,20241112,534,6,195,106,137,15,8
15410,20230515,405,3,263,137,189,9,3
15411,20260522,678,2,444,173,294,43,20
15412,20240304,362,5,288,124,191,20,9
15413,20250518,462,5,105,56,81,5,3
15414,20230228,272,1,129,69,90,15,8
15415,20250723,79,2,162,77,109,16,6
15416,20251116,226,5,343,175,221,16,9
15417,20240924,212,6,45,21,31,3,1
15418,20230702,81,5,148,78,125,17,8
15419,20250925,746,5,90,50,61,7,4
15420,20260403,346,4,47,24,33,2,1
15421,20250423,417,1,195,102,133,18,6
15422,20241204,484,1,142,82,113,18,8
15423,20241228,678,3,265,137,202,11,5
15424,20240417,42,6,120,65,90,13,8
15425,20230526,204,1,61,34,45,7,4
15426,20260304,723,1,136,84,112,19,10
15427,20240406,435,6,99,42,74,10,3
15428,20240229,272,6,114,53,82,6,3
15429,20231119,106,3,126,64,83,7,3
15430,20231112,161,3,30,14,20,3,1
15431,20230110,153,3,146,78,99,6,2
15432,20230716,285,6,166,106,143,24,12
15433,20230925,454,5,141,75,126,18,9
15434,20240902,483,5,92,43,64,8,3
15435,20230506,415,6,68,34,50,7,3
15436,20250131,375,1,179,93,129,8,4
15437,20231226,675,2,109,60,80,9,3
15438,20251109,105,1,53,39,48,8,3
15439,20240602,729,6,123,79,101,5,3
15440,20230302,37,6,223,138,173,26,14
15441,20250422,181,2,157,101,132,14,8
15442,20250411,111,4,195,90,130,13,7
15443,20250319,159,6,190,98,129,16,10
15444,20230511,334,4,122,72,96,10,6
15445,20241022,56,3,103,40,65,6,3
15446,20250403,243,3,18,9,13,0,0
15447,20231031,212,3,88,33,57,3,1
15448,20250602,616,4,263,162,194,22,9
15449,20250903,653,1,37,19,29,3,1
15450,20240629,113,3,140,64,93,14,5
15451,20240316,186,2,35,25,30,2,1
15452,20250825,339,6,179,70,118,6,3
15453,20251112,484,3,45,23,33,4,2
15454,20260508,260,1,10,6,9,0,0
15455,20240306,204,6,194,95,144,21,11
15456,20251119,130,2,92,48,71,8,4
15457,20250125,203,5,233,94,163,16,9
15458,20230721,175,4,112,50,85,9,5
15459,20230608,100,4,54,33,47,4,2
15460,20251225,301,6,84,36,67,9,4
15461,20241230,513,6,93,45,75,11,7
15462,20250204,413,5,24,12,17,2,0
15463,20230125,228,1,22,10,16,0,0
15464,20231010,678,1,78,47,68,6,3
15465,20250925,153,2,149,84,106,6,2
15466,20250529,533,4,66,32,53,7,2
15467,20240707,593,5,153,93,127,18,8
15468,20241007,191,4,12,4,8,0,0
15469,20240105,752,5,173,89,117,7,3
15470,20251018,592,3,110,60,97,12,5
15471,20260515,33,2,14,8,12,1,0
15472,20240811,195,6,21,11,16,2,1
15473,20250703,589,6,145,77,94,6,3
15474,20260610,419,2,181,80,131,17,9
15475,20240811,578,1,152,96,115,8,3
15476,20260109,150,3,98,53,89,14,5
15477,20241030,486,4,50,25,39,4,2
15478,20250512,90,5,68,39,62,7,2
15479,20230428,361,4,49,25,35,5,2
15480,20250221,277,1,127,58,89,13,4
15481,20240926,37,6,69,26,48,8,3
15482,20230720,141,6,65,36,43,5,2
15483,20250423,477,4,60,30,49,6,2
15484,20250318,201,4,156,86,139,21,12
15485,20250411,12,4,203,93,147,9,4
15486,20260620,620,2,222,95,169,10,5
15487,20240223,604,6,89,40,62,3,1
15488,20230121,184,5,181,106,138,12,5
15489,20260101,430,6,367,189,235,26,11
15490,20240506,226,2,50,19,36,5,3
15491,20231226,24,6,60,26,46,4,2
15492,20240305,11,2,118,59,80,4,2
15493,20230204,418,2,183,67,119,11,6
15494,20231026,212,4,28,19,24,2,1
15495,20240617,546,2,60,22,39,6,3
15496,20250915,499,4,113,52,74,9,4
15497,20241110,4,4,100,49,67,8,3
15498,20260102,181,6,60,35,42,4,2
15499,20250802,275,3,239,154,192,11,4
15500,20240220,647,6,106,37,68,5,2
15501,20260221,497,3,96,56,74,12,5
15502,20251005,468,3,156,85,116,15,7
15503,20241113,197,6,43,22,36,4,2
15504,20240811,467,6,288,188,223,39,18
15505,20260414,245,1,43,23,32,3,1
15506,20251219,665,2,360,234,281,24,11
15507,20240808,724,1,268,162,225,31,16
15508,20250817,738,3,30,11,20,1,0
15509,20250320,637,4,76,36,53,6,2
15510,20230908,789,3,304,166,200,28,16
15511,20230926,621,4,55,28,45,5,2
15512,20240828,162,1,38,19,29,5,2
15513,20260517,659,5,86,48,74,9,4
15514,20250328,498,3,117,45,77,11,4
15515,20230928,575,5,87,45,64,6,3
15516,20230618,104,6,113,58,72,7,4
15517,20240128,277,3,131,49,89,5,2
15518,20240812,340,6,31,22,27,2,0
15519,20240810,199,2,131,66,99,11,6
15520,20260623,644,4,59,33,54,6,2
15521,20251223,186,3,393,171,288,42,14
15522,20240311,42,1,78,37,52,2,0
15523,20250325,621,2,216,140,188,22,8
15524,20230429,105,4,210,112,137,15,6
15525,20250619,366,3,140,63,94,10,5
15526,20250715,647,2,90,49,60,3,1
15527,20260427,401,5,114,50,77,9,4
15528,20250630,545,4,93,57,80,10,4
15529,20250511,191,1,220,93,138,23,14
15530,20251117,288,5,99,46,66,8,4
15531,20260208,709,2,73,35,54,2,1
15532,20240523,238,4,75,40,56,2,1
15533,20240628,581,5,56,32,41,5,2
15534,20230403,94,5,222,113,154,9,3
15535,20240622,491,1,175,115,140,18,10
15536,20251211,727,1,32,19,27,4,2
15537,20250801,283,4,186,104,128,7,3
15538,20250510,130,1,113,75,98,12,5
15539,20260113,718,6,258,161,193,11,3
15540,20240309,519,2,179,98,124,11,6
15541,20230828,551,3,46,25,31,3,1
15542,20250815,63,6,43,19,30,1,0
15543,20230416,365,3,97,64,76,9,5
15544,20250403,101,5,103,46,83,9,3
15545,20260529,505,2,257,124,192,20,7
15546,20240129,275,3,54,27,39,2,1
15547,20250521,155,1,49,24,40,3,1
15548,20260101,173,3,90,44,62,9,5
15549,20250104,439,1,100,57,87,15,5
15550,20230908,277,2,164,59,107,15,6
15551,20230923,44,2,58,29,44,6,3
15552,20231226,506,1,713,438,553,46,24
15553,20251101,279,4,164,87,121,15,5
15554,20240727,229,2,52,30,39,6,2
15555,20231022,470,6,155,113,137,13,4
15556,20240120,333,5,211,128,160,28,15
15557,20230720,67,3,60,32,42,5,2
15558,20230831,789,4,116,53,77,12,6
15559,20231026,707,6,77,41,62,10,5
15560,20250513,441,4,25,12,18,3,1
15561,20240420,7,2,45,22,41,5,2
15562,20231120,295,4,30,18,25,4,1
15563,20240405,63,3,78,43,57,9,3
15564,20250815,108,6,32,13,21,1,0
15565,20230715,80,2,88,62,80,7,3
15566,20250421,799,5,12,4,8,0,0
15567,20250301,466,2,56,25,36,2,1
15568,20240823,728,6,85,50,69,6,3
15569,20240729,789,4,31,15,23,2,1
15570,20240905,545,1,100,52,87,7,4
15571,20240801,299,2,66,30,50,3,1
15572,20240330,297,4,214,111,154,27,12
15573,20250627,199,2,161,80,106,18,9
15574,20240508,386,2,74,41,66,10,4
15575,20240529,413,3,84,40,71,7,4
15576,20250114,646,1,93,58,78,9,5
15577,20260524,453,5,57,29,50,6,2
15578,20240213,455,6,73,42,66,8,2
15579,20241218,772,3,263,154,227,19,12
15580,20240909,765,1,519,241,370,52,23
15581,20240516,563,3,127,78,95,10,5
15582,20231120,239,5,54,20,36,5,2
15583,20230804,21,5,32,12,21,1,0
15584,20231122,9,1,130,55,89,9,5
15585,20251110,375,1,185,105,138,23,9
15586,20241027,767,3,100,58,76,5,2
15587,20231024,52,1,46,28,39,4,1
15588,20240729,284,2,212,90,146,15,8
15589,20241224,706,4,82,39,56,4,1
15590,20251011,115,4,28,17,22,1,0
15591,20240402,134,4,50,32,45,3,1
15592,20251127,202,6,70,35,45,7,3
15593,20240720,103,2,55,28,47,3,1
15594,20240603,633,1,70,41,55,7,3
15595,20240409,575,4,147,101,125,22,8
15596,20231107,320,6,39,18,28,2,1
15597,20240806,110,4,141,91,113,17,7
15598,20260424,357,3,88,42,58,4,1
15599,20240803,719,2,138,82,106,17,8
15600,20260620,161,4,117,70,97,8,4
15601,20231222,209,2,471,300,367,50,18
15602,20240112,500,5,50,25,40,3,1
15603,20230502,93,6,291,111,199,30,13
15604,20230717,76,5,73,32,56,4,1
15605,20231209,86,5,187,122,165,14,5
15606,20250516,440,4,106,47,80,9,5
15607,20230729,191,2,190,117,165,27,11
15608,20231014,145,4,36,17,23,2,0
15609,20240712,360,5,350,203,286,31,11
15610,20260420,355,4,295,154,186,14,7
15611,20250527,552,3,112,49,90,14,8
15612,20260110,44,6,181,109,142,12,4
15613,20230911,170,3,112,72,91,14,6
15614,20240523,379,2,116,60,75,11,5
15615,20230517,508,6,254,102,178,27,11
15616,20231206,422,4,98,43,62,3,1
15617,20240123,162,4,217,112,194,17,9
15618,20251009,403,2,31,16,26,1,0
15619,20230625,761,4,87,62,79,11,5
15620,20230105,133,1,116,47,81,7,3
15621,20250206,670,6,46,17,29,2,0
15622,20260129,577,3,154,77,99,14,6
15623,20250802,287,3,275,119,188,21,10
15624,20260514,404,6,58,29,40,2,0
15625,20250518,43,1,8,3,6,0,0
15626,20241211,549,2,244,125,157,15,7
15627,20260210,464,4,199,90,129,16,7
15628,20250814,799,4,18,8,14,2,1
15629,20240201,786,3,17,6,12,1,0
15630,20240102,437,3,113,51,80,10,5
15631,20260311,46,6,341,163,218,31,14
15632,20260105,750,1,114,54,81,5,3
15633,20231004,522,6,210,129,173,14,5
15634,20250522,430,5,87,56,68,9,4
15635,20230605,778,6,79,33,57,5,3
15636,20250619,47,6,138,69,97,16,6
15637,20250109,312,2,76,35,58,6,3
15638,20250412,368,1,73,31,55,8,4
15639,20241005,272,6,96,50,61,9,3
15640,20230131,106,3,65,40,53,8,3
15641,20260602,657,3,249,120,210,15,8
15642,20241226,675,2,130,68,93,6,2
15643,20241024,292,1,178,78,120,11,3
15644,20230104,592,4,59,24,39,3,1
15645,20260627,610,5,181,75,118,10,4
15646,20230715,379,1,277,113,204,22,13
15647,20250904,485,2,69,30,46,7,2
15648,20240329,397,2,72,41,55,7,4
15649,20250129,368,4,45,24,31,1,0
15650,20230428,677,2,24,11,16,1,0
15651,20250501,585,2,157,62,112,6,2
15652,20260419,314,1,52,32,39,2,0
15653,20250921,730,6,123,71,105,14,7
15654,20250206,291,2,41,17,28,3,1
15655,20241008,558,5,133,75,90,6,3
15656,20231123,95,1,68,24,43,3,1
15657,20260606,505,2,36,17,23,2,0
15658,20240613,409,5,155,78,116,20,11
15659,20260222,100,3,48,20,36,3,1
15660,20231001,443,2,63,28,44,2,1
15661,20251208,508,2,38,15,28,4,2
15662,20240515,487,4,57,32,43,3,1
15663,20250724,653,6,94,57,70,4,1
15664,20260316,135,2,68,35,58,7,3
15665,20230703,215,4,121,60,98,8,3
15666,20260107,93,5,208,103,145,20,12
15667,20250309,320,5,229,132,158,16,7
15668,20240804,318,1,124,58,98,16,9
15669,20230806,720,2,43,19,30,1,0
15670,20260215,772,2,133,79,111,16,7
15671,20250412,255,5,180,106,143,12,4
15672,20240416,446,2,39,23,32,3,1
15673,20260515,580,1,207,104,132,9,4
15674,20250903,314,2,20,9,15,1,0
15675,20240121,215,4,39,25,35,3,1
15676,20240301,732,2,80,34,51,4,1
15677,20230326,572,1,188,91,125,16,5
15678,20230315,380,6,70,27,44,7,2
15679,20230202,426,1,45,28,36,2,1
15680,20260508,649,1,50,31,45,4,1
15681,20231006,66,5,22,12,18,2,1
15682,20240305,362,1,56,34,42,4,2
15683,20260503,444,2,84,36,58,9,4
15684,20250224,385,5,78,39,65,6,2
15685,20230326,237,5,44,23,32,3,1
15686,20230610,402,4,76,49,64,7,2
15687,20230102,598,4,82,44,52,4,2
15688,20241217,574,1,395,249,343,42,15
15689,20230317,795,1,134,62,110,8,4
15690,20241114,763,4,204,94,138,10,3
15691,20240717,553,2,46,24,36,4,2
15692,20240811,199,5,71,35,52,6,3
15693,20230605,394,5,79,36,54,9,4
15694,20230227,666,4,118,55,75,4,1
15695,20240801,216,3,27,11,19,0,0
15696,20230308,150,2,76,34,48,2,0
15697,20250907,257,5,189,90,119,13,7
15698,20250519,724,1,156,87,110,18,8
15699,20230221,737,5,41,22,28,4,1
15700,20250805,495,1,177,78,130,21,13
15701,20240908,194,4,148,75,94,7,4
15702,20251216,323,2,113,67,101,9,3
15703,20230527,92,3,102,51,78,7,3
15704,20240930,208,6,18,10,17,2,1
15705,20240611,653,5,198,103,143,18,10
15706,20260321,551,5,124,44,80,5,2
15707,20240128,315,1,154,89,112,9,4
15708,20250620,181,4,28,14,18,2,1
15709,20260401,155,5,303,168,199,16,9
15710,20230609,459,4,175,64,112,19,12
15711,20240119,90,5,166,74,107,15,9
15712,20231201,429,6,70,34,52,5,2
15713,20240125,137,5,142,70,117,11,5
15714,20250621,672,4,223,140,169,24,8
15715,20251117,387,6,102,57,68,4,1
15716,20260205,562,2,169,69,107,9,4
15717,20230303,258,2,36,16,26,1,0
15718,20250326,263,3,96,44,67,6,2
15719,20240905,798,4,215,110,148,20,11
15720,20231122,34,6,54,27,37,2,1
15721,20241028,113,6,21,9,17,2,0
15722,20241005,723,2,132,77,100,8,3
15723,20231012,313,5,253,135,165,25,12
15724,20250830,38,6,57,23,38,3,1
15725,20241124,649,6,133,71,91,12,7
15726,20230128,561,3,130,73,91,5,2
15727,20250311,83,1,61,42,51,7,4
15728,20250329,292,3,49,28,37,6,2
15729,20240430,201,3,115,64,94,16,8
15730,20260207,81,6,68,38,50,6,3
15731,20260404,401,4,123,75,112,20,7
15732,20260615,168,2,26,17,21,2,0
15733,20250909,598,5,44,17,28,3,1
15734,20260128,19,4,112,60,85,9,5
15735,20260416,147,2,56,30,36,5,1
15736,20251120,775,5,56,35,46,4,2
15737,20260228,250,2,91,37,60,10,6
15738,20241003,720,4,103,52,83,11,6
15739,20240417,556,1,78,35,56,9,3
15740,20240622,689,1,118,58,104,6,3
15741,20260321,97,6,38,19,25,2,1
15742,20240307,400,6,293,128,232,30,14
15743,20260629,11,2,89,40,71,11,6
15744,20260622,177,3,85,51,68,5,2
15745,20240422,235,1,11,7,10,1,0
15746,20250325,721,4,37,17,27,3,1
15747,20230210,137,2,94,49,78,9,5
15748,20240105,268,1,42,22,31,4,1
15749,20250617,709,2,130,68,86,12,4
15750,20250926,368,4,52,26,33,3,1
15751,20240121,420,3,199,107,166,29,14
15752,20230226,798,5,186,100,140,10,4
15753,20230724,458,6,122,53,86,7,2
15754,20250220,430,1,58,24,40,6,2
15755,20231011,293,6,183,64,116,11,7
15756,20251108,669,3,31,15,24,1,0
15757,20260310,410,1,145,73,119,15,5
15758,20250219,602,5,87,38,55,9,5
15759,20230629,558,2,37,19,33,5,1
15760,20240712,706,4,644,398,547,62,24
15761,20260302,205,3,72,41,55,8,4
15762,20230603,404,4,161,92,141,14,6
15763,20230919,402,5,128,77,100,8,4
15764,20240620,240,4,119,60,98,17,7
15765,20241002,633,1,204,111,143,21,9
15766,20260613,255,4,18,7,12,2,0
15767,20250921,453,2,74,35,51,7,3
15768,20240327,287,3,129,67,114,8,4
15769,20260520,638,6,44,21,29,1,0
15770,20240714,790,4,59,35,48,4,2
15771,20260110,314,1,130,57,83,10,6
15772,20230114,614,3,40,17,29,1,0
15773,20240116,102,3,80,31,53,6,2
15774,20241206,790,2,50,26,43,5,1
15775,20260414,766,1,119,66,79,10,6
15776,20230424,534,6,210,97,139,17,9
15777,20241112,384,4,195,82,130,22,9
15778,20240222,110,6,40,17,30,4,2
15779,20260204,773,6,71,29,47,6,3
15780,20240511,684,5,477,214,319,35,13
15781,20250807,381,3,33,14,22,3,1
15782,20240705,391,2,32,17,24,1,0
15783,20230420,757,3,146,66,116,10,4
15784,20230110,216,1,187,129,166,21,13
15785,20250221,795,2,31,16,23,2,0
15786,20260412,325,3,86,50,60,6,3
15787,20230410,695,6,70,43,60,5,2
15788,20251222,207,6,148,64,97,6,3
15789,20241102,127,6,200,108,129,17,9
15790,20250328,63,1,92,61,75,6,3
15791,20260330,324,4,276,183,231,13,5
15792,20241020,754,2,238,105,188,20,7
15793,20230304,799,6,205,94,166,14,8
15794,20231230,640,6,258,179,212,17,7
15795,20230718,261,1,220,92,142,19,7
15796,20240829,607,3,90,39,64,9,4
15797,20250807,31,4,44,20,32,1,0
15798,20231030,286,3,61,34,50,7,2
15799,20260119,324,6,209,134,184,22,12
15800,20250806,433,4,47,34,42,4,1
15801,20231101,430,6,94,65,82,8,4
15802,20260202,368,6,321,142,220,25,14
15803,20250902,301,5,138,71,124,6,3
15804,20241102,324,4,148,85,119,11,7
15805,20250201,781,1,116,58,79,12,4
15806,20240529,330,6,168,100,149,20,7
15807,20250102,261,5,23,12,17,1,0
15808,20251123,462,4,63,30,42,6,3
15809,20240411,635,3,132,77,119,16,8
15810,20240426,421,5,79,42,58,5,1
15811,20250527,450,2,34,17,26,1,0
15812,20241027,498,6,380,146,242,14,9
15813,20250220,482,3,84,51,62,9,5
15814,20230526,344,6,16,11,14,2,0
15815,20230807,594,6,44,20,33,4,1
15816,20230526,421,1,43,23,28,3,1
15817,20231117,142,5,44,27,38,4,1
15818,20230910,749,1,70,38,46,3,1
15819,20240905,5,5,357,187,264,21,11
15820,20240106,561,3,79,37,56,9,4
15821,20231208,137,5,303,148,204,22,11
15822,20260114,543,4,244,125,153,20,9
15823,20230206,232,5,208,122,157,14,8
15824,20250109,189,1,72,45,59,5,1
15825,20241217,695,3,272,193,241,26,14
15826,20260127,110,2,23,17,21,2,0
15827,20260223,273,6,152,114,138,11,4
15828,20230812,453,5,86,45,77,6,3
15829,20250713,525,6,221,139,172,13,5
15830,20240704,147,1,49,26,39,3,1
15831,20250423,599,6,41,26,35,4,2
15832,20250113,102,5,208,98,138,14,5
15833,20240301,605,2,63,31,49,3,1
15834,20250218,168,6,235,107,168,28,18
15835,20230518,766,6,71,41,59,7,3
15836,20240211,129,2,225,97,174,26,10
15837,20231116,635,1,9,5,8,0,0
15838,20240501,71,5,62,38,47,3,1
15839,20230322,52,2,35,15,23,2,1
15840,20231222,314,2,320,127,223,20,12
15841,20231024,454,1,17,11,14,2,1
15842,20231023,129,5,59,39,50,6,3
15843,20250424,407,5,134,78,100,7,4
15844,20241120,295,5,112,59,102,16,8
15845,20250811,592,1,62,37,52,8,4
15846,20260507,645,1,133,69,101,6,2
15847,20260531,202,5,233,117,184,32,13
15848,20251210,60,1,50,26,35,5,2
15849,20260105,235,6,81,32,59,7,4
15850,20250721,205,3,121,56,83,5,2
15851,20240401,495,1,56,25,46,6,2
15852,20230507,411,5,169,93,144,19,9
15853,20250329,427,5,139,64,89,15,7
15854,20230622,269,5,93,41,68,11,5
15855,20241211,546,1,25,17,21,2,0
15856,20241208,343,5,226,110,199,11,6
15857,20250725,201,4,167,60,106,16,9
15858,20231023,238,6,80,38,54,6,2
15859,20250601,617,5,125,53,94,16,5
15860,20260507,787,2,31,19,25,2,0
15861,20260313,260,5,243,110,164,9,3
15862,20250412,253,2,81,47,67,9,5
15863,20260501,732,3,201,81,133,18,11
15864,20241105,248,5,63,39,48,4,1
15865,20251121,80,3,16,11,15,1,0
15866,20260116,2,3,108,65,90,11,4
15867,20230115,262,5,199,86,127,18,11
15868,20250130,172,6,136,56,98,10,4
15869,20250501,250,5,81,49,60,8,3
15870,20251028,675,4,99,49,66,11,4
15871,20250503,232,3,49,21,39,4,1
15872,20260527,538,6,111,53,89,8,4
15873,20251005,130,6,46,22,30,3,1
15874,20240629,487,3,39,24,29,2,1
15875,20260408,648,6,33,15,22,2,1
15876,20250808,83,3,75,40,57,9,5
15877,20250226,673,4,27,15,22,3,1
15878,20250303,205,2,111,45,76,6,3
15879,20240423,760,4,112,61,88,6,3
15880,20230312,542,4,43,22,31,2,1
15881,20250504,376,1,56,28,38,5,2
15882,20251221,784,6,621,305,483,70,44
15883,20260519,493,3,91,50,75,7,4
15884,20240902,185,6,103,37,65,6,3
15885,20260320,194,4,30,18,25,1,0
15886,20240616,777,4,121,53,97,6,3
15887,20241227,119,5,318,115,199,30,11
15888,20250822,628,1,69,27,48,4,1
15889,20250713,245,6,62,33,47,6,3
15890,20240620,463,1,154,67,97,6,3
15891,20250623,506,6,171,88,127,20,11
15892,20260414,11,1,127,65,80,6,2
15893,20251104,233,5,245,112,168,8,4
15894,20240712,401,5,525,294,419,32,15
15895,20230801,391,6,105,69,95,15,7
15896,20240521,730,3,36,18,24,1,0
15897,20240629,115,6,348,177,260,44,28
15898,20240525,668,1,313,144,240,20,9
15899,20240130,213,5,92,37,65,7,4
15900,20250617,398,5,118,48,77,6,3
15901,20260426,591,5,189,120,154,15,9
15902,20231218,95,5,124,72,111,11,6
15903,20230420,429,4,231,106,153,14,7
15904,20240913,456,1,41,19,30,4,2
15905,20231028,704,2,69,31,50,4,1
15906,20251025,251,6,112,46,77,10,6
15907,20250607,280,4,167,121,146,23,10
15908,20240815,307,2,179,87,113,9,5
15909,20230206,422,2,144,57,104,10,5
15910,20250424,638,2,10,5,8,0,0
15911,20251230,426,2,79,30,51,3,1
15912,20230129,284,5,18,11,16,1,0
15913,20240618,167,2,69,32,52,8,2
15914,20231126,331,1,82,39,71,9,3
15915,20240713,765,4,135,61,92,6,3
15916,20250726,605,1,87,39,61,8,3
15917,20230528,355,2,98,56,83,14,6
15918,20250418,251,2,72,29,51,6,3
15919,20240615,492,3,241,122,219,16,9
15920,20250520,728,3,19,10,16,1,0
15921,20240303,441,3,91,50,68,8,3
15922,20240615,190,3,123,57,103,15,6
15923,20240726,624,5,132,55,84,12,7
15924,20231006,532,1,70,49,58,10,5
15925,20260403,192,1,96,64,81,5,3
15926,20250917,445,6,108,44,78,5,3
15927,20251203,642,4,81,42,56,3,1
15928,20240217,283,2,59,39,54,2,1
15929,20230103,611,3,132,60,86,10,4
15930,20240208,47,4,222,105,183,26,9
15931,20230925,382,1,114,50,78,10,4
15932,20250702,737,4,156,80,107,12,4
15933,20230427,718,3,155,55,98,7,3
15934,20240616,645,6,87,54,66,4,2
15935,20230701,166,2,156,66,120,14,6
15936,20250930,375,6,56,22,38,2,0
15937,20251011,785,3,92,42,70,4,2
15938,20240528,745,3,124,49,78,6,3
15939,20251117,105,6,78,29,53,5,2
15940,20230313,242,6,161,90,110,16,8
15941,20230918,557,6,222,96,154,17,8
15942,20240322,365,3,116,59,85,9,4
15943,20231110,487,2,110,52,71,10,3
15944,20230420,770,2,85,47,64,10,6
15945,20250920,34,3,34,15,26,3,1
15946,20250414,166,4,158,80,132,8,4
15947,20240629,5,2,119,75,94,13,8
15948,20251121,778,6,219,97,161,12,6
15949,20250613,224,4,61,34,42,6,3
15950,20250309,657,5,212,121,168,21,11
15951,20230102,375,5,58,23,40,4,1
15952,20240107,740,5,186,101,158,24,9
15953,20250513,412,6,45,25,31,2,0
15954,20260620,242,4,209,109,132,22,11
15955,20230117,208,6,221,150,197,30,10
15956,20230818,333,3,148,95,113,8,3
15957,20260323,779,2,41,17,31,2,1
15958,20230101,438,1,220,79,141,16,7
15959,20240220,534,3,70,35,51,6,3
15960,20260530,321,6,291,167,237,31,12
15961,20250611,761,4,342,166,264,41,23
15962,20230227,660,1,109,54,92,11,4
15963,20250531,41,5,60,26,40,4,1
15964,20230311,434,1,156,91,115,15,8
15965,20250913,513,1,142,72,113,17,8
15966,20240115,180,4,39,19,28,1,0
15967,20260504,181,6,208,75,131,16,9
15968,20250809,204,2,44,18,31,3,1
15969,20230715,40,5,64,27,48,4,1
15970,20260623,427,3,105,57,86,9,3
15971,20240421,54,3,73,45,55,6,3
15972,20230217,262,6,108,56,76,8,3
15973,20230813,85,2,295,188,245,30,15
15974,20231109,409,3,97,54,82,13,4
15975,20231123,563,2,127,68,86,5,2
15976,20230422,183,2,129,76,103,14,5
15977,20250225,250,2,54,29,35,5,2
15978,20260208,396,2,82,36,55,7,3
15979,20240212,321,2,143,72,98,9,3
15980,20230205,366,2,212,94,141,9,4
15981,20240402,453,5,18,9,12,1,0
15982,20260620,601,3,110,50,81,9,4
15983,20250616,707,1,145,79,107,10,4
15984,20251030,326,3,106,47,84,10,5
15985,20240408,772,1,40,21,29,3,1
15986,20240527,726,4,87,54,68,11,6
15987,20241015,374,1,96,38,68,5,3
15988,20260514,192,2,216,112,143,15,8
15989,20231017,196,5,16,9,12,0,0
15990,20250801,630,5,96,56,68,11,4
15991,20240223,750,2,39,18,27,3,1
15992,20230313,206,1,277,107,174,16,7
15993,20260414,104,1,75,33,60,10,6
15994,20250710,226,2,59,32,44,4,1
15995,20250925,409,1,59,43,52,7,3
15996,20250729,585,2,239,122,172,28,9
15997,20230405,633,4,55,35,45,4,1
15998,20230519,618,4,60,28,43,4,1
15999,20230803,276,3,249,119,164,14,7
16000,20240808,129,1,105,55,70,7,2
16001,20250927,748,4,69,28,49,4,2
16002,20230709,2,5,144,85,123,9,5
16003,20250925,279,2,87,50,69,5,2
16004,20251027,181,1,78,45,61,9,4
16005,20230816,109,4,74,54,68,8,3
16006,20250526,503,5,54,36,45,4,2
16007,20260613,573,2,67,33,53,8,2
16008,20250408,651,3,196,75,126,8,4
16009,20230513,256,2,350,182,274,38,18
16010,20240823,740,1,146,79,110,16,9
16011,20250417,58,1,92,59,71,4,2
16012,20250612,435,4,56,32,42,5,2
16013,20250612,694,4,32,21,29,2,1
16014,20240804,207,2,94,50,70,6,3
16015,20241111,119,4,113,43,72,12,5
16016,20250609,421,1,44,27,36,6,3
16017,20260530,765,5,37,22,29,4,2
16018,20240215,369,4,29,11,19,1,0
16019,20240510,639,4,76,35,54,4,1
16020,20260607,19,4,29,16,23,3,1
16021,20240502,312,6,44,18,31,5,2
16022,20240915,238,1,83,33,58,6,2
16023,20240929,107,3,242,105,190,33,16
16024,20230416,385,6,64,29,42,2,1
16025,20250525,195,1,113,43,73,5,2
16026,20240412,710,1,87,45,60,6,3
16027,20241010,462,1,81,34,57,7,3
16028,20230703,27,5,112,59,71,11,5
16029,20260215,101,2,113,53,89,8,3
16030,20260101,312,3,107,74,97,14,5
16031,20260606,443,5,297,143,189,30,15
16032,20240121,560,4,20,11,17,1,0
16033,20251101,204,5,96,52,82,9,3
16034,20250101,542,1,225,103,188,22,12
16035,20230407,338,1,228,143,169,14,6
16036,20251217,220,6,17,7,12,1,0
16037,20251107,778,5,48,30,39,2,0
16038,20260428,132,6,65,30,41,3,1
16039,20240820,268,6,88,39,68,11,4
16040,20260127,522,4,162,112,147,7,3
16041,20260523,656,5,176,66,113,12,5
16042,20231013,397,6,51,26,43,2,0
16043,20251221,644,2,310,148,212,19,10
16044,20250306,743,3,85,45,60,5,3
16045,20231025,365,1,91,53,68,4,2
16046,20251010,331,5,121,69,99,7,4
16047,20241127,546,2,350,177,273,28,17
16048,20260530,685,1,189,100,133,14,6
16049,20241024,658,1,67,33,43,7,3
16050,20230418,536,6,181,97,143,13,5
16051,20231201,238,2,107,69,92,5,3
16052,20251121,439,4,96,43,71,5,2
16053,20230210,714,2,84,44,76,8,5
16054,20251011,27,2,200,89,129,15,6
16055,20260301,500,2,32,19,29,2,0
16056,20240709,261,5,46,23,30,4,2
16057,20260329,708,3,66,33,50,3,1
