InventoryKey,DateKey,ProductKey,WarehouseKey,OnHandUnits,InTransitUnits,ReorderPoint,StockoutFlag,ML_IsAnomaly,ML_AnomalyScore
13904,20230405,480,2,124,203,189,0,0,0.0872
13905,20240618,317,10,374,107,57,0,0,0.0372
13906,20231203,745,8,0,40,42,1,0,0.0365
13907,20260601,402,8,190,202,78,0,0,0.1165
13908,20230321,417,5,133,56,134,0,0,0.1351
13909,20260519,665,3,138,158,120,0,0,0.1491
13910,20240714,587,8,466,178,141,0,1,-0.006
13911,20240131,534,10,216,232,55,0,0,0.0753
13912,20240323,540,2,265,173,121,0,0,0.1106
13913,20240428,184,10,169,32,107,0,0,0.1227
13914,20240828,775,1,217,125,147,0,0,0.1315
13915,20251009,620,10,44,178,155,0,0,0.1019
13916,20250628,419,10,111,95,152,0,0,0.1275
13917,20260317,252,6,39,98,90,0,0,0.1009
13918,20260205,53,3,132,101,174,0,0,0.135
13919,20230802,543,9,92,147,77,0,0,0.131
13920,20231123,521,10,202,63,164,0,0,0.1105
13921,20241111,761,3,347,134,66,0,0,0.0614
13922,20241004,370,5,214,18,138,0,0,0.0893
13923,20250131,78,3,268,19,43,0,0,0.0408
13924,20230623,560,5,0,201,94,1,0,0.0665
13925,20240604,616,6,513,22,115,0,1,-0.0494
13926,20240916,787,4,185,111,186,0,0,0.1056
13927,20240707,469,7,25,8,108,0,0,0.0435
13928,20241013,503,2,126,148,173,0,0,0.1308
13929,20230829,757,3,250,207,95,0,0,0.1054
13930,20241117,516,8,76,41,82,0,0,0.1037
13931,20240424,501,9,31,71,25,0,0,0.0434
13932,20231211,81,3,80,147,111,0,0,0.1313
13933,20251030,717,3,171,123,137,0,0,0.1469
13934,20250505,118,9,122,200,164,0,0,0.1148
13935,20230927,242,4,256,74,58,0,0,0.0963
13936,20251206,642,9,175,121,33,0,0,0.1106
13937,20240501,617,5,98,209,122,0,0,0.1217
13938,20240730,523,5,417,179,46,0,0,0.0028
13939,20230608,212,9,0,199,195,1,0,0.0114
13940,20260118,432,2,354,170,116,0,0,0.0608
13941,20260629,504,2,50,108,41,0,0,0.0964
13942,20230602,119,6,148,204,101,0,0,0.1306
13943,20250320,446,8,146,43,20,0,0,0.0462
13944,20251003,514,7,76,58,121,0,0,0.1249
13945,20240717,514,7,133,171,104,0,0,0.1467
13946,20260614,209,8,100,96,111,0,0,0.1293
13947,20230115,288,1,406,93,135,0,0,0.027
13948,20260329,234,3,171,226,93,0,0,0.1092
13949,20230528,713,3,168,185,80,0,0,0.131
13950,20230318,31,3,342,128,49,0,0,0.0602
13951,20230219,525,3,173,113,20,0,0,0.0537
13952,20231106,430,9,39,44,51,0,0,0.0746
13953,20230708,646,10,20,200,110,0,0,0.0781
13954,20260504,135,2,57,160,191,0,0,0.0756
13955,20241205,494,9,310,1,152,0,0,0.0058
13956,20260409,420,4,0,119,183,1,0,0.0502
13957,20231116,379,2,0,83,39,1,0,0.0464
13958,20250221,396,10,181,35,123,0,0,0.1256
13959,20230601,410,8,141,92,62,0,0,0.1343
13960,20260109,442,10,152,191,41,0,0,0.1046
13961,20251130,158,4,64,116,132,0,0,0.1291
13962,20250113,313,3,125,176,60,0,0,0.1326
13963,20250119,290,9,129,57,166,0,0,0.1202
13964,20230831,249,7,0,237,73,1,0,0.0304
13965,20231221,592,10,237,197,113,0,0,0.1084
13966,20230402,6,4,339,77,173,0,0,0.0514
13967,20251015,274,4,118,19,193,0,0,0.0476
13968,20230406,276,1,48,47,180,0,0,0.0697
13969,20260629,56,10,659,138,76,0,1,-0.0807
13970,20230115,218,9,66,30,188,0,0,0.0539
13971,20250417,769,3,29,5,91,0,0,0.0417
13972,20230215,647,6,91,166,189,0,0,0.0934
13973,20240107,686,7,391,123,32,0,0,0.0113
13974,20240204,543,7,82,223,71,0,0,0.094
13975,20230619,56,7,267,212,35,0,0,0.0451
13976,20240601,226,7,171,69,179,0,0,0.12
13977,20241122,220,9,109,18,194,0,0,0.0468
13978,20250408,619,3,107,229,140,0,0,0.1031
13979,20230709,338,7,112,92,139,0,0,0.136
13980,20231218,423,2,152,68,63,0,0,0.1269
13981,20241222,684,5,87,209,163,0,0,0.1103
13982,20250227,349,8,87,238,24,0,0,0.0295
13983,20250128,422,10,38,23,24,0,0,0.0118
13984,20231210,784,4,181,156,38,0,0,0.1143
13985,20240302,704,10,78,246,176,0,0,0.0516
13986,20230720,727,2,97,86,192,0,0,0.0854
13987,20240728,208,4,259,149,93,0,0,0.1194
13988,20240920,748,3,205,245,105,0,0,0.0649
13989,20260119,318,5,319,6,38,0,1,-0.0024
13990,20250410,121,5,176,104,109,0,0,0.1457
13991,20240330,346,2,127,99,111,0,0,0.1414
13992,20230909,293,8,216,208,148,0,0,0.1109
13993,20260124,786,9,164,72,47,0,0,0.1169
13994,20260329,657,9,138,148,191,0,0,0.0972
13995,20250103,102,3,72,211,58,0,0,0.0936
13996,20260518,67,9,161,116,132,0,0,0.1492
13997,20250306,763,2,378,173,143,0,0,0.0492
13998,20250711,585,7,314,99,60,0,0,0.0731
13999,20230601,491,6,211,172,196,0,0,0.0604
14000,20240503,164,6,549,224,137,0,1,-0.0672
14001,20231018,310,4,242,242,55,0,0,0.0561
14002,20231008,137,8,127,46,21,0,0,0.0544
14003,20231231,745,9,343,81,53,0,0,0.0534
14004,20250302,757,1,60,59,137,0,0,0.1122
14005,20240509,227,6,112,201,197,0,0,0.0555
14006,20260224,132,1,62,35,164,0,0,0.0845
14007,20240703,306,9,327,68,134,0,0,0.0727
14008,20251126,503,9,222,69,165,0,0,0.1077
14009,20240723,275,3,200,1,151,0,0,0.0459
14010,20250612,173,2,274,34,173,0,0,0.0634
14011,20250302,577,3,161,145,94,0,0,0.1455
14012,20250623,127,5,0,159,150,1,0,0.0723
14013,20240616,424,7,161,49,111,0,0,0.1334
14014,20250907,414,7,265,7,133,0,0,0.0536
14015,20260501,606,8,218,142,24,0,0,0.0711
14016,20250406,305,8,203,82,85,0,0,0.1254
14017,20240305,530,10,0,111,34,1,0,0.0398
14018,20240729,774,10,86,73,84,0,0,0.1206
14019,20250228,128,1,75,99,20,0,0,0.0463
14020,20241231,467,4,137,213,163,0,0,0.1128
14021,20250408,550,5,134,78,113,0,0,0.1386
14022,20240708,157,1,73,225,189,0,0,0.0569
14023,20250310,507,7,0,54,159,1,0,0.061
14024,20240523,719,3,22,150,110,0,0,0.094
14025,20250708,799,9,86,71,179,0,0,0.1131
14026,20230301,639,1,178,103,138,0,0,0.1451
14027,20241230,39,10,15,2,99,0,0,0.0229
14028,20241119,386,5,222,51,73,0,0,0.1204
14029,20240619,219,8,177,43,55,0,0,0.1134
14030,20251129,435,9,170,142,147,0,0,0.1451
14031,20240104,229,2,170,148,23,0,0,0.0819
14032,20230907,222,6,161,38,115,0,0,0.1287
14033,20230320,471,6,169,244,44,0,0,0.0557
14034,20230507,454,9,118,95,120,0,0,0.1405
14035,20250619,756,8,43,93,112,0,0,0.1134
14036,20240724,706,8,92,56,196,0,0,0.0622
14037,20240719,725,5,194,196,60,0,0,0.1148
14038,20230302,684,2,202,189,63,0,0,0.1146
14039,20240112,45,3,144,226,76,0,0,0.1037
14040,20240518,79,5,94,182,64,0,0,0.1198
14041,20260203,706,5,110,161,182,0,0,0.1171
14042,20230712,104,5,120,216,147,0,0,0.115
14043,20231014,233,7,360,43,139,0,0,0.0431
14044,20230612,456,9,0,166,73,1,0,0.0766
14045,20230414,545,3,45,226,117,0,0,0.0858
14046,20251025,718,3,22,116,58,0,0,0.0804
14047,20240521,770,9,152,37,29,0,0,0.0817
14048,20260314,702,7,343,167,99,0,0,0.0735
14049,20250104,84,8,189,136,87,0,0,0.1427
14050,20231224,99,2,403,88,125,0,0,0.0297
14051,20240122,712,9,69,138,57,0,0,0.1224
14052,20250812,616,3,77,233,38,0,0,0.0638
14053,20230604,305,6,192,224,124,0,0,0.1151
14054,20240422,315,2,53,183,76,0,0,0.1046
14055,20250203,111,5,333,62,195,0,0,0.0155
14056,20260103,137,7,78,215,88,0,0,0.1039
14057,20250926,148,4,137,217,105,0,0,0.1194
14058,20251207,126,3,120,52,139,0,0,0.1244
14059,20231028,295,4,176,178,196,0,0,0.0709
14060,20260124,340,6,110,143,50,0,0,0.1286
14061,20241228,90,9,195,78,161,0,0,0.126
14062,20241026,140,4,254,127,29,0,0,0.0737
14063,20231127,416,5,160,171,171,0,0,0.1277
14064,20230325,109,1,139,76,20,0,0,0.0571
14065,20230619,159,5,43,80,144,0,0,0.1021
14066,20241231,543,1,324,102,137,0,0,0.0786
14067,20240911,207,10,265,63,33,0,0,0.0673
14068,20231227,11,6,274,77,128,0,0,0.1006
14069,20260416,12,7,192,167,189,0,0,0.0913
14070,20241218,302,3,120,99,197,0,0,0.0719
14071,20231213,746,8,217,61,198,0,0,0.0433
14072,20260518,470,2,0,42,176,1,0,0.0363
14073,20250816,223,9,242,131,67,0,0,0.1218
14074,20240304,766,4,0,62,186,1,0,0.0343
14075,20251027,764,1,200,175,114,0,0,0.1348
14076,20260327,252,6,406,219,147,0,0,0.0009
14077,20240512,128,10,196,32,92,0,0,0.112
14078,20250812,762,4,129,159,147,0,0,0.1457
14079,20250329,309,5,83,202,123,0,0,0.1229
14080,20250924,178,5,172,216,32,0,0,0.0818
14081,20251110,436,2,204,132,48,0,0,0.1157
14082,20250206,423,7,282,142,71,0,0,0.1097
14083,20230712,365,3,241,156,145,0,0,0.1185
14084,20231115,101,9,269,113,193,0,0,0.0606
14085,20251124,251,8,0,97,74,1,0,0.0738
14086,20260313,326,9,313,169,77,0,0,0.0889
14087,20230816,141,4,336,103,147,0,0,0.0722
14088,20230315,766,8,287,9,39,0,0,0.0207
14089,20231117,467,3,61,164,170,0,0,0.109
14090,20240605,90,2,155,233,127,0,0,0.1095
14091,20250308,202,10,173,51,140,0,0,0.1291
14092,20260616,788,4,97,194,59,0,0,0.1126
14093,20230813,47,10,160,91,134,0,0,0.1452
14094,20260408,277,3,319,1,107,0,0,0.0052
14095,20250808,780,9,279,65,145,0,0,0.0882
14096,20240802,11,3,113,174,109,0,0,0.1377
14097,20250511,271,10,0,36,20,1,1,-0.0225
14098,20240524,795,4,237,152,59,0,0,0.122
14099,20230430,442,9,23,128,73,0,0,0.0877
14100,20250905,151,8,177,243,34,0,0,0.0515
14101,20240829,16,1,16,54,191,1,0,0.0295
14102,20260214,773,10,0,46,56,1,0,0.0493
14103,20250203,303,1,387,79,136,0,0,0.041
14104,20250425,253,8,77,245,157,0,0,0.0649
14105,20241124,531,7,92,20,87,0,0,0.0946
14106,20250120,94,3,48,239,94,0,0,0.071
14107,20240904,428,9,202,98,172,0,0,0.1204
14108,20241007,538,5,251,41,114,0,0,0.1077
14109,20240602,659,7,205,167,94,0,0,0.1342
14110,20240920,42,4,198,187,42,0,0,0.1033
14111,20240721,783,5,184,131,150,0,0,0.1418
14112,20240716,466,4,147,221,191,0,0,0.0661
14113,20260515,785,9,0,76,165,1,0,0.0669
14114,20230410,529,9,113,19,104,0,0,0.0995
14115,20231027,509,7,281,244,151,0,0,0.0445
14116,20241011,201,3,121,35,175,0,0,0.0992
14117,20230428,431,7,141,192,48,0,0,0.1062
14118,20230406,78,3,75,208,28,0,0,0.0658
14119,20260528,168,9,130,199,68,0,0,0.1176
14120,20230728,645,3,165,221,55,0,0,0.1002
14121,20251123,446,9,0,82,111,1,0,0.0748
14122,20251001,226,7,112,22,81,0,0,0.1017
14123,20250214,388,7,65,68,22,0,0,0.0578
14124,20240109,25,1,267,92,83,0,0,0.1015
14125,20260301,575,10,190,205,122,0,0,0.1286
14126,20230707,15,4,234,174,198,0,0,0.0416
14127,20251003,365,7,57,202,176,0,0,0.0904
14128,20240711,321,3,0,189,53,1,0,0.0538
14129,20231229,594,4,319,154,187,0,0,0.0478
14130,20251007,651,1,168,225,137,0,0,0.1114
14131,20260221,652,9,123,149,108,0,0,0.1465
14132,20250102,762,3,221,71,182,0,0,0.0946
14133,20240319,359,9,107,14,71,0,0,0.0932
14134,20230814,700,10,30,161,167,0,0,0.0959
14135,20230104,368,9,210,140,22,0,0,0.0668
14136,20241220,92,4,203,130,166,0,0,0.1288
14137,20230827,419,1,155,178,196,0,0,0.0744
14138,20240201,448,6,174,166,132,0,0,0.1454
14139,20250223,207,6,0,118,121,1,0,0.0808
14140,20240807,356,4,165,112,122,0,0,0.1438
14141,20260203,532,5,193,110,38,0,0,0.1066
14142,20240513,299,9,0,198,159,1,0,0.0509
14143,20260626,594,6,339,81,57,0,0,0.0611
14144,20260325,203,9,0,221,56,1,0,0.036
14145,20230606,610,5,271,103,155,0,0,0.0949
14146,20230408,240,8,324,140,101,0,0,0.092
14147,20240108,660,9,275,93,56,0,0,0.0863
14148,20250903,297,8,135,211,125,0,0,0.1255
14149,20260614,405,10,141,87,113,0,0,0.1432
14150,20230306,343,6,206,145,195,0,0,0.0763
14151,20260519,382,8,198,232,106,0,0,0.0956
14152,20240114,386,2,151,216,171,0,0,0.1074
14153,20251217,547,2,120,102,176,0,0,0.1295
14154,20230810,263,3,106,128,196,0,0,0.0849
14155,20250817,746,2,105,203,45,0,0,0.1039
14156,20250130,584,9,250,224,48,0,0,0.0615
14157,20250628,782,4,23,129,172,1,0,0.0818
14158,20250207,753,10,275,80,136,0,0,0.0982
14159,20251220,389,3,170,20,101,0,0,0.1058
14160,20240724,618,1,0,142,146,1,0,0.0716
14161,20230717,508,4,45,90,186,0,0,0.0796
14162,20250803,30,1,52,199,138,0,0,0.0992
14163,20250521,512,1,259,23,187,0,0,0.0291
14164,20231221,235,8,49,66,43,0,0,0.0902
14165,20230703,702,3,324,54,21,0,0,0.005
14166,20240927,103,5,439,27,122,0,1,-0.0116
14167,20260601,69,6,153,109,128,0,0,0.1489
14168,20250714,68,2,134,66,180,0,0,0.1216
14169,20230405,699,9,239,232,48,0,0,0.0563
14170,20250422,267,3,88,185,181,0,0,0.1095
14171,20260118,786,8,235,231,21,0,0,0.0111
14172,20250708,634,7,0,24,98,1,0,0.0456
14173,20260428,14,4,176,105,47,0,0,0.1234
14174,20241211,700,4,150,93,121,0,0,0.1437
14175,20240501,549,7,79,10,55,0,0,0.0727
14176,20240308,143,10,397,164,148,0,0,0.0364
14177,20230907,799,10,34,148,119,0,0,0.104
14178,20260210,623,8,89,82,36,0,0,0.104
14179,20250824,431,5,82,140,50,0,0,0.1207
14180,20230628,459,2,102,102,196,0,0,0.0765
14181,20251202,684,6,251,139,24,0,0,0.058
14182,20230707,27,5,0,71,190,1,0,0.035
14183,20250623,545,9,58,27,144,0,0,0.0835
14184,20250804,13,10,100,237,22,0,0,0.0295
14185,20250322,546,3,64,208,132,0,0,0.1131
14186,20260410,663,4,61,143,185,0,0,0.0929
14187,20250205,694,3,81,167,67,0,0,0.1247
14188,20260405,331,2,74,174,168,0,0,0.1189
14189,20250227,702,7,214,41,83,0,0,0.1161
14190,20250803,329,7,149,147,143,0,0,0.145
14191,20230321,219,4,183,230,28,0,0,0.0513
14192,20250520,30,6,178,70,50,0,0,0.1188
14193,20240524,332,4,0,31,132,1,0,0.0528
14194,20250817,209,6,100,52,46,0,0,0.1008
14195,20230419,236,9,85,202,82,0,0,0.1167
14196,20260502,742,1,213,72,192,0,0,0.0734
14197,20260207,565,2,243,128,88,0,0,0.1323
14198,20251219,163,2,288,59,49,0,0,0.0733
14199,20240206,758,2,135,9,34,0,0,0.052
14200,20251217,719,9,175,121,172,0,0,0.1317
14201,20231117,470,8,335,100,113,0,0,0.0684
14202,20251013,417,5,240,0,189,0,1,-0.0069
14203,20240213,185,5,233,10,162,0,0,0.0575
14204,20260606,509,1,127,165,46,0,0,0.122
14205,20250518,648,2,84,248,177,0,0,0.0496
14206,20240530,334,4,143,150,139,0,0,0.1495
14207,20240619,732,9,0,210,57,1,0,0.0496
14208,20251201,633,4,134,219,104,0,0,0.1172
14209,20230604,151,4,298,114,197,0,0,0.0353
14210,20241117,718,6,114,23,44,0,0,0.0768
14211,20260127,305,6,0,167,77,1,0,0.0749
14212,20240714,173,8,83,42,171,0,0,0.0897
14213,20250104,414,3,226,207,156,0,0,0.1012
14214,20250601,555,8,85,121,159,0,0,0.1314
14215,20230826,769,7,0,30,59,1,0,0.0393
14216,20250913,12,5,28,133,197,1,0,0.0372
14217,20250119,728,3,33,146,141,0,0,0.0996
14218,20250701,632,3,204,20,180,0,0,0.0686
14219,20260309,202,9,323,77,151,0,0,0.0769
14220,20231029,760,7,89,200,64,0,0,0.1066
14221,20230506,14,7,170,87,108,0,0,0.1407
14222,20260217,799,6,326,115,37,0,0,0.0529
14223,20240410,705,6,81,105,47,0,0,0.1124
14224,20250518,767,2,284,134,138,0,0,0.105
14225,20240425,593,2,78,66,70,0,0,0.1182
14226,20231025,714,1,167,168,28,0,0,0.0985
14227,20240728,557,5,179,197,100,0,0,0.1294
14228,20240425,625,3,266,30,86,0,0,0.087
14229,20250712,199,7,199,203,49,0,0,0.0983
14230,20230402,398,8,156,52,127,0,0,0.1348
14231,20240601,711,9,315,140,147,0,0,0.0885
14232,20260305,690,7,84,215,23,0,0,0.0477
14233,20250130,389,3,38,233,102,0,0,0.0751
14234,20250804,279,9,0,35,72,1,0,0.0469
14235,20260529,424,8,158,18,68,0,0,0.0962
14236,20250306,243,9,147,69,136,0,0,0.1399
14237,20250713,348,2,85,78,133,0,0,0.1342
14238,20240201,178,2,186,73,72,0,0,0.126
14239,20251110,712,6,109,167,21,0,0,0.069
14240,20260515,321,8,295,184,51,0,0,0.0812
14241,20230319,646,3,42,234,51,0,0,0.0523
14242,20240709,578,2,157,235,148,0,0,0.1019
14243,20230104,245,4,187,111,178,0,0,0.1242
14244,20241221,790,8,410,40,119,0,0,0.0117
14245,20230506,220,4,116,201,118,0,0,0.1287
14246,20251029,653,8,302,34,133,0,0,0.074
14247,20230321,219,6,36,5,127,0,0,0.0467
14248,20230526,636,7,93,103,131,0,0,0.1357
14249,20240409,362,8,404,79,35,0,0,0.0058
14250,20231220,748,10,81,102,54,0,0,0.1177
14251,20240630,115,6,78,21,81,0,0,0.0907
14252,20230404,274,2,249,52,21,0,0,0.0305
14253,20250522,416,6,57,44,95,0,0,0.0986
14254,20231227,12,6,0,118,33,1,0,0.0392
14255,20240616,457,4,125,28,84,0,0,0.1118
14256,20250603,209,8,147,208,125,0,0,0.1349
14257,20240509,695,4,65,94,79,0,0,0.1146
14258,20230508,290,2,119,248,151,0,0,0.0631
14259,20250910,505,8,60,211,44,0,0,0.0779
14260,20250517,654,10,100,152,76,0,0,0.1318
14261,20240325,67,9,69,69,43,0,0,0.1035
14262,20240403,625,2,73,128,101,0,0,0.1316
14263,20241218,100,6,0,50,192,1,0,0.0196
14264,20250908,110,9,94,153,159,0,0,0.1309
14265,20260625,726,2,135,214,54,0,0,0.1078
14266,20230115,621,1,143,31,169,0,0,0.1041
14267,20240727,411,5,103,81,114,0,0,0.1315
14268,20240214,218,8,199,42,28,0,0,0.0687
14269,20241217,391,10,161,75,101,0,0,0.1371
14270,20231223,408,5,304,114,92,0,0,0.0978
14271,20260506,670,1,189,6,113,0,0,0.0801
14272,20231127,43,8,200,26,45,0,0,0.0795
14273,20240429,494,5,186,5,120,0,0,0.0819
14274,20251228,429,6,116,123,47,0,0,0.1215
14275,20230821,776,1,142,116,166,0,0,0.1371
14276,20231020,587,6,0,101,74,1,0,0.0744
14277,20240510,257,8,129,175,22,0,0,0.0745
14278,20240121,284,1,233,187,87,0,0,0.1172
14279,20230703,103,1,275,81,163,0,0,0.0831
14280,20251006,673,5,119,49,20,0,0,0.0485
14281,20230613,660,2,157,221,151,0,0,0.1135
14282,20230403,313,5,238,204,140,0,0,0.1046
14283,20231027,616,3,86,218,146,0,0,0.1095
14284,20250816,489,9,107,124,25,0,0,0.0839
14285,20260102,710,7,60,147,50,0,0,0.1083
14286,20250324,490,9,65,182,101,0,0,0.1192
14287,20260505,667,5,87,238,134,0,0,0.091
14288,20230502,712,3,0,131,127,1,0,0.0769
14289,20241020,555,9,299,47,52,0,0,0.0669
14290,20260630,301,5,132,109,33,0,0,0.1094
14291,20231010,330,1,142,160,167,0,0,0.1332
14292,20251022,281,3,200,24,102,0,0,0.1023
14293,20250608,118,2,0,67,40,1,0,0.0478
14294,20231112,185,7,154,47,136,0,0,0.1315
14295,20230123,478,7,77,71,182,0,0,0.1044
14296,20240709,606,5,103,183,109,0,0,0.1312
14297,20250404,129,5,154,176,117,0,0,0.146
14298,20250121,391,4,132,79,73,0,0,0.1333
14299,20230510,7,5,216,207,149,0,0,0.1092
14300,20251214,278,6,185,103,92,0,0,0.1342
14301,20251230,296,9,163,223,140,0,0,0.1086
14302,20230518,464,9,155,100,88,0,0,0.143
14303,20241215,112,8,130,178,52,0,0,0.1237
14304,20230410,134,5,154,138,176,0,0,0.1335
14305,20240405,489,5,221,190,154,0,0,0.1103
14306,20240218,78,7,275,24,164,0,0,0.0544
14307,20250308,638,3,145,65,120,0,0,0.1429
14308,20240720,460,3,515,235,27,0,1,-0.0879
14309,20230307,493,6,0,127,109,1,0,0.0809
14310,20240907,301,8,246,149,195,0,0,0.0652
14311,20231027,408,6,392,121,180,0,0,0.0219
14312,20240612,545,3,89,8,117,0,0,0.0714
14313,20240507,381,10,154,154,171,0,0,0.133
14314,20230920,67,6,162,197,186,0,0,0.094
14315,20230825,706,9,191,194,92,0,0,0.1228
14316,20240324,754,6,170,34,178,0,0,0.0971
14317,20240217,218,6,47,69,22,0,0,0.0477
14318,20240204,4,1,97,3,100,0,0,0.0664
14319,20251022,619,6,67,94,43,0,0,0.1031
14320,20231016,342,4,159,135,184,0,0,0.1203
14321,20250818,94,10,169,72,71,0,0,0.1299
14322,20230213,497,9,154,127,198,0,0,0.0699
14323,20251221,85,10,103,152,166,0,0,0.1316
14324,20230915,768,7,86,94,193,0,0,0.0834
14325,20230120,694,2,164,217,121,0,0,0.1165
14326,20250704,746,9,96,65,120,0,0,0.1269
14327,20240511,511,3,138,79,138,0,0,0.1424
14328,20260505,147,4,159,243,54,0,0,0.0694
14329,20230413,543,2,76,28,59,0,0,0.0923
14330,20241009,521,7,61,100,177,0,0,0.1048
14331,20240124,360,9,240,223,158,0,0,0.0836
14332,20260522,605,2,77,72,91,0,0,0.1176
14333,20250325,606,3,15,32,171,1,0,0.0467
14334,20241026,730,4,408,236,140,0,1,-0.0089
14335,20231206,87,3,103,95,107,0,0,0.1335
14336,20240929,774,7,31,51,58,0,0,0.0825
14337,20230720,286,9,0,124,87,1,0,0.077
14338,20231021,199,7,267,181,51,0,0,0.09
14339,20250108,331,9,32,8,194,0,1,-0.0095
14340,20260608,531,3,92,19,77,0,0,0.0953
14341,20241101,538,9,75,130,48,0,0,0.1143
14342,20241215,276,2,158,44,111,0,0,0.1277
14343,20230313,773,8,305,183,177,0,0,0.0699
14344,20251209,523,6,239,9,185,0,0,0.0227
14345,20231217,268,5,228,76,162,0,0,0.1114
14346,20240815,313,9,273,142,115,0,0,0.1141
14347,20260604,517,3,30,108,56,0,0,0.091
14348,20250809,542,1,211,161,164,0,0,0.1194
14349,20251219,244,3,297,244,62,0,0,0.0256
14350,20240703,145,4,104,82,87,0,0,0.1292
14351,20260315,310,5,83,179,69,0,0,0.1224
14352,20230623,783,10,125,121,186,0,0,0.1163
14353,20250805,668,5,30,121,149,0,0,0.0989
14354,20231130,366,5,251,9,161,0,0,0.0483
14355,20240707,798,2,85,204,168,0,0,0.1128
14356,20250117,439,1,102,97,155,0,0,0.1272
14357,20250727,296,9,75,3,76,0,0,0.0628
14358,20230616,790,8,100,102,35,0,0,0.1044
14359,20260422,117,3,131,64,138,0,0,0.1339
14360,20251021,68,10,120,171,170,0,0,0.1256
14361,20230805,636,4,172,19,194,0,0,0.0439
14362,20230614,343,8,238,122,33,0,0,0.0886
14363,20240801,767,10,208,93,180,0,0,0.1029
14364,20230122,454,7,374,128,35,0,0,0.0244
14365,20260427,389,1,121,194,142,0,0,0.1303
14366,20230112,341,7,94,65,76,0,0,0.1187
14367,20250821,222,1,118,56,90,0,0,0.128
14368,20251227,638,9,215,44,75,0,0,0.114
14369,20230222,67,6,102,135,180,0,0,0.1231
14370,20240207,535,8,49,152,196,0,0,0.0607
14371,20240504,258,6,148,179,49,0,0,0.1218
14372,20240404,535,10,230,88,45,0,0,0.1035
14373,20260413,685,2,152,157,163,0,0,0.137
14374,20240124,449,6,63,246,149,0,0,0.0582
14375,20230705,229,6,34,185,83,0,0,0.0902
14376,20230301,241,10,104,181,69,0,0,0.1259
14377,20240105,56,2,126,52,43,0,0,0.1055
14378,20230221,363,9,96,92,165,0,0,0.1294
14379,20241019,179,10,198,17,22,0,0,0.0173
14380,20240623,150,2,253,135,119,0,0,0.119
14381,20250209,339,8,380,179,115,0,0,0.0495
14382,20240314,364,8,17,57,102,0,0,0.081
14383,20250115,587,1,166,62,21,0,0,0.0645
14384,20240919,174,1,133,46,72,0,0,0.127
14385,20250822,69,1,141,39,117,0,0,0.1314
14386,20260112,488,5,376,42,144,0,0,0.036
14387,20230209,2,7,204,119,111,0,0,0.1351
14388,20230331,554,6,228,211,72,0,0,0.0996
14389,20231016,247,1,189,32,59,0,0,0.1072
14390,20260130,376,3,146,246,104,0,0,0.0755
14391,20240517,100,2,12,33,199,1,1,-0.0048
14392,20230211,691,3,101,94,117,0,0,0.1342
14393,20250109,400,1,84,39,69,0,0,0.108
14394,20260614,326,9,215,58,198,0,0,0.0444
14395,20250305,54,2,126,11,176,0,0,0.0699
14396,20250207,237,2,106,80,25,0,0,0.0777
14397,20260210,196,9,210,224,123,0,0,0.1068
14398,20250729,768,9,94,78,61,0,0,0.1207
14399,20251117,605,9,41,47,168,0,0,0.0793
14400,20230512,265,8,90,239,198,0,0,0.0101
14401,20250501,675,7,192,200,76,0,0,0.1168
14402,20240516,388,10,292,10,82,0,0,0.0488
14403,20230922,602,4,0,191,169,1,0,0.0535
14404,20240224,575,9,269,244,107,0,0,0.0476
14405,20231204,166,4,452,5,127,0,1,-0.0384
14406,20260225,592,2,139,225,167,0,0,0.103
14407,20241124,776,4,97,170,75,0,0,0.13
14408,20241214,394,10,54,174,188,0,0,0.0776
14409,20241129,276,5,27,70,124,0,0,0.0955
14410,20231001,393,2,106,86,60,0,0,0.125
14411,20240503,526,8,225,93,48,0,0,0.1025
14412,20240816,546,5,40,16,51,0,0,0.0537
14413,20241125,235,9,334,96,150,0,0,0.0668
14414,20230104,352,2,208,115,183,0,0,0.0994
14415,20231115,327,8,87,235,83,0,0,0.0958
14416,20230420,720,8,0,31,138,1,0,0.0505
14417,20230611,760,10,323,56,159,0,0,0.0618
14418,20250327,408,2,48,243,188,0,0,0.0185
14419,20230402,101,2,51,175,94,0,0,0.115
14420,20250314,162,8,102,173,114,0,0,0.137
14421,20240801,315,5,240,13,96,0,0,0.0824
14422,20230518,48,4,171,58,146,0,0,0.1271
14423,20240822,17,4,156,64,110,0,0,0.1352
14424,20251126,519,7,25,11,38,0,0,0.0192
14425,20240706,1,6,62,23,176,0,0,0.0657
14426,20241202,619,5,106,239,36,0,0,0.0595
14427,20240210,307,10,342,196,112,0,0,0.0625
14428,20231213,300,5,99,220,138,0,0,0.1087
14429,20241014,343,10,74,207,52,0,0,0.1004
14430,20240117,320,6,19,109,187,1,0,0.0609
14431,20251213,150,1,284,90,105,0,0,0.0952
14432,20260216,255,6,76,25,115,0,0,0.1006
14433,20231029,157,2,0,165,161,1,0,0.0698
14434,20240613,351,6,87,48,26,0,0,0.0653
14435,20240804,646,7,232,53,34,0,0,0.0808
14436,20241222,126,1,188,237,58,0,0,0.0816
14437,20230109,507,1,246,35,107,0,0,0.1015
14438,20260408,89,6,114,46,93,0,0,0.1222
14439,20230907,66,2,28,219,47,0,0,0.0482
